name,url_name,Birth Date,Death Date,Birth place,Death place,Nationality,Art Movement,Genre,Field,Influenced by,Influenced on,Wikipedia,Painting School,Official site,Friends and Co-workers,Family and Relatives,Pupils,Teachers,Art institution
Judith Scott,judith-scott,1-May-43,15-Mar-05,"Cincinnati, Ohio, United States","Dutch Flat, United States",American,Outsider art (Art brut),sculpture,,,,https://en.wikipedia.org/wiki/Judith_Scott_(artist),,creativegrowth.org,,,,,
Christian Royal,christian-royal,1993,,,,American,Outsider art (Art brut),design,,,,https://www.christianroyalpottery.com/,,www.christianroyalpottery.com,,,,,
Beatriz González,beatriz-gonzalez,16-Nov-38,,,,Colombian,Pop Art,,painting,,,https://en.wikipedia.org/wiki/Beatriz_Gonzalez,,,,,,,
Thomas Riesner,thomas-riesner,20-Sep-71,,Germany,,German,Outsider art (Art brut),abstract,drawing|etching|painting,,,http://www.thomasriesner1.wordpress.com/,,www.thomasriesner1.wordpress.com,,,,,
Armin Andreas Pangerl,armin-andreas-pangerl,13-May-65,,Germany,,,Outsider art (Art brut),,drawing|painting,,,https://en.wikipedia.org/wiki/Armin_Andreas_Pangerl,,www.outsiderart.co.uk,,,,,Self-taught
Louis Soutter,louis-soutter,"June 4, 1871",20-Feb-42,"Morges, Switzerland","Ballaigues, Switzerland",Swiss,Outsider art (Art brut),,painting|drawing,,,https://en.wikipedia.org/wiki/Louis_Soutter,,,,,,,
Louis Pons,louis-pons,1927,,"Marseille, France",,French,Outsider art (Art brut)|Existential Art,,drawing|assemblage|collage,,,https://en.wikipedia.org/wiki/Louis_Pons,,,,,,,
Gaston Chaissac,gaston-chaissac,13-Aug-10,7-Nov-64,"Avallon, France","La Roche-sur-Yon, France",French,Outsider art (Art brut),,painting|drawing,,,https://en.wikipedia.org/wiki/Gaston_Chaissac,,,,,,,
Bill Traylor,bill-traylor,"April 1, 1854",23-Oct-49,"Benton, Lowndes County, Alabama, United States",United States,American,Outsider art (Art brut),,drawing,,,https://en.wikipedia.org/wiki/Bill_Traylor,,,,,,,
Friedrich Schroder-Sonnenstern,friedrich-schroder-sonnenstern,"September 11, 1892",10-May-82,,"Berlin, Germany",German,Outsider art (Art brut),symbolic painting,drawing,,,https://en.wikipedia.org/wiki/Friedrich_Schr%C3%B6der_Sonnenstern,,,,,,,
Howard Finster,howard-finster,2-Dec-16,20-Oct-01,"Valley Head, Alabama, United States",,American,Outsider art (Art brut)|Pop Art,,painting|sculpture|illustration|drawing,,,https://en.wikipedia.org/wiki/Howard_Finster,,www.finster.com,,,,,
Lucy Ivanova,lucy-ivanova,28-Jun-89,,"Dniepropetrovsk / Dnepropetrovsk / Dnepropetrowsk / Dnipropetrovsk, Ukraine",,Ukrainian,Contemporary|Neo-Expressionism,figurative,painting,Francis Bacon|Adrian Ghenie|Peter Doig,,,,,,,,,"National Academy of Visual Arts and Architecture, Kyiv, Ukraine"
Bart van der Leck,bart-van-der-leck,1876,1958,"Utrech, Netherlands","Blaricum, Netherlands",Dutch,De Stijl (Neoplasticism)|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Bart_van_der_Leck,,,,,,,
Cesar Domela,cesar-domela,15-Jan-00,30-Dec-92,"Amsterdam, Netherlands",,Dutch,De Stijl (Neoplasticism)|Concrete Art (Concretism)|Abstract Art,abstract,painting|printmaking|photography,,,https://en.wikipedia.org/wiki/C%C3%A9sar_Domela,Abstraction-Création|Cercle et Carré,,,,,,
Fritz Glarner,fritz-glarner,"July 20, 1899",18-Sep-72,"Zurich, Switzerland","Locarno, Switzerland",American|Swiss,De Stijl (Neoplasticism)|Concrete Art (Concretism)|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Fritz_Glarner,,,,,,,
Yu Youhan,yu-youhan,1943,,"Shanghai, China",,Chinese,Pop Art|Maximalism,,painting,,,,Political Pop,,,,,,
Gottfried Honegger,gottfried-honegger,1917,,"Zürich, Switzerland",,Swiss,Concrete Art (Concretism),abstract,painting|printmaking|sculpture|design,,,https://en.wikipedia.org/wiki/Gottfried_Honegger,,,,,,,
Tomas Maldonado,tomas-maldonado,1922,,"Buenos Aires, Argentina",,Argentinean,Concrete Art (Concretism),design|abstract,painting|sculpture|design,,,https://en.wikipedia.org/wiki/Tom%C3%A1s_Maldonado,,,,,,,
Friedrich Vordemberge-Gildewart,friedrich-vordemberge-gildewart,"November 17, 1899",19-Dec-62,"Osnabrück, Germany","Ulm, Germany",German,De Stijl (Neoplasticism)|Concrete Art (Concretism)|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Friedrich_Vordemberge-Gildewart,"Abstraction-Création|Cercle et Carré|Degenerate art (exhibition, held by the Nazis in Munich in 1937, named to inflame public opinion against modernism)",,,,,,
Yaacov Agam,yaacov-agam,11-May-28,,,,Israeli|Jewish,Concrete Art (Concretism)|Kinetic art|Op Art,,sculpture|installation,,,https://en.wikipedia.org/wiki/Yaacov_Agam,,,,,,,"Bezalel Academy of Arts and Design, Jerusalem, Israel"
Carmelo Arden Quin,carmelo-arden-quin,16-Mar-13,27-Sep-10,"Rivera, Uruguay","Savigny-sur-Orge, France",French|Uruguayan,Concrete Art (Concretism),abstract,painting|sculpture,,,https://en.wikipedia.org/wiki/Carmelo_Arden_Quin,,,,,,,
Robert Strubin,robert-strubin,"February 23, 1897",15-Aug-65,"Basel, Switzerland","Basel, Switzerland",Swiss,Concrete Art (Concretism),abstract,painting|drawing|graphics,,,https://de.wikipedia.org/wiki/Robert_Str%C3%BCbin,,,,,,,
Lidy Prati,lidy-prati,1921,2008,"Resistencia, Chaco, Argentina","Buenos Aires, Argentina",Argentinean,Concrete Art (Concretism),abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Lidy_Prati,,,,,,,
Atanasio Soldati,atanasio-soldati,"August 24, 1896",27-Aug-53,"Parma, Italy","Parma, Italy",Italian,Concrete Art (Concretism),abstract,painting,,,https://it.wikipedia.org/wiki/Atanasio_Soldati,,,,,,,
Raul Lozza,raul-lozza,27-Oct-11,2008,"Alberti, Buenos Aires, Argentina","Buenos Aires, Argentina",Argentinean,Concrete Art (Concretism),abstract,painting|sculpture|art theory|drawing,,,http://www.raullozza.coop/,,www.raullozza.coop,,,,,
Verena Loewensberg,verena-loewensberg,28-May-12,27-Apr-86,"Zürich, Switzerland",,Swiss,Concrete Art (Concretism),abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Verena_Loewensberg,,,,,,,
Richard Paul Lohse,richard-paul-lohse,13-Sep-02,16-Sep-88,"Zürich, Switzerland","Zürich, Switzerland",Swiss,Constructivism|Concrete Art (Concretism),abstract,painting|printmaking|graphics,,,https://en.wikipedia.org/wiki/Richard_Paul_Lohse,,,,,,,
Aurelie Nemours,aurelie-nemours,27-Oct-10,27-Jan-05,"Paris, France","Paris, France",French,Concrete Art (Concretism),abstract,painting,,,https://en.wikipedia.org/wiki/Aur%C3%A9lie_Nemours,,,,,,,
Lolo Soldevilla,lolo-soldevilla,1901,1971,,,Cuban,Concrete Art (Concretism),abstract,painting|printmaking|sculpture,,,,,,,,,,
Lothar Charoux,lothar-charoux,1912,1987,"v, Austria","São Paulo, Brazil",Austrian|Brazilian,Concrete Art (Concretism)|Op Art,abstract,painting|printmaking|drawing,,,,,,,,,,
Olle Baertling,olle-baertling,6-Dec-11,2-May-81,"Halmstad, Sweden","Stockholm, Sweden",Swedish,Concrete Art (Concretism),abstract,painting|printmaking|sculpture,,,https://sv.wikipedia.org/wiki/Olle_B%C3%A6rtling,,,,,,,
Galliano Mazzon,galliano-mazzon,"July 15, 1896",3-Jul-78,"Camisano Vicentino, Italy","Milan, Italy",Italian,Concrete Art (Concretism),abstract,painting,,,https://it.wikipedia.org/wiki/Galliano_Mazzon,,,,,,,
Camille Graeser,camille-graeser,"February 27, 1892",21-Feb-80,"Carouge, Kanton Genf, Switzerland","Wald, Zurich, Switzerland",Swiss,Concrete Art (Concretism),abstract,painting|drawing|graphics,,,https://en.wikipedia.org/wiki/Camille_Graeser,,,,,,,
Luis Sacilotto,luis-sacilotto,1924,9-Feb-03,"Santo André (São Paulo), Brazil","São Bernardo do Campo, Brazil",Brazilian,Concrete Art (Concretism)|Op Art,abstract,painting|printmaking|sculpture|design|architecture,,,https://pt.wikipedia.org/wiki/Luiz_Sacilotto,,www.sacilotto.com.br,,,,,
Luigi Veronesi,luigi-veronesi,28-May-08,25-Feb-98,"Milan, Italy","Milan, Italy",Italian,Concrete Art (Concretism),abstract,painting|printmaking|design|photography,,,https://en.wikipedia.org/wiki/Luigi_Veronesi,Abstraction-Création,,,,,,
Francois Morellet,francois-morellet,1926,,"Cholet, Maine-et-Loire, France",,French,Concrete Art (Concretism)|Op Art|Minimalism,sculpture|abstract,painting|printmaking|sculpture|engraving|installation,,,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Morellet,,,,,,,
Roberto Sambonet,roberto-sambonet,2-Jan-24,28-Nov-95,"Vercelli, Italy","Milan, Italy",Italian,Conceptual Art,design,painting|sculpture|design|architecture,,,https://it.wikipedia.org/wiki/Roberto_Sambonet,,,,,,,
Pablo Palazuelo,pablo-palazuelo,6-Oct-16,3-Oct-07,"Madrid, Spain","Galapagar, Madrid, Spain",Spanish,Concrete Art (Concretism),abstract,painting|sculpture|engraving,,,https://en.wikipedia.org/wiki/Pablo_Palazuelo,,,,,,,
Rubem Ludolf,rubem-ludolf,1932,2010,"Maceió, Alagoas, Brazil","Rio de Janeiro, Brazil",Brazilian,Concrete Art (Concretism)|Kinetic art|Op Art,abstract,painting|sculpture|engraving|drawing,,,,Frente,,,,,,
Gunter Fruhtrunk,gunter-fruhtrunk,1923,12-Dec-82,,"Munich, Germany",German,Concrete Art (Concretism),abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/G%C3%BCnter_Fruhtrunk,,,,,,,
Henryk Stazewski,henryk-stazewski,"January 9, 1894",10-Jun-88,"Warsaw, Poland","Warsaw, Poland",Polish,Constructivism|Concrete Art (Concretism),abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Henryk_Sta%C5%BCewski,Cercle et Carré|Blok,,,,,,
Ludwig Wilding,ludwig-wilding,19-May-27,4-Jan-10,"Grünstadt, Germany",,German,Kinetic art|Op Art,abstract,painting|sculpture,,,https://en.wikipedia.org/wiki/Ludwig_Wilding,,,,,,,
Graca Morais,graca-morais,17-Mar-42,,"Vieiro, Trás-os-Montes, Portugal",,Portuguese,Neo-Expressionism,,painting,,,https://pt.wikipedia.org/wiki/Gra%C3%A7a_Morais,Puzzle Group,,,,,,
Susan Rothenberg,susan-rothenberg,1945,,"Buffalo, New York, United States",,American,New Image Painting,,painting|printmaking|sculpture,,,https://en.wikipedia.org/wiki/Susan_Rothenberg,,,,,,,
David Park,david-park,17-Mar-11,20-Sep-60,"Boston, Massachusetts, United States","Berkeley, California, United States",American,Expressionism,,painting|drawing,,Richard Diebenkorn,https://en.wikipedia.org/wiki/David_Park_(painter),Bay Area Figurative School,,,,,,
Roger Raveel,roger-raveel,15-Jul-21,30-Jan-13,"Machelen-aan-de-Leie, Belgium","Deinze, Belgium",Belgian,Pop Art,,painting|printmaking|sculpture|drawing,,,https://en.wikipedia.org/wiki/Roger_Raveel,Latem School,www.rogerraveelmuseum.be,,,,,
James Weeks,james-weeks,1922,1998,"Oakland, California, United States",,American,,,painting,,,,Bay Area Figurative School,,,,,,
Theophilus Brown,theophilus-brown,7-Apr-19,2-Feb-12,"Moline, Illinois, United States","San Francisco, California, United States",American,,figurative,painting|drawing|collage,,,https://en.wikipedia.org/wiki/Theophilus_Brown,Bay Area Figurative School,,,,,,
Henry Villierme,henry-villierme,21-Aug-28,13-Mar-13,"San Francisco, California, United States",,American,Neo-Expressionism,landscape,painting,,,https://en.wikipedia.org/wiki/Henry_Villierme,Bay Area Figurative School,,,,,,
Vasan Sitthiket,vasan-sitthiket,5-Oct-57,,"Nakhon Sawan Province, Thailand",,Thai,Neo-Expressionism|Contemporary,,painting|sculpture|performance,,,https://en.wikipedia.org/wiki/Vasan_Sitthiket,,,,,,,
Roland Petersen,roland-petersen,1926,,"Endelave, Denmark",,American,Neo-Expressionism|Pop Art,landscape,painting|printmaking|engraving|etching,,,https://en.wikipedia.org/wiki/Roland_Petersen,Bay Area Figurative School,,,,,,
Georg Baselitz,georg-baselitz,23-Jan-38,,"Deutschbaselitz (Kamenz), Germany",,German,Neo-Expressionism,,painting|printmaking|drawing,,Anselm Kiefer,https://en.wikipedia.org/wiki/Georg_Baselitz,Neue Wilde,,Joseph Beuys|Gerhard Richter,,,,"Academy of Fine Arts, Karlsruhe, Germany"
Alberto Sughi,alberto-sughi,5-Oct-28,31-Mar-12,"Cesena, Italy","Bologna, Italy",Italian,Expressionism|Contemporary Realism|Neo-Expressionism,figurative,painting|printmaking,Francis Bacon,,https://en.wikipedia.org/wiki/Alberto_Sughi,Gruppo di Portonaccio,www.albertosughi.com,,,,,
Betty Goodwin,betty-goodwin,19-Mar-23,1-Dec-08,"Montreal, Quebec, Canada","Montreal, Quebec, Canada",Canadian,Neo-Expressionism,,painting|printmaking|sculpture|drawing|collage,,,https://en.wikipedia.org/wiki/Betty_Goodwin,,,,,,,
Nyoman Masriadi,nyoman-masriadi,1973,,"Gianyar, Bali, Indonesia",,Indonesian,Neo-Expressionism|Contemporary|Neo-Pop Art,,painting,,,https://en.wikipedia.org/wiki/Nyoman_Masriadi,,,,,,,
Peter Alexander,peter-alexander,27-Feb-39,,"Los Angeles, California, United States","Santa Monica, California, United States",American,Light and Space,cloudscape|sculpture,painting|printmaking|sculpture|architecture|installation,,,https://en.wikipedia.org/wiki/Peter_Alexander_(artist),,,,,,,
Julian Schnabel,julian-schnabel,26-Oct-51,,"Brooklyn, New York, United States",,American,Neo-Expressionism,,painting,Egon Schiele|Francis Bacon|Sigmar Polke,,https://en.wikipedia.org/wiki/Julian_Schnabel,,,,,,,
Denise Green,denise-green,1946,,"Melbourne, Australia",,American|Australian,New Image Painting,,painting|printmaking|drawing|installation,,,,,,,,,,
Martin Disler,martin-disler,1-Mar-49,27-Aug-96,"Seewen, Switzerland","Geneva, Switzerland",Swiss,Neo-Expressionism,,painting|sculpture|drawing,,,https://en.wikipedia.org/wiki/Martin_Disler,Neue Wilde,,,,,,
Dumitru Gorzo,dumitru-gorzo,21-Mar-75,,"Ieud, Maramureș, Romania",,Romanian,Neo-Pop Art,,painting,,,https://en.wikipedia.org/wiki/Dumitru_Gorzo,Rostopasca,,,,,,
Adrian Ghenie,adrian-ghenie,1977,,"Baia Mare, Romania",,Romanian,Neo-Expressionism,,painting,,Lucy Ivanova,https://en.wikipedia.org/wiki/Adrian_Ghenie,Cluj School,,,,,,
David Bowie,david-bowie,8-Jan-47,10-Jan-16,"Brixton, United Kingdom","New York City, New York, United States",British,Neo-Expressionism,,painting|drawing,Francis Bacon|Frank Auerbach|David Bomberg|Francis Picabia|Die Brücke (The Bridge),,https://en.wikipedia.org/wiki/David_Bowie,,www.davidbowie.com,,,,,
Erik Sigerud,erik-sigerud,14-Oct-77,,"Borlänge, Sweden",,Swedish,Contemporary,figurative,painting,,,https://fr.wikipedia.org/wiki/Erik_Sigerud,,www.eriksigerud.com,,,,,
Eric Fischl,eric-fischl,9-Mar-48,,"New York City, United States",,American,Neo-Expressionism|Contemporary Realism,,painting|printmaking|sculpture,Lucian Freud,,https://en.wikipedia.org/wiki/Eric_Fischl,,www.ericfischl.com,,,,,
Rainer Fetting,rainer-fetting,31-Dec-49,,"Wilhelmshaven, Germany",,German,Neo-Expressionism,,painting|sculpture,,,https://en.wikipedia.org/wiki/Rainer_Fetting,Neue Wilde,,,,,,
Derek Boshier,derek-boshier,1937,,"Portsmouth, United Kingdom",,British,Pop Art,,painting|sculpture|drawing|photography|collage,,,https://en.wikipedia.org/wiki/Derek_Boshier,,,,,,,
Robert Qualters,robert-qualters,13-Mar-34,,"McKeesport, Pennsylvania, United States",,American,,cityscape|genre painting,painting|fresco|printmaking|drawing,,,https://en.wikipedia.org/wiki/Robert_Qualters,Bay Area Figurative School,,,,,,
Martha Diamond,martha-diamond,1944,,"New York, New York City, United States",,American,Neo-Expressionism,cityscape,painting,,,,,,,,,,
Julio Galan,julio-galan,5-Dec-58,4-Aug-06,"Múzquiz, Coahuila, Mexico",,Mexican,Surrealism|Neo-Expressionism,self-portrait|symbolic painting,painting|drawing|assemblage|collage,,,https://en.wikipedia.org/wiki/Julio_Gal%C3%A1n,,,,,,,
Richard Spare,richard-spare,16-Apr-51,,"Chelmsford, United Kingdom",,British,Contemporary,,printmaking|painting,,,https://en.wikipedia.org/wiki/Richard_Spare,,richardspare.art,,,,,
Anish Kapoor,anish-kapoor,12-Mar-54,,"Mumbai, Maharashtra, India",,British|Indian,Post-Minimalism,sculpture,painting|sculpture|installation,Damien Hirst,,https://en.wikipedia.org/wiki/Anish_Kapoor,New British Sculpture,,,,,,"Royal Academy of Arts (RA), London, UK"
Martin Kippenberger,martin-kippenberger,25-Feb-53,7-Mar-97,"Dortmund, Germany","Vienna, Austria",German,Neo-Expressionism|Conceptual Art,,painting|printmaking|installation|photography|collage,,,https://en.wikipedia.org/wiki/Martin_Kippenberger,Neue Wilde,,,,,,
Alaa Awad,alaa-awad,23-Dec-81,,Egypt,,Egyptian,Contemporary|Street art,,painting|drawing|mosaic|fresco,,,https://en.wikipedia.org/wiki/Alaa_Awad,,alaa-awad.com,,,,,
Tony Scherman,tony-scherman,1950,,"Toronto, Ontario, Canada",,Canadian,Neo-Expressionism,portrait,painting,,,https://en.wikipedia.org/wiki/Tony_Scherman,,,,,,,
Houria Niati,houria-niati,1948,,"Khemis Miliana, Algeria",,Algerians,Contemporary,,installation,,,https://en.wikipedia.org/wiki/Houria_Niati,,www.hourianiati.com,,,,,
Jorg Immendorff,jorg-immendorff,14-Jun-45,28-May-07,"Bleckede, Lower Saxony, Germany","Düsseldorf, Germany",German,Neo-Expressionism,,painting|printmaking|sculpture|drawing,,,https://en.wikipedia.org/wiki/J%C3%B6rg_Immendorff,Neue Wilde,,,,,,
Donald Sultan,donald-sultan,1951,,"Asheville, North Carolina), United States",,American,New Image Painting,,painting|printmaking|sculpture,,,https://en.wikipedia.org/wiki/Donald_Sultan,,,,,,,
Aydin Aghdashloo,aydin-aghdashloo,30-Oct-40,,"Iran, Islamic Republic of",,Iranians,Neo-Expressionism|Contemporary Realism|Neo-Pop Art,,painting|graphics,,,https://en.wikipedia.org/wiki/Aydin_Aghdashloo,,www.aghdashloo.com,,,,,
Marlene Dumas,marlene-dumas,3-Aug-53,,"Cape Town, South Africa",,South African|Dutch,Neo-Expressionism,,painting,Luc Tuymans,Diane Arbus|Barbara Kruger|Gerhard Richter|Francis Bacon,https://en.wikipedia.org/wiki/Marlene_Dumas,,www.marlenedumas.nl,,,,,
Jammie Holmes,jammie-holmes,c.1985,,United States,,American,Contemporary|Neo-Expressionism,,painting,Jean-Michel Basquiat,,https://www.jammieholmes.com/,,www.jammieholmes.com,,,,,Self-taught
Adriana Varejão,adriana-varejao,11-Nov-64,,"Rio de Janeiro, Brazil",,Brazilian,Contemporary|Postcolonial art,,,,,https://en.wikipedia.org/wiki/Adriana_Varej%C3%A3o,,www.adrianavarejao.net,,,,,
Otto Constantin,otto-constantin,28-Jul-90,,"Constanta, Romania",,Romanian,Expressionism|Naïve Art (Primitivism),landscape|figurative,painting|sculpture|installation|drawing|illustration,,,https://de.wikipedia.org/wiki/Otto_Constantin,,www.ottoconstantin.com,,,,,
Jenny Saville,jenny-saville,7-May-70,,"Cambridge, United Kingdom",,British,Neo-Expressionism,nude painting (nu),painting,Lucian Freud|Peter Paul Rubens,,https://en.wikipedia.org/wiki/Jenny_Saville,Young British Artists,,,,,,"Glasgow School of Art (GSA), Glasgow, UK|University of Cincinnati, Cincinnati, OH, US"
Chris Ofili,chris-ofili,10-Oct-68,,"Manchester, England, United Kingdom",,British,Neo-Expressionism|Contemporary,,painting,Titian,Njideka Akunyili Crosby,https://en.wikipedia.org/wiki/Chris_Ofili,Young British Artists,,,,,,
Michel Majerus,michel-majerus,1967,"November, 2002",Luxembourg,,Luxembourgers,Neo-Pop Art|Neo-Expressionism,,painting|design|digital art|graphics,Jean-Michel Basquiat|Andy Warhol|Willem de Kooning|Cy Twombly|Mark Rothko|Gerhard Richter,,https://en.wikipedia.org/wiki/Michel_Majerus,,,,,,,
Vlada Ralko,vlada-ralko,1969,,"Kyiv, Ukraine",,Ukrainian,Contemporary|Neo-Expressionism,figurative,painting,,,,,,,,,Viktor Shatalin,"National Academy of Visual Arts and Architecture, Kyiv, Ukraine"
Daniel Richter,daniel-richter,18-Dec-62,,"Eutin, Germany",,German,Neo-Expressionism|New European Painting,,painting,,,https://en.wikipedia.org/wiki/Daniel_Richter,New Leipzig School,,,,,,
Dana Schutz,dana-schutz,1976,,"Livonia, United States",,American,Contemporary,figurative,painting,Philip Guston|Jean Dubuffet|Kees van Dongen,,https://en.wikipedia.org/wiki/Dana_Schutz,,,,,,,"Cleveland Institute of Art, Cleveland, OH, US|Norwich University of the Arts (NUA), Norwich, UK"
Eduardo Berliner,eduardo-berliner,1978,,"Rio de Janeiro, Brazil",,Brazilian,Neo-Expressionism|Contemporary,figurative|allegorical painting,painting,,,,,,,,,,
Sidney Amaral,sidney-amaral,13-May-73,18-May-17,"São Paulo, Brazil",Brazil,Brazilian,Neo-Expressionism|Contemporary,,painting|drawing,,,,,,,,,,
Wilhelm Sasnal,wilhelm-sasnal,29-Dec-72,,"Tarnów, Poland",,Polish,Contemporary|New European Painting,,painting|illustration,,,https://en.wikipedia.org/wiki/Wilhelm_Sasnal,,,,,,,"Jan Matejko Academy of Fine Arts, Krakow, Poland"
