url,Create Date,Create Location,Date,image_url,Style,Series,Genre,tags,Media,Location,Theme,Period
https://www.wikiart.org/en/james-turrell/selene-1984,1984,,1984,https://uploads5.wikiart.org/00210/images/james-turrell/selene-19841-1.jpg!Large.jpg,Light and Space,Dark Spaces,installation,Darkness|Light|Sky|Atmosphere,,,,
https://www.wikiart.org/en/lenore-tawney/in-fields-of-light-1975,1975,,1975,https://uploads7.wikiart.org/images/lenore-tawney/in-fields-of-light-1975.jpg,Post-Minimalism,,tapestry,Orange|Rectangle,,,,
https://www.wikiart.org/en/george-stefanescu/still-life-with-fish-1957,1957,Bucharest,"1957|1957; Bucharest, Romania|Bucharest",https://uploads3.wikiart.org/images/george-stefanescu-ramnic/still-life-with-fish-1957.jpg!Large.jpg,Post-Impressionism,,still life,fruits-and-vegetables|fish|Still life photography,oil|canvas,,,
https://www.wikiart.org/en/friedrich-vordemberge-gildewart/composition-no-199,,,,https://uploads3.wikiart.org/images/friedrich-vordemberge-gildewart/composition-no-199.jpg!Large.jpg,Concretism,,abstract,Violet|Product|Line,,,,
https://www.wikiart.org/en/john-william-waterhouse/miss-betty-pollock-1911,1911,,1911,https://uploads0.wikiart.org/images/john-william-waterhouse/miss-betty-pollock-1911.jpg!Large.jpg,Romanticism,,portrait,female-portraits|Lady,oil|canvas,,,
https://www.wikiart.org/en/berthe-morisot/young-woman-in-a-blue-blouse-1,1891,,1891,https://uploads7.wikiart.org/images/berthe-morisot/young-woman-in-a-blue-blouse-1.jpg!Large.jpg,Impressionism,,portrait,female-portraits|Lady,oil|canvas,Private Collection,,
https://www.wikiart.org/en/vincent-van-gogh/view-of-arles-with-trees-in-blossom-1888,1888,"Arles, Bouches-du-Rhône","1888|1888; Arles, Bouches-du-Rhône, France|Arles, Bouches-du-Rhône",https://uploads1.wikiart.org/images/vincent-van-gogh/view-of-arles-with-trees-in-blossom-1888.jpg!Large.jpg,Post-Impressionism,,landscape,spring|gardens-and-parks|Tree|Natural landscape|Branch|Woody plant|Grass,oil|canvas,,,
https://www.wikiart.org/en/milton-avery/white-wave-1954,1954,,1954,https://uploads8.wikiart.org/images/milton-avery/white-wave-1954.jpg!Large.jpg,Expressionism|Abstract Art,,marina,,,,,
https://www.wikiart.org/en/robert-mangold/study-attic-series-viii-1990,1990,,1990,https://uploads5.wikiart.org/images/robert-mangold/study-attic-series-viii-1990.jpg!Large.jpg,Minimalism,,abstract,Line,,,,
https://www.wikiart.org/en/aurel-cojan/chimeras-in-the-workshop,,,,https://uploads7.wikiart.org/images/aurel-cojan/chimeras-in-the-workshop.jpg!Large.jpg,Expressionism,,interior,Stock photography,,,,
https://www.wikiart.org/en/gerhard-richter/olberg-1986,1986,,1986,https://uploads0.wikiart.org/00283/images/gerhard-richter/lberg-1986.jpg!Blog.jpg,Abstract Expressionism,,abstract,,,,,
https://www.wikiart.org/en/david-wilkie/the-defense-of-saragossa,,,,https://uploads0.wikiart.org/00380/images/david-wilkie/the-defense-of-saragossa-david.jpg!Large.jpg,Romanticism,,history painting,,,,,
https://www.wikiart.org/en/paul-nash/sunrise-inverness-copse-1918,1918,,1918,https://uploads5.wikiart.org/00269/images/paul-nash/large-000000-2.jpg,Expressionism,,landscape,,chalk|ink|watercolor|paper,"Imperial War Museum, London, UK",WWI,
https://www.wikiart.org/en/wen-ying-tsai/living-fountain-1988,1988,,1988,https://uploads5.wikiart.org/images/wen-ying-tsai/living-fountain-1988.jpg!Large.jpg,Kinetic Art|Cyber Art,,sculpture,Fountain|Light|Water|Water feature|Violet,,,,
https://www.wikiart.org/en/jacek-yerka/dragon-s-pleasure-2011,2011,,2011|2011; Poland,https://uploads5.wikiart.org/images/jacek-yerka/dragon-s-pleasure-2011.jpg!Large.jpg,Surrealism,,symbolic painting,roads-and-vehicles|beasts-and-dragons|Dragon|Sky|Dinosaur,,,,
https://www.wikiart.org/en/jannis-kounellis/untitled-1960,1960,,1960,https://uploads0.wikiart.org/images/jannis-kounellis/untitled-1960.jpg,Post-Minimalism,,abstract,Font|Text|Line,,,,
https://www.wikiart.org/en/josef-kriehuber/archduchess-sophie-of-austria-princess-of-bavaria-1849,1849,,1849,https://uploads6.wikiart.org/00326/images/josef-kriehuber/josef-kriehuber-erzherzogin-sophie-von-sterreich-prinzessin-von-bayern-1849.jpg!Large.jpg,Biedermeier,,portrait,,lithography,,,
https://www.wikiart.org/en/ben-shahn/erinys-1957,1957,,1957,https://uploads0.wikiart.org/images/ben-shahn/not-detected-274587.jpg!Large.jpg,Expressionism,,illustration,"Greek-and-Roman-Mythology|designs-and-sketches|Edward-Dahlberg-""The-Sorrows-of-Priapus""",,,,
https://www.wikiart.org/en/vasily-polenov/laguna-venice-1897,1897,,1897,https://uploads4.wikiart.org/images/vasily-polenov/laguna-venice-1897.jpg!Large.jpg,Realism,,marina,Venice|boats-and-ships|seas-and-oceans|islands-and-bays,,,,
https://www.wikiart.org/en/paul-ranson/untitled-29,,,,https://uploads1.wikiart.org/00266/images/paul-ranson/display-image-38.jpg!Large.jpg,Post-Impressionism,,genre painting,,,,,
https://www.wikiart.org/en/leon-bakst/big-philanthropic-puppet-bazaar-st-petersburg-1899-1,1899,,1899,https://uploads7.wikiart.org/images/leon-bakst/big-philanthropic-puppet-bazaar-sankt-petersburg-1899.jpg,Art Nouveau (Modern),,poster,postcards,lithography,,,
https://www.wikiart.org/en/kees-van-dongen/la-gitane-la-curieuse-1911,1911,,1911,https://uploads4.wikiart.org/images/kees-van-dongen/la-gitane-la-curieuse-1911.jpg!Large.jpg,Fauvism,,portrait,Lady|Cheek|gypsies,,,,
https://www.wikiart.org/en/william-blake/the-body-of-abel-found-by-adam-eve,1825,,1825,https://uploads1.wikiart.org/images/william-blake/the-body-of-abel-found-by-adam-eve.jpg!Large.jpg,Symbolism,,religious painting,Christianity|Adam|Abel|Mythology,,,,
https://www.wikiart.org/en/gerda-wegener/dress-with-hand-embroidered-ruffles-1914,1914,,1914,https://uploads6.wikiart.org/00333/images/gerda-wegener/dress-with-hand-embroidered-ruffles-1914.png!Large.png,Art Nouveau (Modern),,illustration,,,,,
https://www.wikiart.org/en/fyodor-bronnikov/consecration-of-the-herm-1874,1874,,1874,https://uploads8.wikiart.org/images/fyodor-bronnikov/consecration-of-the-herm-1874.jpg!Large.jpg,Academicism,,genre painting,group-portraits|Greek-and-Roman-Mythology|gods-and-goddesses|monuments-and-statues|Mythology|Adaptation,,,,
https://www.wikiart.org/en/victor-borisov-musatov/young-girl-on-the-balcony-1900,1900,,1900|1900; Russian Federation,https://uploads6.wikiart.org/images/victor-borisov-musatov/young-girl-on-the-balcony-1900.jpg!Large.jpg,Impressionism,,genre painting,female-portraits|leisure-and-sleep|Lady,tempera|canvas,,,
https://www.wikiart.org/en/oleksa-novakivskiy/leda,,,,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-28.jpg,Post-Impressionism|Art Nouveau (Modern),,mythological painting,Leda|Jupiter/Zeus|Leda-and-the-Swan,,,,
https://www.wikiart.org/en/gustav-klimt/musik-lithograph-1901,1901,,1901,https://uploads5.wikiart.org/images/gustav-klimt/musik-lithograph-1901.jpg!Large.jpg,Art Nouveau (Modern),,allegorical painting,allegories-and-symbols,lithography,,,Golden phase
https://www.wikiart.org/en/odilon-redon/everywhere-eyeballs-are-aflame-1888,1888,,1888,https://uploads1.wikiart.org/images/odilon-redon/everywhere-eyeballs-are-aflame-1888.jpg!Large.jpg,Symbolism,Temptation of Saint Anthony (1st series),symbolic painting,allegories-and-symbols|flying|parts-of-human-body|Eye|Eyebrow|Iris|Eyelash|Sketch|Organ|Nose|monochrome|1880s paintings from France,lithography|paper,"Art Institute of Chicago, Chicago, IL, US",,
https://www.wikiart.org/en/george-stubbs/horse-attacked-by-a-lion,1762,,1762,https://uploads0.wikiart.org/images/george-stubbs/horse-attacked-by-a-lion.jpg!Large.jpg,Romanticism,,wildlife painting,animals|horses|lions|Mythology|Fictional character|Mythical creature,oil|canvas,"Yale Centre For British Art (Yale University), New Haven, CT, US",,
https://www.wikiart.org/en/winslow-homer/bass-fishing-florida,,,,https://uploads4.wikiart.org/images/winslow-homer/bass-fishing-florida.jpg,Realism,,genre painting,boats-and-ships|seas-and-oceans|hunting-and-racing|Water,watercolor,"Yale University Art Gallery (Yale University), New Haven, CT, US",,
https://www.wikiart.org/en/konstantin-korovin/a-nothern-idyll-1886,1886,,1886,https://uploads1.wikiart.org/images/konstantin-korovin/a-nothern-idyll-1886.jpg!Large.jpg,Impressionism,,genre painting,,oil|canvas,"Tretyakov Gallery, Moscow, Russia",,
https://www.wikiart.org/en/renato-guttuso/la-strada-1956,1956,,1956,https://uploads2.wikiart.org/images/renato-guttuso/la-strada-1956(1).jpg,Social Realism,,genre painting,Community|Youth|Event|Fun|Crowd,,,,
https://www.wikiart.org/en/isaac-israels/the-transport-of-the-colonials-from-rotterdam-1884,1884,,1884,https://uploads8.wikiart.org/00326/images/isaac-israels/het-transport-der-kolonialen-uit-rotterdam-objectnr-10976-a-b.JPG!Large.JPG,Realism,,genre painting,,,,,
https://www.wikiart.org/en/shadi-ghadirian/be-colourful-2006,2006,,2006,https://uploads3.wikiart.org/00333/images/shadi-ghadirian/be-colourful-2006.png!Large.png,Contemporary|Feminist Art,,photo,,,,,
https://www.wikiart.org/en/jan-matejko/peter-the-hermit,,,,https://uploads8.wikiart.org/images/jan-matejko/peter-the-hermit.jpg!Large.jpg,Romanticism,,portrait,male-portraits|famous-people|Peter-the-Hermit|Conquistador,,,,
https://www.wikiart.org/en/giovanni-segantini/il-naviglio-a-ponte-san-marco-1880,1880,,1880,https://uploads2.wikiart.org/00144/images/giovanni-segantini/il-naviglio-a-ponte-san-marco-giovanni-segantini.jpg!Large.jpg,Impressionism,,genre painting|cityscape,Water|Sky|Waterway|Reflection|Bridge|Canal|Cloud|1880s paintings from Italy,,,,
https://www.wikiart.org/en/vasily-polenov/backyard-the-village-of-turgenev-1892,1892,,1892,https://uploads5.wikiart.org/images/vasily-polenov/backyard-the-village-of-turgenev-1892.jpg!Large.jpg,Realism,,landscape,cottages-and-farmhouses|folk-architecture|Tree|Water,,,,
https://www.wikiart.org/en/currier-and-ives/the-national-game-three-outs-and-one-run-1860,1860,,1860,https://uploads6.wikiart.org/images/currier-and-ives/the-national-game-three-outs-and-one-run-1860.jpg!Large.jpg,Romanticism,,caricature,,,,,
https://www.wikiart.org/en/claude-monet/the-seine-estuary-at-honfluer,1865,,1865,https://uploads4.wikiart.org/images/claude-monet/the-seine-estuary-at-honfluer.jpg!Large.jpg,Impressionism,,cityscape,Boat|Vehicle|Sailing|Watercraft|Galiot,,,,
https://www.wikiart.org/en/bela-czobel/bela-czobel-young-girl-reading,,,,https://uploads6.wikiart.org/00468/images/bela-czobel/bela-czobel-young-girl-reading.png!Large.png,,,,,,,,
https://www.wikiart.org/en/aubrey-beardsley/at-the-first-coner,1895,,1895,https://uploads6.wikiart.org/images/aubrey-beardsley/at-the-first-coner.jpg!Large.jpg,Art Nouveau (Modern),,design,designs-and-sketches|Text|Font|Botany,,,,
https://www.wikiart.org/en/giovanni-anselmo/linea-terra-1970,1970,,1970,https://uploads3.wikiart.org/images/giovanni-anselmo/linea-terra-1970.jpg,Minimalism,,abstract,Line|Shelf|Table|Furniture,,,,
https://www.wikiart.org/en/alfred-freddy-krupa/varazdin-at-night-in-situ-1997,1997,,1997|1997; Croatia,https://uploads4.wikiart.org/00203/images/alfred-freddy-krupa/vara-din.jpg!Large.jpg,New European Painting|Minimalism,,cityscape,Steeple,indian ink,,,
https://www.wikiart.org/en/jacek-yerka/ammonite-1989,1989,,1989; Poland|1989,https://uploads5.wikiart.org/images/jacek-yerka/ammonite-1989.jpg!Large.jpg,Surrealism,,symbolic painting,islands-and-bays|mountains|Tree|Sky,,,,
https://www.wikiart.org/en/carl-larsson/garden-in-grez-1883,1883,,1883; Sweden|1883,https://uploads6.wikiart.org/images/carl-larsson/garden-in-grez-1883(1).jpg!Large.jpg,Impressionism,,landscape,countryside|gardens-and-parks|Tree,oil,,,
https://www.wikiart.org/en/alberto-pereira/jesus,,,,https://uploads1.wikiart.org/00410/images/alberto-pereira/jesus-pretinho-ii.jpg!Large.jpg,Poster Art Realism|Street art,,poster|graffiti,,photography|print|assemblage|photomontage|paper,,,
https://www.wikiart.org/en/carlos-merida/angel-on-horseback-1931,1931,,1931,https://uploads7.wikiart.org/images/carlos-merida/angel-on-horseback-1931.jpg,Surrealism|Muralism,,religious painting,,,,,
https://www.wikiart.org/en/sheila-hicks/convergence-i-2001,2001,,2001,https://uploads2.wikiart.org/images/sheila-hicks/convergence-i-2001.jpg!Large.jpg,Minimalism,,tapestry,Beige,,,,
https://www.wikiart.org/en/richard-gerstl/room-1908,1908,,1908,https://uploads4.wikiart.org/images/richard-gerstl/room-1908.jpg!Large.jpg,Expressionism,,interior,Water,,,,
https://www.wikiart.org/en/cy-twombly/nine-discourses-on-commodus-part-ix,1963,,1963,https://uploads8.wikiart.org/00201/images/cy-twombly/nine-discourses-on-commodus-9-1.jpg,Abstract Expressionism,"Nine Discourses on Commodus, 1963",abstract,Orange|Line,oil|pencil|canvas|wax,,,
https://www.wikiart.org/en/amedeo-modigliani/portrait-of-morgan-russell-1918,1918,Paris,"1918|Paris|1918; Paris, France",https://uploads2.wikiart.org/images/amedeo-modigliani/portrait-of-morgan-russell-1918.jpg!Large.jpg,Expressionism,,portrait,male-portraits|Gentleman|Male,oil|canvas,Private Collection,,
https://www.wikiart.org/en/giorgio-morandi/natura-morta-a-grandi-segni-1931,1931,,1931,https://uploads6.wikiart.org/00308/images/giorgio-morandi/natura-morta-a-grandi-segni-1931.jpg!Large.jpg,Magic Realism,,still life,,etching,,,
https://www.wikiart.org/en/marc-chagall/st-mark-and-st-matthew-1978,1978,,1978,https://uploads2.wikiart.org/images/marc-chagall/st-mark-and-st-matthew-1978.jpg!Large.jpg,Naïve Art (Primitivism),,religious painting,Christianity|saints-and-apostles|St.-Matthew|Tudeley-All-Saints'-church-in-Kent|St. Mark|Window,vitrage,,,
https://www.wikiart.org/en/callum-innes/monologue-1991,1991,,1991,https://uploads6.wikiart.org/images/callum-innes/monologue-1991.jpg,Minimalism,,abstract,Hardwood|Brown|Wood stain|Flooring|Floor|Tree|Wood flooring,,,,
https://www.wikiart.org/en/sven-lukin/untitled-1965,1965,,1965,https://uploads3.wikiart.org/images/sven-lukin/untitled-1965.jpg,Color Field Painting,,sculpture,,,,,
https://www.wikiart.org/en/asano-takeji/lesson-in-japanese-dancing-1949,1949,,1949,https://uploads5.wikiart.org/images/asano-takeji/lesson-in-japanese-dancing-1949.jpg,Shin-hanga,,genre painting,Geisha,,,,
https://www.wikiart.org/en/marc-chagall/illustration-for-review-troyer-courant-1922-2,1922,Moscow,"1922; Moscow, Russian Federation|1922|Moscow",https://uploads2.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-2.jpg!Large.jpg,Surrealism,,illustration,Troyer/Courant|Text|Font,,"Musée d'Art et d'Histoire du Judaïsme, Paris, France",,
https://www.wikiart.org/en/hans-hinterreiter/opus-5-1951,1951,,1951,https://uploads8.wikiart.org/images/hans-hinterreiter/opus-5-1951.jpg,Op Art,,tessellation,Brown|Orange|Pattern|Beige,,,,
https://www.wikiart.org/en/elina-brotherus/marcello-in-forest-2015,2015,,2015,https://uploads1.wikiart.org/00300/images/elina-brotherus/marcello-in-forest.jpg!Large.jpg,Contemporary,Carpe Fucking Diem (2011-2015),photo,Tree|Forest|Woodland|Natural environment|Northern hardwood forest|Nature reserve|Biome|Tropical and subtropical coniferous forests|Spruce-fir forest|Old-growth forest,photography,,,
https://www.wikiart.org/en/yu-youhan/mao-in-an-easy-chair-1992,1992,,1992,https://uploads5.wikiart.org/images/yu-youhan/mao-in-an-easy-chair-1992.jpg,Pop Art,,figurative,Sitting,,,,
https://www.wikiart.org/en/andrzej-nowacki/03-11-16-11,2016,,2016,https://uploads5.wikiart.org/00155/images/andrzej-nowacki/pastel-1.jpg!Large.jpg,Abstract Art,,abstract,,pastel|paper,,,
https://www.wikiart.org/en/zaya/scissor,,,,https://uploads1.wikiart.org/00145/images/zaya/scissor.jpg!Large.jpg,Magic Realism,,genre painting,,,,,
https://www.wikiart.org/en/pyotr-konchalovsky/still-life-with-bittern-and-woodpecker-1934,1934,,1934,https://uploads6.wikiart.org/images/pyotr-konchalovsky/still-life-with-bittern-and-woodpecker-1934.jpg!Large.jpg,Realism,,still life,hunter's-and-fisher's-trophies|Bird|Ruffed grouse,,Private Collection,,
https://www.wikiart.org/en/henri-martin/the-fishing-boats-on-the-strike-in-collioure,,,,https://uploads0.wikiart.org/images/henri-martin/the-fishing-boats-on-the-strike-in-collioure.jpg,Post-Impressionism,,cityscape,houses-and-buildings|boats-and-ships|seas-and-oceans,oil|canvas,,,
https://www.wikiart.org/en/jack-youngerman/red-yellow-black-1965,1965,,1965,https://uploads7.wikiart.org/images/jack-youngerman/red-yellow-black-1965.jpg,Post-Painterly Abstraction,,abstract,Orange|Construction paper,,,,
https://www.wikiart.org/en/yoon-bok-shin/portrait-of-a-beauty,,,,https://uploads6.wikiart.org/00314/images/yoon-bok-shin/5faaa9e7edc2c9888cddb6e9.jpg!Large.jpg,Joseon Dynasty,,portrait,Beauty,silk,,,
https://www.wikiart.org/en/christian-boltanski/c-boltanski-archives-1989,1989,,1989,https://uploads6.wikiart.org/images/christian-boltanski/c-boltanski-archives-1989.jpg,Conceptual Art,,installation,Stone wall|Brick|Brickwork|Tile,,,,
https://www.wikiart.org/en/gerda-wegener/leda,,,,https://uploads6.wikiart.org/00333/images/gerda-wegener/leda.jpg!Large.jpg,Art Nouveau (Modern),,nude painting (nu)|mythological painting,,,,,
https://www.wikiart.org/en/claude-monet/rough-sea,1881,,1881,https://uploads2.wikiart.org/images/claude-monet/rough-sea.jpg!Large.jpg,Impressionism,,marina,Water|Sky,,,,
https://www.wikiart.org/en/raphael-kirchner/geisha-6,,,,https://uploads5.wikiart.org/images/raphael-kirchner/geisha-6.jpg!Large.jpg,Japonism|Art Nouveau (Modern),Geisha,genre painting,female-portraits|Text,,,,
https://www.wikiart.org/en/albert-irvin/paradise-1979,1979,,1979,https://uploads5.wikiart.org/images/albert-irvin/paradise-1979.jpg,Abstract Expressionism,,abstract,Orange,,,,
https://www.wikiart.org/en/vasily-surikov/venice-saint-mark-s-basilica-1884,1884,Venice,"Venice|1884; Venice, Italy|1884",https://uploads1.wikiart.org/images/vasily-surikov/venice-saint-mark-s-basilica-1884.jpg!Large.jpg,Realism,,cityscape,Venice|Holy places,watercolor|paper,Private Collection,,
https://www.wikiart.org/en/felix-philipp-kanitz/kalofer-monastery,1885,,c.1885; Bulgaria|1885,https://uploads2.wikiart.org/00289/images/felix-philipp-kanitz/kalofer-monastery-by-felix-kanitz.jpg!Large.jpg,Naturalism,,landscape,Hill|Rural area,,,,
https://www.wikiart.org/en/louis-vivin/le-consult-d-auvergne-et-le-sacre-couer,,,,https://uploads3.wikiart.org/images/louis-vivin/le-consult-d-auvergne-et-le-sacre-couer.jpg,Naïve Art (Primitivism),,cityscape,Town|Building|Auvergne,,,,
https://www.wikiart.org/en/tsuguharu-foujita/battle-on-the-bank-of-the-halha-1941,1941,,1941,https://uploads6.wikiart.org/images/tsuguharu-foujita/battle-on-the-bank-of-the-halha-1941.jpg,Magic Realism,,battle painting,Combat vehicle|Tank|Motor vehicle|Vehicle|Churchill tank|Armored car,,,,
https://www.wikiart.org/en/ali-omar-ermes/dal-dhal-1990,1990,,1990,https://uploads7.wikiart.org/images/ali-omar-ermes/dal-dhal-1990.jpg,Lyrical Abstraction,,abstract,,,,,
https://www.wikiart.org/en/wolfgang-laib/untitled-1996-1,1996,,1996,https://uploads8.wikiart.org/images/wolfgang-laib/untitled-1996-1.jpg,Conceptual Art,,abstract,Logo,oil|pencil|crayon|paper,"Museum of Modern Art (MoMA), New York City, NY, US",,
https://www.wikiart.org/en/yamamoto-gempo/mirror-mind,,,,https://uploads5.wikiart.org/images/yamamoto-gempo/mirror-mind.jpg,Zen,,calligraphy,Font|Text,,,,
https://www.wikiart.org/en/paul-klee/southern-gardens-1921,1921,,1921,https://uploads5.wikiart.org/images/paul-klee/southern-gardens-1921(1).jpg!Large.jpg,Expressionism,,landscape,gardens-and-parks|Line,oil|paper,,,Bauhaus
https://www.wikiart.org/en/ferdinand-georg-waldm-ller/lower-austrian-peasant-wedding-1843,1843,,1843,https://uploads6.wikiart.org/images/ferdinand-georg-waldm-ller/lower-austrian-peasant-wedding-1843.jpg!Large.jpg,Biedermeier,,genre painting,People|Crowd|Event,,,,
https://www.wikiart.org/en/claude-monet/water-lilies-1920-0,1920,,1920,https://uploads5.wikiart.org/00258/images/claude-monet/water-lilies-29-c1920.jpg,Impressionism,,landscape,Water|Pond|water lily,,,,
https://www.wikiart.org/en/salvador-dali/persistence-of-fair-weather,1934,,1934,https://uploads3.wikiart.org/images/salvador-dali/persistence-of-fair-weather.jpg!Large.jpg,Surrealism,,landscape,Natural environment|Desert|Aeolian landform|Sahara|Sky,,,,Surrealism Period (1929-1940)
https://www.wikiart.org/en/hans-hartung/untitled-1921,1921,,1921,https://uploads5.wikiart.org/images/hans-hartung/untitled-1921.jpg,Tachisme,,abstract,Sky|Violet,,,,
https://www.wikiart.org/en/nikolai-ge/boys-at-the-beach-study,,,,https://uploads5.wikiart.org/images/nikolai-ge/boys-at-the-beach-study.jpg!Large.jpg,Realism,,genre painting,Water|Sea|Sky,oil|canvas,,,
https://www.wikiart.org/en/nadar/alexandre-dumas-1900,1900,,1900,https://uploads4.wikiart.org/00335/images/nadar/f-lix-nadar-1820-1910-portrait-alexandre-dumas.jpg!Large.jpg,Pictorialism,,portrait|photo,,photography,,,
https://www.wikiart.org/en/warren-rohrer/edge-4-1985,1985,,1985,https://uploads4.wikiart.org/images/warren-rohrer/edge-4-1985.jpg,Lyrical Abstraction|Minimalism,,abstract,,,,,
https://www.wikiart.org/en/jacek-yerka/underwater-landscape,,,,https://uploads3.wikiart.org/images/jacek-yerka/underwater-landscape.jpg!Large.jpg,Surrealism,,landscape,fish|roads-and-vehicles|Organism,,,,
https://www.wikiart.org/en/jean-francois-millet/sketch-of-moving-farmer,,,,https://uploads8.wikiart.org/images/edouard-manet/sketch-of-moving-farmer.jpg!Large.jpg,Realism,,sketch and study,handwork|Sketch|Figure drawing|Standing,ink|paper,,,
https://www.wikiart.org/en/pericles-pantazis/ath-the-beach-no2,,,,https://uploads5.wikiart.org/images/p-ricl-s-pantazis/ath-the-beach-no2.jpg,Impressionism,,genre painting,,,,,
https://www.wikiart.org/en/romero-britto/martini-sunrise-2005,2005,,2005,https://uploads4.wikiart.org/images/romero-britto/martini-sunrise-2005.jpg,Neo-Pop Art,,still life,,,,,
https://www.wikiart.org/en/myron-stout/untitled-1952,1952,,1952,https://uploads4.wikiart.org/images/myron-stout/untitled-1952.jpg,Hard Edge Painting,,abstract,Font|Text,,,,
https://www.wikiart.org/en/sohrab-sepehri/a-2,,,,https://uploads2.wikiart.org/00109/images/sohrab-sepehri/a-2.jpg,Abstract Expressionism,,abstract,Tree,,,,
https://www.wikiart.org/en/hilma-af-klint/wheat-and-wormwood-1922,1922,,1922,https://uploads0.wikiart.org/images/hilma-af-klint/wheat-and-wormwood-1922.jpg!Large.jpg,Abstract Art,,abstract,,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-77,,,,https://uploads1.wikiart.org/images/zdislav-beksinski/untitled-597.jpg!Large.jpg,Surrealism,,sketch and study,allegories-and-symbols|couples,,,,
https://www.wikiart.org/en/alphonse-allais/band-of-greyfriars-in-the-fog-band-of-dusty-drunks-in-the-fog,1884,,1884,https://uploads3.wikiart.org/images/alphonse-allais/band-of-greyfriars-in-the-fog-band-of-dusty-drunks-in-the-fog.jpg!Large.jpg,Abstract Art,Album primo-avrilesque (April Foolish Album),abstract,monochrome|Picture frame|Rectangle,,,,
https://www.wikiart.org/en/grant-wood/sentimental-1936,1936,,1936,https://uploads1.wikiart.org/images/grant-wood/sentimental-1936(1).jpg!Large.jpg,Regionalism,,portrait,Gentleman,,,,
https://www.wikiart.org/en/arturo-souto/pair-1951,1951,,1951,https://uploads2.wikiart.org/images/arturo-souto/pair-1951.jpg!Large.jpg,Expressionism,,genre painting,couples|Lady|Sitting,lithography|paper,,,
https://www.wikiart.org/en/julio-romero-de-torres/la-muerte-de-santa-in-s-1920,1920,,1920,https://uploads3.wikiart.org/images/julio-romero-de-torres/la-muerte-de-santa-in-s-1920.jpg,Symbolism,,religious painting,Human|Muscle,,,,
https://www.wikiart.org/en/frank-w-benson/portrait-of-mary-spencer-fuller-1914,1914,,1914,https://uploads5.wikiart.org/00191/images/frank-w-benson/frank-w-benson-portrait-of-mary-spencer-fuller-1914.jpg,Impressionism|Realism,,portrait,Child|Ballet tutu|Costume|Baby|Footwear|Ballet dancer,,,,
https://www.wikiart.org/en/konstantin-bogaevsky/stars-1922,1922,,1922,https://uploads2.wikiart.org/images/konstantin-bogaevsky/stars-1922.jpg!Large.jpg,Symbolism,,landscape,stars-and-planets|mountains|Water|Sky|Atmosphere|Reflection|Stock photography,,,,
https://www.wikiart.org/en/desmond-morris/disturbance-in-the-colony-1973,1973,,1973,https://uploads6.wikiart.org/images/desmond-morris/disturbance-in-the-colony-1973.jpg,Surrealism,,figurative,Tree|Organism,,,,
https://www.wikiart.org/en/stanley-spencer/joachim-among-the-shepherds-1913,1913,,1913,https://uploads1.wikiart.org/images/stanley-spencer/joachim-among-the-shepherds-1913.jpg!Large.jpg,Neo-Romanticism,,religious painting,Christianity|saints-and-apostles|St.-Joachim|Lady,oil|canvas,,,
https://www.wikiart.org/en/carmelo-arden-quin/diagonel-des-carr-s-1936,1936,,1936,https://uploads4.wikiart.org/images/carmelo-arden-quin/diagonel-des-carr-s-1936.jpg,Concretism,,abstract,Brown|Rectangle,,,,
https://www.wikiart.org/en/pablo-picasso/the-absinthe-drinker-1901-1,1901,,1901,https://uploads3.wikiart.org/images/pablo-picasso/the-absinthe-drinker-1901-1.jpg!Large.jpg,Expressionism,,genre painting,,oil|cardboard,,,Blue Period
https://www.wikiart.org/en/jeff-koons/new-hoover-convertibles-green-red-brown-new-shelton-wet-dry-10-gallon-displaced-doubledecker-1987,1987,,1987,https://uploads8.wikiart.org/00422/images/jeff-koons/ar00077-10.jpg!Large.jpg,Neo-Pop Art,,sculpture,household-appliances|Home appliance|Major appliance|Lighting|Light fixture|Display case,ready-made|light bulb|glass,,,
https://www.wikiart.org/en/gerda-wegener/naked-from-the-back,,,,https://uploads3.wikiart.org/00333/images/gerda-wegener/naked-from-the-back.jpg!Large.jpg,Art Nouveau (Modern),,nude painting (nu),,,,,
https://www.wikiart.org/en/etienne-hajdu/mademoiselle-la-plume-1965,1965,,1965,https://uploads1.wikiart.org/images/etienne-hajdu/mademoiselle-la-plume-1965.jpg,Abstract Art,,sculpture,Statue|Bronze sculpture|Museum,,,,
https://www.wikiart.org/en/arturo-michelena/estudio-de-torero-para-la-vara-rota-1891,1891,,1891,https://uploads0.wikiart.org/images/arturo-michelena/estudio-de-torero-para-la-vara-rota-1891.jpg,Romanticism,,sketch and study,,,,,
https://www.wikiart.org/en/victor-hugo/ermitage-rock-in-an-imaginary-landscape-1855,1855,,1855,https://uploads8.wikiart.org/images/victor-hugo/ermitage-rock-in-an-imaginary-landscape-1855.jpg,Symbolism,,landscape,Sky|Water|Tree|Cloud,,,,
https://www.wikiart.org/en/fernand-leger/woman-with-a-book-1923,1923,,1923,https://uploads7.wikiart.org/images/fernand-leger/woman-with-a-book-1923.jpg!Large.jpg,Cubism,,portrait,books-and-letters|female-portraits,,,,
