url,Create Date,Create Location,Date,image_url,Style,Period,Genre,Media,Location,tags,Series,Theme
https://www.wikiart.org/en/paul-gauguin/tree-in-the-farm-yard-1874,1874,,1874|1874; France,https://uploads1.wikiart.org/images/paul-gauguin/tree-in-the-farm-yard-1874.jpg!Large.jpg,Impressionism,Early works,landscape,oil|canvas,Private Collection,cottages-and-farmhouses|Tree,,
https://www.wikiart.org/en/utagawa-kuniyoshi/at-first-glance-he-looks-very-fiarce-but-he-s-really-a-nice-person,,,,https://uploads1.wikiart.org/images/utagawa-kuniyoshi/at-first-glance-he-looks-very-fiarce-but-he-s-really-a-nice-person.jpg!Large.jpg,Ukiyo-e,,portrait,,,male-portraits|Cheek|Forehead,,
https://www.wikiart.org/en/odilon-redon/head-of-orpheus-on-the-water-or-the-mystic-1880,1880,,1880,https://uploads4.wikiart.org/images/odilon-redon/head-of-orpheus-on-the-water-or-the-mystic-1880.jpg!Large.jpg,Symbolism,,symbolic painting,pencil|charcoal|paper,"Kröller-Müller Museum, Otterlo, Netherlands",allegories-and-symbols|Greek-and-Roman-Mythology|Hair|Head|1880s paintings from France,,
https://www.wikiart.org/en/anna-ostroumova-lebedeva/academy-of-arts-1922,1922,,1922; Russian Federation|1922,https://uploads6.wikiart.org/images/anna-ostroumova-lebedeva/academy-of-arts-1922.jpg,Art Nouveau (Modern),,cityscape,lithography,,streets-and-squares|moles-and-embankments|St.-Petersburg|Building,,
https://www.wikiart.org/en/alfred-wallis/three-masted-barque-with-three-small-ships,,,,https://uploads0.wikiart.org/images/alfred-wallis/three-masted-barque-with-three-small-ships.jpg!Large.jpg,Naïve Art (Primitivism),,marina,,,Vehicle|Boat|Watercraft|Galiot|Sailing ship|East indiaman|First-rate|Sailboat,,
https://www.wikiart.org/en/noma-bar/biker-for-mercedes-benz-2017,2017,,2017,https://uploads2.wikiart.org/00225/images/noma-bar/biker-for-mercedes-benz-1.jpg,Neo-Pop Art,,design,,,Nose|Bird,,
https://www.wikiart.org/en/paula-modersohn-becker/nursing-mother-and-child-1902,1902,,1902,https://uploads5.wikiart.org/images/paula-modersohn-becker/nursing-mother-and-child-1902.jpg!Large.jpg,Expressionism,,sketch and study,coal,,female-portraits|mother-and-child|children portraits|Sketch|Figure drawing|monochrome,,
https://www.wikiart.org/en/joaqu-n-sorolla/near-jaca,,,,https://uploads5.wikiart.org/images/joaquin-sorolla/near-jaca.jpg!Large.jpg,Impressionism,,landscape,oil|canvas,,cliffs-and-rocks,,
https://www.wikiart.org/en/jean-helion/accident-1979,1979,,1979,https://uploads4.wikiart.org/images/jean-helion/accident-1979.jpg,Cubism|Expressionism,,figurative,,,,,
https://www.wikiart.org/en/jan-matejko/sigmund-and-barbara-2,,,,https://uploads4.wikiart.org/images/jan-matejko/sigmund-and-barbara-2.jpg!Large.jpg,Romanticism,,genre painting,,,couples|Lady,,
https://www.wikiart.org/en/jimmy-ernst/hieroglyphics-1969,1969,,1969,https://uploads0.wikiart.org/images/jimmy-ernst/hieroglyphics-1969.jpg,Abstract Expressionism,,abstract,,,Pattern,,
https://www.wikiart.org/en/odd-nerdrum/dawn-1990,1990,,1990,https://uploads1.wikiart.org/images/odd-nerdrum/dawn-1990.jpg!Large.jpg,Neo-baroque,,symbolic painting,,,,,
https://www.wikiart.org/en/charles-blackman/schoolgirl-at-st-kilda-beach,,,,https://uploads6.wikiart.org/images/charles-blackman/schoolgirl-at-st-kilda-beach.jpg,Expressionism,,genre painting,,,,Schoolgirl,
https://www.wikiart.org/en/vincent-van-gogh/lane-with-poplars,1885,,1885,https://uploads5.wikiart.org/images/vincent-van-gogh/lane-with-poplars.jpg!Large.jpg,Realism,,sketch and study,ink|paper,,gardens-and-parks|Tree,,
https://www.wikiart.org/en/konstantin-korovin/trading-post-in-murman,,,,https://uploads3.wikiart.org/images/konstantin-korovin/trading-post-in-murman.jpg!Large.jpg,Art Nouveau (Modern),,genre painting,,,,,
https://www.wikiart.org/en/jack-youngerman/july-2-1972,1972,,1972,https://uploads6.wikiart.org/images/jack-youngerman/july-2-1972.jpg,Post-Painterly Abstraction,,abstract,,,,,
https://www.wikiart.org/en/andrew-wyeth/witches-broom,,,,https://uploads6.wikiart.org/images/andrew-wyeth/witches-broom.jpg!Large.jpg,Contemporary Realism|Regionalism,,portrait,,,female-portraits,,
https://www.wikiart.org/en/raphael-kirchner/new-york-tribune-1916-4,1916,,1916,https://uploads2.wikiart.org/images/raphael-kirchner/new-york-tribune-1916-4.jpg!Large.jpg,Art Nouveau (Modern),,illustration,,,female-portraits,New York Tribune,
https://www.wikiart.org/en/antoine-jean-gros/battle-of-the-pyramids-1810,1810,,1810,https://uploads4.wikiart.org/00118/images/antoine-jean-gros/battle-of-the-pyramids-1810.jpg!Large.jpg,Orientalism|Neoclassicism,,battle painting|history painting,,,Mythology|Battle|Conquistador|Rebellion|Crowd|Napoleon Bonaparte,,
https://www.wikiart.org/en/jean-david/refinery,,,,https://uploads8.wikiart.org/images/jean-david/refinery.jpg!Large.jpg,Cubism,,cityscape,,,,,
https://www.wikiart.org/en/guillaume-seignac/admiring-beauty,,,,https://uploads6.wikiart.org/00261/images/guillaume-seignac/guillaume-seignac-admiring-beauty.jpg!Large.jpg,Academicism,,genre painting|portrait,oil,Private Collection,Lady,,
https://www.wikiart.org/en/alexandre-benois/dancer-in-the-procession-of-the-chinese-emperor-costume-design-for-stravinsky-s-opera,1914,,1914,https://uploads4.wikiart.org/images/alexandre-benois/dancer-in-the-procession-of-the-chinese-emperor-costume-design-for-stravinsky-s-opera(1).jpg!Large.jpg,Art Nouveau (Modern),,design,graphite|paper|watercolor,,costume design,,
https://www.wikiart.org/en/edward-hicks/peaceable-kingdom-1830-2,1830,,1830,https://uploads8.wikiart.org/images/edward-hicks/peaceable-kingdom-1830-2.jpg!Large.jpg,Naïve Art (Primitivism),,religious painting,,,Mythology,Peaceable Kingdom,
https://www.wikiart.org/en/pierre-auguste-renoir/portrait-of-mme-theodore-charpentier,,,,https://uploads2.wikiart.org/images/pierre-auguste-renoir/portrait-of-mme-theodore-charpentier.jpg!Large.jpg,Impressionism,,portrait,,,Lady,,
https://www.wikiart.org/en/franz-kline/opustena,,,,https://uploads0.wikiart.org/images/franz-kline/opustena.jpg!Large.jpg,Action painting,,abstract,,,Stock photography|monochrome,,
https://www.wikiart.org/en/frances-hodgkins/dordrecht,1908,,1908,https://uploads4.wikiart.org/00437/images/frances-hodgkins/1908dordrecht-1908.jpg,,,,,,,,
https://www.wikiart.org/en/emily-carr/grey-1930,1930,,1930,https://uploads8.wikiart.org/images/emily-carr/grey-1930.jpg,Cubism|Post-Impressionism,,landscape,,,,,
https://www.wikiart.org/en/henri-martin/terrace-of-the-manor-in-marquayrol,,,,https://uploads0.wikiart.org/images/henri-martin/terrace-of-the-manor-in-marquayrol.jpg!Large.jpg,Pointillism,,landscape,oil|canvas,,flowers-and-plants|houses-and-buildings|furniture-and-decoration|Room|Furniture|Table,,
https://www.wikiart.org/en/vajda-lajos/vajda-lajos-pettyegetett-haz-1936-1936,1936,,1936,https://uploads2.wikiart.org/00389/images/vajda-lajos/vajda-lajos-pettyegetett-h-z-1936.JPG!Large.JPG,,,,,,,,
https://www.wikiart.org/en/sven-lukin/detour-2012,2012,,2012,https://uploads1.wikiart.org/images/sven-lukin/detour-2012.jpg,Color Field Painting,,sculpture,,,,,
https://www.wikiart.org/en/ramon-oviedo/como-quiera-es-lo-mismo,,,,https://uploads7.wikiart.org/images/ramon-oviedo/como-quiera-es-lo-mismo.jpg!Large.jpg,Expressionism,,figurative,,,Pink,,
https://www.wikiart.org/en/george-philip-reinagle/a-lake-scene,,,,https://uploads8.wikiart.org/00261/images/george-philip-reinagle/a-lake-scene.jpg!Large.jpg,Romanticism,,landscape,,,Nature|Natural landscape|Atmospheric phenomenon|morning|Sky|Bank|River|sunlight,,
https://www.wikiart.org/en/claude-monet/the-coastguard-cabin-at-varengeville,1897,,1897,https://uploads2.wikiart.org/images/claude-monet/the-coastguard-cabin-at-varengeville.jpg!Large.jpg,Impressionism,,landscape,,,,,
https://www.wikiart.org/en/konstantin-makovsky/italian,1890,,1890,https://uploads7.wikiart.org/images/konstantin-makovsky/italian.jpg!Large.jpg,Romanticism,,portrait,,,female-portraits|Lady|Beauty|Chin|Lip|Ciociaro Costume,,
https://www.wikiart.org/en/alexander-roitburd/music-of-tchaikovsky-lyrics-of-mayakovsky-2008,2008,,2008,https://uploads6.wikiart.org/00155/images/alexander-roitburd/59f1f55cedc2c95124321fa6.jpg!Large.jpg,Transavantgarde,,figurative,oil|canvas,,Human|Mythology,,
https://www.wikiart.org/en/utagawa-kuniyoshi/senkaji-chao-wringing-out-his-loincloth,,,,https://uploads1.wikiart.org/images/utagawa-kuniyoshi/senkaji-chao-wringing-out-his-loincloth.jpg!Large.jpg,Ukiyo-e,,portrait,,,male-portraits,,
https://www.wikiart.org/en/andy-warhol/howdy-doodie,1981,,1981,https://uploads3.wikiart.org/images/andy-warhol/howdy-doodie.jpg,Pop Art,,portrait,,,male-portraits|Facial expression|Cheek|Chin|Fun,,
https://www.wikiart.org/en/francois-rouan/composition,,,,https://uploads5.wikiart.org/images/francois-rouan/composition.jpg,Op Art,,abstract,,,Pattern|Line,,
https://www.wikiart.org/en/ilya-repin/leo-tolstoy-in-the-forest-1891,1891,,1891,https://uploads3.wikiart.org/images/ilya-repin/leo-tolstoy-in-the-forest-1891.jpg!Large.jpg,Realism,,portrait,oil|canvas,"Tretyakov Gallery, Moscow, Russia",Woodland|Tree|Forest|famous-people|Leisure,,
https://www.wikiart.org/en/eugene-boudin/plougastel-the-ferry-passage-1870-1,1870,,1870|1870; France,https://uploads2.wikiart.org/images/eugene-boudin/plougastel-the-ferry-passage-1870-1.jpg!Large.jpg,Impressionism,,landscape,oil,Private Collection,boats-and-ships|Shipwreck|Vehicle|Boat,,
https://www.wikiart.org/en/georges-braque/still-life-with-clarinet-1927,1927,,1927; France|1927,https://uploads6.wikiart.org/images/georges-braque/still-life-with-clarinet-1927.jpg!Large.jpg,Cubism|Expressionism,,still life,oil|canvas,"Philips Collection, Washington, DC, US",musical-instruments,,
https://www.wikiart.org/en/claude-monet/the-cour-d-albane-grey-weather,1892,,1892,https://uploads5.wikiart.org/images/claude-monet/the-cour-d-albane-grey-weather.jpg!Large.jpg,Impressionism,,cityscape,,,Ruins|Holy places|Medieval architecture|Archaeological site|Ancient history|History|Historic site,,
https://www.wikiart.org/en/theophile-steinlen/les-femmes-de-france-1895-1,1895,,1895,https://uploads7.wikiart.org/images/theophile-steinlen/les-femmes-de-france-1895-1.jpg,Art Nouveau (Modern),,illustration,,,Text,,
https://www.wikiart.org/en/vincent-van-gogh/sower-1882-3,1882,Haag / Den Haag / La Haye / The Hague,"1882|Haag / Den Haag / La Haye / The Hague|1882; Haag / Den Haag / La Haye / The Hague, Netherlands",https://uploads0.wikiart.org/images/vincent-van-gogh/sower-1882-3.jpg!Large.jpg,Realism,,genre painting,pencil|ink|paper,"P. and N. de Boer Foundation, Amsterdam, Netherlands",countryside|fields-and-plains|handwork,,
https://www.wikiart.org/en/katsushika-hokusai/street-scenes-newly-pubished-7,1825,,1825,https://uploads2.wikiart.org/images/katsushika-hokusai/street-scenes-newly-pubished-7.jpg!Large.jpg,Ukiyo-e,,genre painting,,"Guimet Museum, Paris, France",streets-and-squares,,
https://www.wikiart.org/en/gerhard-richter/party-1963,1963,,1963,https://uploads0.wikiart.org/00283/images/gerhard-richter/party-1963.jpg!Blog.jpg,New European Painting,,genre painting|figurative,,,,,
https://www.wikiart.org/en/malte-sonnenfeld/in-der-raststatte-alpha-60-wartete-eddy-vergeblich-auf-seine-kleine-tasse-tee-2014,2014,,2014; Germany|2014,https://uploads0.wikiart.org/00156/images/malte-sonnenfeld/in-der-raststa-tte-alpha-60-wartete-eddy-vergeblich-auf-seine-kleine-tasse-teeklein.jpg!Large.jpg,Neo-Pop Art,,,mixed media|acrylic,,,,
https://www.wikiart.org/en/albin-egger-lienz/haspinger-studie-zur-zweiten-figur-von-rechts,,,,https://uploads3.wikiart.org/00151/images/albin-egger-lienz/egger-lienz-haspinger-studie-zur-zweiten-figur-von-rechts-1908-09.jpeg!Large.jpeg,Expressionism|Realism,,sketch and study,oil|canvas,,,,
https://www.wikiart.org/en/ad-reinhardt/number-43-abstract-painting-yellow-1947,1947,,1947,https://uploads4.wikiart.org/images/ad-reinhardt/number-43-abstract-painting-yellow-1947.jpg,Abstract Expressionism,,abstract,oil,"Museum of Modern Art (MoMA), New York City, NY, US",Plant,,
https://www.wikiart.org/en/erich-buchholz/bull-1919,1919,,1919,https://uploads3.wikiart.org/images/erich-buchholz/bull-1919.jpg,Constructivism,,animal painting,,,,,
https://www.wikiart.org/en/thomas-cole/landscape-the-seat-of-mr-featherstonhaugh-in-the-distance-1826,1826,,1826,https://uploads0.wikiart.org/images/thomas-cole/landscape-the-seat-of-mr-featherstonhaugh-in-the-distance-1826.jpg!Large.jpg,Romanticism,,landscape,,,rivers-and-waterfalls|forests-and-trees|Sky|Natural landscape|Nature|Tree|Cloud|Water|Evening,,
https://www.wikiart.org/en/felix-vallotton/the-woman-with-the-parrot-1909,1909,,1909,https://uploads8.wikiart.org/images/felix-vallotton/the-woman-with-the-parrot-1909.jpg!Large.jpg,Magic Realism,,nude painting (nu),oil|canvas,,female-nude,,
https://www.wikiart.org/en/balthus/young-girl-with-white-skirt-1955,1955,,1955,https://uploads2.wikiart.org/images/balthus/young-girl-with-white-skirt-1955.jpg!Large.jpg,Expressionism,,nude painting (nu),oil|canvas,Private Collection,female-portraits|Lady,,
https://www.wikiart.org/en/leon-wyczolkowski/studium-portret-natalii-siennickiej-duninowej-1903,1903,,1903,https://uploads3.wikiart.org/00146/images/leon-wyczolkowski/wycz-kowski-portret-kobiety-1903.jpg!Large.jpg,Realism,,sketch and study|portrait,,,Sketch,,
https://www.wikiart.org/en/alexey-venetsianov/girl-with-burak,1824,,1824,https://uploads5.wikiart.org/images/alexey-venetsianov/girl-with-burak.jpg!Large.jpg,Realism,,portrait,oil|wood,,female-portraits,,
https://www.wikiart.org/en/george-stefanescu/among-flowers-1965,1965,Bucharest,"1965; Bucharest, Romania|Bucharest|1965",https://uploads5.wikiart.org/images/george-stefanescu-ramnic/among-flowers-1965.jpg!Large.jpg,Expressionism,,nude painting (nu),oil|canvas,,flowers-and-plants|female-nude|magic-and-mistery|characters-and-emotions|rituals-and-traditions|ceremonies,,
https://www.wikiart.org/en/ludovic-alleaume/womans-hands,1920,,1920,https://uploads8.wikiart.org/00255/images/ludovic-alleaume/hotchick.jpeg!Large.jpeg,Art Nouveau (Modern),,sketch and study,oil,,women-and-mirrors|Hand,,
https://www.wikiart.org/en/alfred-manessier/blue-green-lines-on-aqua-background-1953,1953,,1953,https://uploads0.wikiart.org/images/alfred-manessier/blue-green-lines-on-aqua-background-1953.jpg,Art Informel,,abstract,,,Line,,
https://www.wikiart.org/en/ernst-ludwig-kirchner/female-nudes-in-a-atelier,,,,https://uploads0.wikiart.org/images/ernst-ludwig-kirchner/female-nudes-in-a-atelier.jpg!Large.jpg,Expressionism,,nude painting (nu),,,female-nude,,
https://www.wikiart.org/en/atsuko-tanaka/77r-84-1984,1984,,1984,https://uploads5.wikiart.org/images/atsuko-tanaka/77r-84-1984.jpg!Large.jpg,Abstract Expressionism,,abstract,,,,,
https://www.wikiart.org/en/maxime-maufra/the-church-at-little-andelys,,,,https://uploads4.wikiart.org/images/maxime-maufra/the-church-at-little-andelys.jpg!Large.jpg,Impressionism,,landscape,,,rivers-and-waterfalls|Bank|Tree|River,,
https://www.wikiart.org/en/takato-yamamoto/common-sense-2014,2014,,2014; Japan|2014,https://uploads4.wikiart.org/00147/images/takato-yamamoto/larger-9.jpg!Large.jpg,Pop Art|Ukiyo-e,,illustration,,,,,
https://www.wikiart.org/en/albert-dubois-pillet/charlands-sur-la-seine-1885,1885,,1885,https://uploads1.wikiart.org/images/albert-dubois-pillet/charlands-sur-la-seine-1885.jpg!Large.jpg,Neo-Impressionism|Pointillism,,landscape,oil|canvas,Private Collection,Boat|Vehicle|Waterway|Bank|Watercraft|1880s paintings from France,,
https://www.wikiart.org/en/gustave-dore/and-now-on-earth-the-seventh-evening-arose-in-eden,,,,https://uploads7.wikiart.org/images/gustave-dore/and-now-on-earth-the-seventh-evening-arose-in-eden.jpg!Large.jpg,Romanticism,,illustration,,,"animals|fictional-characters|John-Milton-""Paradise-Lost""|forests-and-trees|Water|Tree|Watercourse|Bank|monochrome",Paradise Lost,
https://www.wikiart.org/en/joan-miro/woman-and-bird-1983,1983,,1983,https://uploads8.wikiart.org/00184/images/joan-miro/dona-i-ocell-1.jpg!Large.jpg,Surrealism,,sculpture,,"Barcelona Museum of Contemporary Art (MACBA), Barcelona, Spain",Sky,,
https://www.wikiart.org/en/vincent-van-gogh/irises-1889,1889,Saint-rémy-de-provence,"1889|1889; Saint-rémy-de-provence, France|Saint-rémy-de-provence",https://uploads0.wikiart.org/00213/images/vincent-van-gogh/antique-3840759.jpg!Large.jpg,Post-Impressionism,,landscape,oil|canvas,"J. Paul Getty Museum, Los Angeles, CA, US",flowers-and-plants|Flower|Plant|Flowering plant|Iris|Iris family|grape hyacinth,,
https://www.wikiart.org/en/jose-maria-velasco/p-rfidos-del-cerro-de-los-gachupines,,,,https://uploads8.wikiart.org/images/jose-maria-velasco/p-rfidos-del-cerro-de-los-gachupines.jpg!Large.jpg,Realism,,landscape,,,Mountainous landforms|Rock|Formation|Outcrop|Badlands|Geology|Bedrock|Geological phenomenon|Sky,,
https://www.wikiart.org/en/kamal-ud-din-behzad/battleground-of-timur-and-egyptian-king,,,,https://uploads3.wikiart.org/images/kamal-ud-din-behzad/battleground-of-timur-and-egyptian-king.jpg!Large.jpg,Timurid Period,,miniature,,,,,
https://www.wikiart.org/en/francesco-hayez/ephraim,1844,,1844|1842 - 1844; Italy,https://uploads3.wikiart.org/images/francesco-hayez/ephraim.jpg!Large.jpg,Orientalism,,portrait,oil|canvas,Private Collection,male-portraits|Turban|Facial hair|Beard|Headgear|1840s paintings from Italy,,
https://www.wikiart.org/en/albert-bierstadt/a-view-from-sacramento,1875,,1875,https://uploads1.wikiart.org/images/albert-bierstadt/a-view-from-sacramento.jpg!Large.jpg,Luminism,,landscape,oil|paper,,rivers-and-waterfalls|forests-and-trees|cliffs-and-rocks|Tree|Natural landscape|Nature|Woody plant|Bank|Plant,,
https://www.wikiart.org/en/maria-primachenko/may-that-nuclear-war-be-cursed-1978,1978,,1978,https://uploads6.wikiart.org/images/maria-prymachenko/may-that-nuclear-war-be-cursed-1978.jpg!Large.jpg,Naïve Art (Primitivism),,allegorical painting,gouache|paper,,Indian elephant|Organism|Elephants and Mammoths,,
https://www.wikiart.org/en/filippo-indoni/itinerant-musicians-by-a-river,,,,https://uploads3.wikiart.org/00362/images/filippo-indoni/image-1.jpg,Romanticism,,genre painting,watercolor,,Ciociaro Costume,,Contemporary scenes
https://www.wikiart.org/en/johann-koler/christ-of-the-cross-1859,1859,,1859,https://uploads8.wikiart.org/images/johann-koler/christ-of-the-cross-1859.jpg!Large.jpg,Romanticism|Academicism,,religious painting,,,Religious item|Crucifix|Mythology|Cross|Symbol,,
https://www.wikiart.org/en/arman-manookian/mural-1930,1930,,1930,https://uploads6.wikiart.org/images/arman-manookian/mural-1930.jpg!Large.jpg,Naïve Art (Primitivism),,genre painting,,,Organism,,
https://www.wikiart.org/en/konstantin-makovsky/zaporizhzhya-cossack-1884,1884,,1884,https://uploads5.wikiart.org/images/vladimir-makovsky/zaporizhzhya-cossack-1884.jpg!Large.jpg,Realism,,portrait,,,male-portraits|cossacks,,
https://www.wikiart.org/en/kuzma-petrov-vodkin/sketch-of-the-painting-girls-on-the-volga-1914,1914,,1914,https://uploads1.wikiart.org/images/kuzma-petrov-vodkin/sketch-of-the-painting-girls-on-the-volga-1914.jpg!Large.jpg,Symbolism,,sketch and study,,,Sketch|Figure drawing|costume design,,
https://www.wikiart.org/en/andrew-wyeth/snow-hill,,,,https://uploads2.wikiart.org/images/andrew-wyeth/snow-hill.jpg!Large.jpg,Contemporary Realism,,genre painting,,,celebrations-and-festivals,,
https://www.wikiart.org/en/claude-monet/the-undergrowth-in-the-forest-of-saint-germain,1882,,1882,https://uploads3.wikiart.org/images/claude-monet/the-undergrowth-in-the-forest-of-saint-germain.jpg!Large.jpg,Impressionism,,landscape,,,Nature|Tree|Natural landscape|Natural environment|Woodland|Leaf|Forest,,
https://www.wikiart.org/en/rita-angus/tree-1943,1943,,1943,https://uploads6.wikiart.org/00315/images/rita-angus/tree-1943.jpg!Large.jpg,Regionalism,,landscape,,"Museum of New Zealand Te Papa Tongarewa, Wellington, New Zealand",,,
https://www.wikiart.org/en/morris-louis/faces-1959,1959,,1959,https://uploads3.wikiart.org/images/morris-louis/faces-1959.jpg!Large.jpg,Color Field Painting,Mature Works,abstract,,,Textile,Veil,
https://www.wikiart.org/en/wojciech-siudmak/the-energy-of-electron,,,,https://uploads1.wikiart.org/images/wojciech-siudmak/the-energy-of-electron.jpg!Large.jpg,Fantastic Realism,,symbolic painting,,,allegories-and-symbols|Orange,,
https://www.wikiart.org/en/ivan-aivazovsky/bracing-the-waves-1890,1890,,1890,https://uploads0.wikiart.org/images/ivan-aivazovsky/bracing-the-waves-1890.jpg!Large.jpg,Romanticism,,marina,oil|board,,boats-and-ships|seas-and-oceans|Sky|Atmosphere,,
https://www.wikiart.org/en/betty-parsons/untitled-2,,,,https://uploads4.wikiart.org/images/betty-parsons/untitled(2).jpg,Abstract Expressionism,,abstract,,,Violet|Mobile phone case,,
https://www.wikiart.org/en/alberto-giacometti/diego-seated-1948,1948,,1948,https://uploads7.wikiart.org/00227/images/alberto-giacometti/nfk-scv-uea-0051-a1.jpg!Large.jpg,Expressionism,,portrait,,"Sainsbury Centre for Visual Arts (Univercity of East Anglia), Norwich, UK",,,
https://www.wikiart.org/en/vincent-van-gogh/sower-with-setting-sun-1888,1888,"Arles, Bouches-du-Rhône","Arles, Bouches-du-Rhône|1888; Arles, Bouches-du-Rhône, France|1888",https://uploads6.wikiart.org/images/vincent-van-gogh/sower-with-setting-sun-1888.jpg!Large.jpg,Post-Impressionism,,sketch and study,ink|paper,Private Collection,countryside|fields-and-plains|handwork,,
https://www.wikiart.org/en/grant-wood/arnold-comes-of-age-1930,1930,,1930,https://uploads0.wikiart.org/images/grant-wood/arnold-comes-of-age-1930(1).jpg!Large.jpg,Regionalism,,portrait,oil|wood,,Youth|Tree,,
https://www.wikiart.org/en/hans-hofmann/provincetown-1942-1,1942,,1942,https://uploads3.wikiart.org/images/hans-hofmann/provincetown-1942(1).jpg,Cubism,,cityscape,,,,,
https://www.wikiart.org/en/alfred-roller/cover-of-ver-sacrum-issue-1-january-1898-1898,1898,,1898,https://uploads3.wikiart.org/00299/images/alfred-roller/ver-sacrum-issue-1-january-1898.jpg!Large.jpg,Art Nouveau (Modern),,design|illustration,,,Text|Font,,
https://www.wikiart.org/en/lucio-fontana/concetto-spaziale-1964,1964,,1964,https://uploads6.wikiart.org/00125/images/lucio-fontana/2015-10-08-1444320964-3666979-luciofontanaconcettospazialeattese1964.jpg!Large.jpg,Spatialism,,abstract,,,,,
https://www.wikiart.org/en/julian-alden-weir/connecticut-scene-1888,1888,,1888,https://uploads2.wikiart.org/images/julian-alden-weir/connecticut-scene-1888.jpg!Large.jpg,Tonalism,,landscape,oil|panel,,USA|roads-and-vehicles|forests-and-trees|Rural area|Tree,,
https://www.wikiart.org/en/rubem-ludolf/espiral-prata,,,,https://uploads6.wikiart.org/images/rubem-ludolf/espiral-prata.jpg!Large.jpg,Op Art,,abstract,,,Line|Font|Rectangle,,
https://www.wikiart.org/en/charles-turner/john-buckner-1804,1804,,1804,https://uploads3.wikiart.org/images/charles-turner/john-buckner-1804.jpg!Large.jpg,Romanticism,,portrait,,,Photograph|Stock photography,,
https://www.wikiart.org/en/horace-vernet/departure-for-the-hunt-in-the-pontine-marshes-1833,1833,,1833,https://uploads2.wikiart.org/images/horace-vernet/departure-for-the-hunt-in-the-pontine-marshes-1833(1).jpg!Large.jpg,Romanticism,,landscape,,,Tree|Nature|Natural environment|Natural landscape|Wilderness|Woody plant|Woodland|Sky|Forest|hunting-and-racing,,
https://www.wikiart.org/en/bela-czobel/czobel-bela-szamar,,,,https://uploads5.wikiart.org/00388/images/bela-czobel/cz-bel-b-la-szam-r.JPG!Large.JPG,,,,,,,,
https://www.wikiart.org/en/charles-tunnicliffe/green-gold-and-dun,,,,https://uploads3.wikiart.org/images/charles-tunnicliffe/green-gold-and-dun(1).jpg!Large.jpg,Naturalism,,wildlife painting,,,animals|birds|Bird|Flightless bird,,
https://www.wikiart.org/en/kukryniksy/a-lie-thrower-the-tass-window-625-1942,1942,Moscow,"Moscow|1942; Moscow, Russian Federation|1942",https://uploads2.wikiart.org/images/kukryniksy/a-lie-thrower-the-tass-window-625-1942.jpg!Large.jpg,Socialist Realism,,caricature,,,famous-people|Second-World-War|String instrument|Musical instrument,TASS windows,
https://www.wikiart.org/en/pierre-auguste-renoir/mademoiselle-irene-cahen-danvers-little-irene,1880,,1880,https://uploads2.wikiart.org/00290/images/pierre-auguste-renoir/pierre-auguste-renoir-1880-portrait-of-mademoiselle-ir-ne-cahen-d-anvers-sammlung-e-g-b-hrle-1.jpg!Large.jpg,Impressionism,,portrait,oil,,Hair|Hairstyle|Long hair,,
https://www.wikiart.org/en/alexander-helwig-wyant/three-bears-1865,1865,,1865,https://uploads6.wikiart.org/00257/images/alexander-helwig-wyant/three-bears.jpg!Large.jpg,Tonalism,,wildlife painting|landscape,,,Nature|Atmospheric phenomenon|Water|Bank|Tree|Atmosphere|sunlight,,
https://www.wikiart.org/en/henri-rousseau/the-repast-of-the-lion-1907,1907,,1907,https://uploads4.wikiart.org/images/henri-rousseau/the-repast-of-the-lion-1907.jpg!Large.jpg,Naïve Art (Primitivism),,wildlife painting,oil|canvas,"Metropolitan Museum of Art (Met), New York City, NY, US",animals|lions|jungles-and-tropics|Flower|Plant|Vegetation|Flowering plant|Botany|Leaf|Wildflower|Organism,,
https://www.wikiart.org/en/lech-jankowski/leichte-pompejische-tiere-2017,2017,,2017,https://uploads4.wikiart.org/00204/images/lech-jankowski/ljankowski-09.jpg!Large.jpg,Magic Realism,,figurative|abstract,acrylic,Private Collection,,,
https://www.wikiart.org/en/william-merritt-chase/girl-in-a-japanese-costume,1890,,1890,https://uploads1.wikiart.org/images/william-merritt-chase/girl-in-a-japanese-costume.jpg!Large.jpg,Impressionism|Japonism,,portrait,oil|canvas,,female-portraits|Lady,,
https://www.wikiart.org/en/gertrude-kasebier/amos-two-bulls-dakota-sioux-indian-1900,1900,,1900,https://uploads1.wikiart.org/images/gertrude-kasebier/amos-two-bulls-dakota-sioux-indian-1900.jpg!Large.jpg,Pictorialism,,photo,,,Photograph|Face|Forehead|Monochrome photography|monochrome|Hairstyle|Human,,
https://www.wikiart.org/en/gustave-dore/geri-del-bello,,,,https://uploads7.wikiart.org/images/gustave-dore/geri-del-bello.jpg!Large.jpg,Romanticism,,illustration,,,"fictional-characters|Dante|Virgil|Dante-Alighieri-""The-Divine-Comedy""|Tree|Organism",The Divine Comedy,
https://www.wikiart.org/en/ron-gorchov/ulysses-1979,1979,,1979,https://uploads3.wikiart.org/images/ron-gorchov/ulysses-1979.jpg,Color Field Painting,,abstract,,,,,
https://www.wikiart.org/en/salvador-dali/galat%C3%A9e,1954,,1954,https://uploads1.wikiart.org/images/salvador-dali/galat%C3%A9e.jpg!Large.jpg,Surrealism,Classic Period (1941-1989),portrait,oil|canvas,Private Collection,Monochrome photography|monochrome|Stock photography,,
