url,Create Date,Create Location,Style,image_url,Genre,tags,Date,Media,Location,Series,Period,Theme
https://www.wikiart.org/en/erte/alphabet-w,,,Art Deco,https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg,design,designs-and-sketches|Graphic design|Pink|Font,,,,,,
https://www.wikiart.org/en/odilon-redon/head-of-a-young-woman-in-profile,1895,,Symbolism,https://uploads7.wikiart.org/images/odilon-redon/head-of-a-young-woman-in-profile.jpg!Large.jpg,portrait,female-portraits|Head|Chin,1895,paper|pastel,Private Collection,,,
https://www.wikiart.org/en/tony-scherman/bonaparte-1999,1999,,Neo-Expressionism,https://uploads7.wikiart.org/images/tony-scherman/bonaparte-1999.jpg,portrait,Face|Head|Nose|Cheek|Human|Napoleon Bonaparte,1999,,,,,
https://www.wikiart.org/en/gustave-moreau/the-apparition-1876,1876,,Symbolism,https://uploads5.wikiart.org/images/gustave-moreau/the-apparition-1876.jpg!Large.jpg,religious painting,Christianity|Salome|St. John the Baptist|Holy places|Mythology,1876,watercolor,"Musée d'Orsay, Paris, France",,,
https://www.wikiart.org/en/norman-rockwell/jeers-from-crowd,1948,,Regionalism,https://uploads3.wikiart.org/images/norman-rockwell/jeers-from-crowd.jpg!Large.jpg,genre painting,group-portraits|games-and-sport|Baseball uniform|Baseball|Baseball player|Team sport|Bat-and-ball games|College baseball|Vintage base ball,1948,,,,,
https://www.wikiart.org/en/katsushika-hokusai/poenies-and-butterfly,,,Ukiyo-e,https://uploads2.wikiart.org/images/katsushika-hokusai/poenies-and-butterfly.jpg!Large.jpg,flower painting,flowers-and-plants|butterflies|Leaf|Botany|Plant|Pattern|Textile|Flower,,,"Guimet Museum, Paris, France",鳥與花,,
https://www.wikiart.org/en/miklos-barabas/portrait-of-emperor-franz-joseph-i-1853,1853,,Romanticism,https://uploads6.wikiart.org/images/miklos-barabas/portrait-of-emperor-franz-joseph-i-1853.jpg,portrait,King|male-portraits,1853,oil|canvas,"Hungarian National Museum, Budapest, Hungary",,,
https://www.wikiart.org/en/augustus-john/the-blue-pool-1910,1910,,Post-Impressionism,https://uploads3.wikiart.org/images/augustus-john/the-blue-pool-1910.jpg!Large.jpg,genre painting,Lady,1910,,,,,
https://www.wikiart.org/en/eugene-atget/fontaine-du-point-du-jour-versailles,,,Documentary photography,https://uploads3.wikiart.org/00302/images/eugene-atget/eug-ne-atget-fontaine-du-point-du-jour-versailles-google-art-project.jpg!Large.jpg,photo,Statue|Monument|Classical sculpture,,photography,,,,
https://www.wikiart.org/en/andreas-achenbach/evening-mood-in-een-hollandse-haven-1880,1880,,Romanticism,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-avondstemming.jpg!Large.jpg,cityscape|marina,Waterway|Vehicle,1880,oil|canvas,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/cagnes-landscape-4,1895,,Impressionism,https://uploads2.wikiart.org/images/pierre-auguste-renoir/cagnes-landscape-4.jpg!Large.jpg,landscape,Tree,1895,oil|canvas,Private Collection,,Later Years,
https://www.wikiart.org/en/hugo-muhlig/fishermen-with-their-boats,,,Impressionism,https://uploads6.wikiart.org/00330/images/hugo-muhlig/m-hling-fischer-bei-ihren-booten-albert-k-nig-museum20160904.jpg!Large.jpg,genre painting,,,oil,,,,
https://www.wikiart.org/en/joe-machine/sailor-and-charlotte-2017,2017,,Stuckism,https://uploads1.wikiart.org/00226/images/joe-machine/sailor-and-charlotte.jpg!Large.jpg,genre painting|nude painting (nu),female-nude,2017,canvas|acrylic,,,,Sailor
https://www.wikiart.org/en/henri-fantin-latour/two-peaches-and-two-plums-1899,1899,,Realism,https://uploads3.wikiart.org/images/henri-fantin-latour/two-peaches-and-two-plums-1899.jpg!Large.jpg,still life,Still life photography|Fruit|Pomegranate|Mabolo|Plant,1899,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/maurice-prendergast/children-in-the-park,1910,,Post-Impressionism,https://uploads2.wikiart.org/images/maurice-prendergast/children-in-the-park.jpg!Large.jpg,genre painting,children|gardens-and-parks|Tree,1910,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/roger-bissi-re/composition-rouge-bleu-jaune-1953,1953,,Art Informel,https://uploads0.wikiart.org/images/roger-bissi-re/composition-rouge-bleu-jaune-1953.jpg,abstract,,1953,,,,,
https://www.wikiart.org/en/gustave-loiseau/by-the-oise-at-parmain-1898,1898,,Post-Impressionism,https://uploads5.wikiart.org/images/gustave-loiseau/by-the-oise-at-parmain-1898.jpg!Large.jpg,landscape,castles-and-fortresses|rivers-and-waterfalls|forests-and-trees|Tree|Rural area,1898,oil|canvas,,,,
https://www.wikiart.org/en/tsuguharu-foujita/maxim-1951,1951,,Magic Realism,https://uploads7.wikiart.org/images/tsuguharu-foujita/maxim-1951.jpg,genre painting,Sketch|Line,1951,,,,,
https://www.wikiart.org/en/vincent-van-gogh/the-green-vinyard-1888,1888,"Arles, Bouches-du-Rhône",Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-green-vinyard-1888.jpg!Large.jpg,landscape,gardens-and-parks|manors-and-plantations|Natural landscape|Tree|Meadow|Plant|Sky|Wildflower,"Arles, Bouches-du-Rhône|1888|1888; Arles, Bouches-du-Rhône, France",oil|canvas,"Kröller-Müller Museum, Otterlo, Netherlands",,,
https://www.wikiart.org/en/ivan-bilibin/underwater-illustration-for-the-epic-volga-1928,1928,,Art Nouveau (Modern),https://uploads4.wikiart.org/images/ivan-bilibin/underwater-illustration-for-the-epic-volga-1928.jpg!Large.jpg,illustration,fish|boats-and-ships|seas-and-oceans|Slavic-mythology|epic|Volga,1928,,,Volga,,
https://www.wikiart.org/en/thomas-girtin/a-temple-of-vesta,,,Romanticism,https://uploads2.wikiart.org/images/thomas-girtin/a-temple-of-vesta.jpg!Large.jpg,landscape,,,,,,,
https://www.wikiart.org/en/m-c-escher/coast-of-amalfi,1931,,Realism,https://uploads5.wikiart.org/images/m-c-escher/coast-of-amalfi.jpg,landscape,forests-and-trees|mountains|Tree|Stock photography|Monochrome photography|monochrome,1931,,,,,
https://www.wikiart.org/en/martiros-sarian/flamboyant-landscape-1933,1933,,Expressionism,https://uploads3.wikiart.org/images/martiros-saryan/flamboyant-landscape-1933.jpg!Large.jpg,illustration,mountains,1933,paper|watercolor,,Armenian Folk Tales',,
https://www.wikiart.org/en/theophile-steinlen/la-chanson-de-l-aiguille,,,Realism,https://uploads5.wikiart.org/images/theophile-steinlen/la-chanson-de-l-aiguille.jpg!Large.jpg,illustration,Sketch,,,,,,
https://www.wikiart.org/en/konstantin-makovsky/friends,1895,,Realism,https://uploads7.wikiart.org/images/konstantin-makovsky/friends.jpg!Large.jpg,genre painting,Musician|Musical instrument|Music,1895,,,,,
https://www.wikiart.org/en/friedel-dzubas/tundra-ii-1962,1962,,Color Field Painting,https://uploads8.wikiart.org/images/friedel-dzubas/tundra-ii-1962.jpg,abstract,,1962,,,,,
https://www.wikiart.org/en/dimitris-mytaras/mother-and-child,,,Expressionism,https://uploads3.wikiart.org/images/dimitris-mytaras/mother-and-child.jpg,genre painting,Textile,,,,,,
https://www.wikiart.org/en/saul-steinberg/girl-in-bathtub-1949,1949,,Surrealism|Expressionism,https://uploads5.wikiart.org/images/saul-steinberg/girl-in-bathtub-1949.jpg,installation,,1949,,,,,
https://www.wikiart.org/en/vincent-van-gogh/drawbridge-with-walking-couple-1888,1888,"Arles, Bouches-du-Rhône",Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/drawbridge-with-walking-couple-1888(1).jpg!Large.jpg,sketch and study,couples|walking|Vehicle,"Arles, Bouches-du-Rhône|1888|1888; Arles, Bouches-du-Rhône, France",ink|paper,"Morgan Library and Museum (Pierpont Morgan Library), New York City, NY, US",,,
https://www.wikiart.org/en/salvador-dali/the-enigma-of-hitler,1938,,Surrealism,https://uploads5.wikiart.org/images/salvador-dali/the-enigma-of-hitler.jpg!Large.jpg,symbolic painting,,1938,oil|canvas,,,Surrealism Period (1929-1940),
https://www.wikiart.org/en/kuzma-petrov-vodkin/still-life-with-roses-1922,1922,,Symbolism,https://uploads8.wikiart.org/images/kuzma-petrov-vodkin/still-life-with-roses-1922.jpg!Large.jpg,still life,Garden roses|Flower|Rose|Plant|Botany|Still life photography|Rose family,1922,,,,,
https://www.wikiart.org/en/salvador-dali/orchard-at-llane-cadaques-1920,1920,,Impressionism,https://uploads5.wikiart.org/images/salvador-dali/orchard-at-llane-cadaques-1920.jpg,landscape,Tree|Bank|Woody plant|Bayou,1920,,,,Early Years (1917-1927),
https://www.wikiart.org/en/arthur-beecher-carles/the-actress-as-cleopatra-mercedes-de-cordoba-artist-s-wife-1914,1914,,Post-Impressionism|Art Nouveau (Modern),https://uploads1.wikiart.org/images/arthur-beecher-carles/the-actress-as-cleopatra-mercedes-de-cordoba-artist-s-wife-1914.jpg,portrait,,1914,,,,,
https://www.wikiart.org/en/ilya-repin/portrait-of-j-m-vengerov-1915,1915,,Realism,https://uploads2.wikiart.org/images/ilya-repin/portrait-of-j-m-vengerov-1915.jpg!Large.jpg,portrait,Gentleman,1915,,,,,
https://www.wikiart.org/en/antonio-asis/untitled-1960,1960,,Op Art,https://uploads5.wikiart.org/images/antonio-asis/untitled-1960.jpg,abstract,Polka dot|Pattern|Circle,1960,,,,,
https://www.wikiart.org/en/gustav-klimt/the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall-detail-1902-1,1902,,Art Nouveau (Modern),https://uploads1.wikiart.org/images/gustav-klimt/the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall.jpg!Large.jpg,allegorical painting,allegories-and-symbols|Carving|Tree,1902,,"Belvedere, Vienna, Austria",The Beethoven Frieze,Golden phase,
https://www.wikiart.org/en/agim-sulaj/il-chierichetto,,,Contemporary Realism,https://uploads4.wikiart.org/00224/images/agim-sulaj/il-chierichetto.jpg!Large.jpg,genre painting,,,,,,,
https://www.wikiart.org/en/pyotr-konchalovsky/novgorod-returning-from-the-fair-1926,1926,,Post-Impressionism,https://uploads0.wikiart.org/images/pyotr-konchalovsky/novgorod-returning-from-the-fair-1926.jpg!Large.jpg,genre painting,markets-and-shops|Veliky Novgorod|Vehicle|Coachman,1926,,,,,
https://www.wikiart.org/en/konstantin-makovsky/egyptian-with-a-child,1876,,Romanticism,https://uploads3.wikiart.org/images/konstantin-makovsky/egyptian-with-a-child.jpg!Large.jpg,genre painting,mother-and-child|Lady|Sitting,1876,,,,,
https://www.wikiart.org/en/ilya-repin/not-expected-1898,1898,,Realism,https://uploads8.wikiart.org/images/ilya-repin/not-expected-1898.jpg!Large.jpg,genre painting,,1898,,,,,
https://www.wikiart.org/en/ding-yanyong/portrait-with-horse-1971,1971,,Expressionism,https://uploads7.wikiart.org/images/ding-yanyong/portrait-with-horse-1971.jpg,portrait,Sketch,1971,,,,,
https://www.wikiart.org/en/john-singer-sargent/portrait-of-charles-martin-loeffler-1917,1917,,Realism,https://uploads4.wikiart.org/images/john-singer-sargent/portrait-of-charles-martin-loeffler-1917.jpg!Large.jpg,portrait,male-portraits|famous-people|Standing|Gentleman|Sketch,1917,paper|charcoal|pencil,"Museum of Fine Arts (MFA), Boston, MA, US",,,
https://www.wikiart.org/en/theodor-severin-kittelsen/skolehuset,,,Realism,https://uploads7.wikiart.org/images/theodor-severin-kittelsen/skolehuset.jpg!Large.jpg,sketch and study,Tree|Log cabin|Line,,,,,,
https://www.wikiart.org/en/vasily-vereshchagin/wait-let-em-come-nearer-1895,1895,,Realism,https://uploads1.wikiart.org/images/vasily-vereshchagin/wait-let-em-come-nearer-1895.jpg!Large.jpg,history painting,snow-and-blizzard|military-and-soldiers|battles-and-wars|historical-events|Leaf|Tree|Plant|Pattern|Branch,1895,oil|canvas,,Napoleon I in Russia,,
https://www.wikiart.org/en/james-turrell/penumbra-1992,1992,,Light and Space,https://uploads7.wikiart.org/00211/images/james-turrell/ccc-penumbra1-1440x1111-1.jpg!Large.jpg,installation,Light|Rectangle|Violet|Lighting|Room,1992,,,Window Series,,
https://www.wikiart.org/en/louis-soutter/fakiristes-1937,1937,,Art Brut,https://uploads8.wikiart.org/images/louis-soutter/fakiristes-1937.jpg,figurative,,1937,,,,,
https://www.wikiart.org/en/keith-sonnier/untitled-1969,1969,,Minimalism,https://uploads6.wikiart.org/images/keith-sonnier/untitled-1969.jpg,installation,Orange|Light|Lighting|Water|Reflection|Sky,1969,,,,,
https://www.wikiart.org/en/odilon-redon/anthony-help-me-o-my-god-plate-2-1896,1896,,Symbolism,https://uploads3.wikiart.org/images/odilon-redon/anthony-help-me-o-my-god-plate-2-1896.jpg!Large.jpg,religious painting,allegories-and-symbols|Death|St.-Anthony|Text,1896,paper|lithography,,The Temptation of Saint Anthony,,
https://www.wikiart.org/en/frank-johnston/the-fire-ranger-1920,1920,,Art Nouveau (Modern),https://uploads6.wikiart.org/images/frank-johnston/the-fire-ranger-1920.jpg!Large.jpg,cloudscape,Natural landscape|Sky|Water,1920,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/andree-in-a-pink-dress-1917,1917,,Impressionism,https://uploads2.wikiart.org/images/pierre-auguste-renoir/andree-in-a-pink-dress-1917.jpg!Large.jpg,portrait,,1917,oil|canvas,Private Collection,,Later Years,
https://www.wikiart.org/en/christoffer-wilhelm-eckersberg/lying-model-in-bed,1813,,Neoclassicism,https://uploads1.wikiart.org/images/christoffer-wilhelm-eckersberg/lying-model-in-bed.jpg,nude painting (nu),female-nude|Bed|Bedding,1813,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/henri-le-fauconnier/amaryllis,,,Post-Impressionism,https://uploads8.wikiart.org/images/henri-le-fauconnier/amaryllis.jpg,flower painting,Monochrome photography|monochrome|Still life photography,,,,,,
https://www.wikiart.org/en/haralampi-g-oroschakoff/orientalist,,,Conceptual Art,https://uploads4.wikiart.org/00322/images/haralampi-g-oroschakoff/orientalist.jpg!Large.jpg,figurative,,,,,,,
https://www.wikiart.org/en/luigi-veronesi/jote-3-1975,1975,,Concretism,https://uploads5.wikiart.org/images/luigi-veronesi/jote-3-1975.jpg,abstract,Line,1975,,,,,
https://www.wikiart.org/en/roger-weik/number-211-2013,2013,Los Angeles,Abstract Expressionism,https://uploads6.wikiart.org/images/roger-weik/number-211-2013.jpg!Large.jpg,abstract,monochrome|Pattern|Water|Monochrome photography,"2013|2013; Los Angeles, United States|Los Angeles",,,,,
https://www.wikiart.org/en/gustav-klimt/emilie-fl%C3%B6ge-aged-17-1891,1891,,Art Nouveau (Modern),https://uploads0.wikiart.org/images/gustav-klimt/emilie-fl%C3%B6ge-aged-17-1891.jpg!Large.jpg,portrait,female-portraits|Lady|Hairstyle|Vintage clothing,1891,paper|pastel,Private Collection,,Early works,
https://www.wikiart.org/en/tadanori-yokoo/are-you-ready-for-fresh-air-vitar-1989,1989,,,https://uploads5.wikiart.org/images/tadanori-yokoo/are-you-ready-for-fresh-air-vitar-1989.jpg,poster,,1989,,,,,
https://www.wikiart.org/en/thomas-cole/thomas-cole,1839,,Romanticism,https://uploads0.wikiart.org/00516/images/thomas-cole/thomas-cole.jpg!Large.jpg,genre painting,Child|Natural landscape|Nature|Natural environment|Tree|Forest|Mountain river|mountains|Stream|Sky,1839,oil,Private Collection,,,
https://www.wikiart.org/en/william-adolphe-bouguereau/the-oreads-1902,1902,,Academicism,https://uploads8.wikiart.org/00340/images/william-adolphe-bouguereau/the-oreads.jpg!Large.jpg,mythological painting,Greek-and-Roman-Mythology|nymphs-and-satyrs|Mythology,1902,oil|canvas,"Musée d'Orsay, Paris, France",,,
https://www.wikiart.org/en/irma-stern/the-hunt-1926,1926,,Expressionism,https://uploads3.wikiart.org/images/irma-stern/the-hunt-1926.jpg,genre painting,Mythology,1926,,,,,
https://www.wikiart.org/en/gazmend-freitag/nu,2011,,Contemporary Realism,https://uploads8.wikiart.org/00208/images/gazmend-freitag/3000-nu.jpg!Large.jpg,nude painting (nu),female-nude|Lady|Mythology,2011; Austria|2011,oil|canvas,,,,
https://www.wikiart.org/en/benny-andrews/dinner-time-1965,1965,,Expressionism,https://uploads8.wikiart.org/00168/images/benny-andrews/andrews-dinner-time-image-only.jpg!Large.jpg,figurative,Table,1965,oil,,,,
https://www.wikiart.org/en/paul-albert-besnard/misery-1886,1886,,Impressionism,https://uploads6.wikiart.org/00272/images/paul-albert-besnard/albert-besnard-misery-la-mis-re-c-1886-nga-98271.jpg!Large.jpg,symbolic painting,,1886,etching,,,,
https://www.wikiart.org/en/malte-sonnenfeld/the-costs-of-living-oder-heute-lieber-leber,2019,,Neo-Pop Art,https://uploads1.wikiart.org/00246/images/malte-sonnenfeld/nr-5.jpg!Large.jpg,figurative,,2019|2019; Germany,acrylic|mixed media,,,,
https://www.wikiart.org/en/ilya-repin/v-a-repina-1876,1876,,Realism,https://uploads6.wikiart.org/images/ilya-repin/v-a-repina-1876.jpg!Large.jpg,portrait,Lady|Gentleman,1876,oil|canvas,"Apartment Museum of Joseph Brodsky, Saint Petersburg, Russia",,,
https://www.wikiart.org/en/jack-youngerman/black-red-1962,1962,,Post-Painterly Abstraction,https://uploads0.wikiart.org/images/jack-youngerman/black-red-1962.jpg,abstract,Carmine,1962,,,,,
https://www.wikiart.org/en/pablo-picasso/drawing-nude-seated-in-armchair-1965,1965,,Naïve Art (Primitivism),https://uploads3.wikiart.org/images/pablo-picasso/drawing-nude-seated-in-armchair-1965.jpg!Large.jpg,genre painting,arts-and-crafts|female-nude|Sketch,1965,,,,Later Years,
https://www.wikiart.org/en/antonio-calderara/lettera-di-un-convalescente-1976,1976,,Minimalism,https://uploads2.wikiart.org/images/antonio-calderara/lettera-di-un-convalescente-1976.jpg,abstract,Pink|Text|Photograph|Font|Peach|Material property,1976,,,,,
https://www.wikiart.org/en/alex-katz/three-cows,,,Pop Art,https://uploads0.wikiart.org/images/alex-katz/three-cows.jpg!Large.jpg,animal painting,fields-and-plains,,,,,,
https://www.wikiart.org/en/oleksandr-hnylyzkyj/java-2005,2005,,Neo-Pop Art|Hyper-Realism,https://uploads6.wikiart.org/00155/images/oleksandr-hnylyzkyj/2005-3.jpg,figurative,Vehicle|Toy vehicle|Toy|Motorcycle|Automotive design,2005,,,Dacha. 2005,,Objects (Portrait of the Thing)
https://www.wikiart.org/en/alla-horska/warrior-of-the-golden-horde-sketch-of-a-theatrical-costume-1963,1963,,Naïve Art (Primitivism)|Expressionism,https://uploads8.wikiart.org/00126/images/alla-horska/warrior-of-the-golden-horde-sketch-of-a-theatrical-costume-1963.jpg!Large.jpg,sketch and study|design,Fictional character,1963,,,,,
https://www.wikiart.org/en/wilhelm-kotarbinski/martyr,,,Art Nouveau (Modern),https://uploads5.wikiart.org/images/wilhelm-kotarbinski/martyr.jpg,religious painting,punishments-and-tortures,,,,,,
https://www.wikiart.org/en/winslow-homer/the-coming-storm,,,Realism,https://uploads1.wikiart.org/images/winslow-homer/the-coming-storm.jpg!Large.jpg,landscape,Sky|Natural landscape|Tree,,graphite|paper|watercolor,,,,
https://www.wikiart.org/en/aubrey-beardsley/no-1,1896,,Art Nouveau (Modern),https://uploads1.wikiart.org/images/aubrey-beardsley/no-1.jpg!Large.jpg,design,designs-and-sketches|Vintage advertisement|Book cover,1896,,,,,
https://www.wikiart.org/en/alberto-carneiro/tree-game-toy-in-seven-mirrored-images-1974,1974,,Environmental (Land) Art,https://uploads3.wikiart.org/images/alberto-carneiro/tree-game-toy-in-seven-mirrored-images-1974.jpg,installation,,1974,,,,,
https://www.wikiart.org/en/allan-d-arcangelo/madonna-and-child-1963,1963,,Pop Art,https://uploads2.wikiart.org/images/allan-d-arcangelo/madonna-and-child-1963.jpg!Large.jpg,figurative,Hair,1963,,,,,
https://www.wikiart.org/en/lorenzo-belenguer/kate-moss-open-legs-1-2015,2015,London,Conceptual Art,https://uploads1.wikiart.org/00116/images/lorenzo-belenguer/kate-moss-open-legs-1-by-lorenzo-belenguer.jpg!Large.jpg,portrait,Magazine,"2015; London, United Kingdom|2015|London",mixed media,,Moda,,
https://www.wikiart.org/en/maurice-de-vlaminck/chatou,,,Fauvism|Neo-Impressionism,https://uploads6.wikiart.org/images/maurice-de-vlaminck/chatou.jpg!Large.jpg,cityscape,houses-and-buildings|boats-and-ships,,,,,,
https://www.wikiart.org/en/thomas-cole/landscape-american-lake-in-summer,,,Romanticism,https://uploads7.wikiart.org/images/thomas-cole/landscape-american-lake-in-summer.jpg!Large.jpg,landscape,lakes-and-ponds|forests-and-trees|Nature|Natural landscape|Sky|Bank|morning|Tree,,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/lalla-essaydi/bullet-8-2014,2014,,Contemporary,https://uploads6.wikiart.org/00299/images/lalla-essaydi/bullet-8.jpg,photo,Room|Sitting,2014,photography,,"Bullet, 2009-2014",,
https://www.wikiart.org/en/victor-zaretsky/poppies-1980-0,1980,,Abstract Expressionism|Art Nouveau (Modern),https://uploads4.wikiart.org/00158/images/victor-zaretsky/c1980-1.jpg!Large.jpg,flower painting,Orange|Coquelicot|Wildflower|Flower,1980,,,,,
https://www.wikiart.org/en/frederick-sommer/untitled-amputated-foot-1939,1939,,Surrealism,https://uploads7.wikiart.org/images/frederick-sommer/untitled-amputated-foot-1939.jpg!Large.jpg,photo,parts-of-human-body|Leg|Footwear|Joint|Jaw|Foot|Human body,1939; United States|1939,photography,,,,
https://www.wikiart.org/en/alfred-william-finch/helsinki-pakkahuoneen-ranta-illuminated-by-spotlights-1905,1905,,Neo-Impressionism,https://uploads7.wikiart.org/00329/images/alfred-william-finch/finch-helsingin-pakkahuoneen-ranta-valonheitt-jien-valaisemana.jpg!Large.jpg,marina,,1905,oil,,,,
https://www.wikiart.org/en/zenkei-shibayama/-6,,,Zen,https://uploads8.wikiart.org/images/shibayama-zenkei/-6.jpg!Large.jpg,calligraphy,,,,,,,
https://www.wikiart.org/en/honore-daumier/project-to-raise-a-statue-to-odilon-nimrod-1851,1851,,Realism,https://uploads0.wikiart.org/images/honore-daumier/project-to-raise-a-statue-to-odilon-nimrod.jpg,caricature,male-portraits,1851,,"Musée d'Orsay, Paris, France",,,
https://www.wikiart.org/en/theodor-severin-kittelsen/i-came-to-the-secret-springs-and-lakes-where-mooses-slake-their-thurst-jeg-kom-til-skjulte-1900,1900,,Neo-Romanticism,https://uploads1.wikiart.org/images/theodor-severin-kittelsen/i-came-to-the-secret-springs-and-lakes-where-mooses-slake-their-thurst-jeg-kom-til-skjulte-1900.jpg,animal painting,Wildlife|Antler|Elk|Horn|Tree|Snout,1900,,,Tirilil Tove,,
https://www.wikiart.org/en/gustave-caillebotte/view-of-the-sea-from-villerville,1882,,Impressionism,https://uploads5.wikiart.org/images/gustave-caillebotte/view-of-the-sea-from-villerville.jpg!Large.jpg,landscape,seas-and-oceans|fields-and-plains|Natural landscape|Natural environment|Tree|Sky|Meadow|Grass|Bank,1882,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/alexey-bogolyubov/easter-procession-in-yaroslavl-1863,1863,,Realism,https://uploads6.wikiart.org/images/alexey-bogolyubov/easter-procession-in-yaroslavl-1863.jpg!Large.jpg,genre painting,rivers-and-waterfalls|boats-and-ships|celebrations-and-festivals|rituals-and-traditions|Easter|Yaroslavl|Vehicle,1863,oil|canvas,,,,
https://www.wikiart.org/en/pablo-picasso/woman-with-guitar-and-piano-1911,1911,,Analytical Cubism,https://uploads8.wikiart.org/images/pablo-picasso/woman-with-guitar-and-piano-1911.jpg!Large.jpg,genre painting,,1911,oil|canvas,,,Cubist Period,
https://www.wikiart.org/en/alexander-roitburd/roitburd-vs-caravaggio-opus-009-2009,2009,,Transavantgarde,https://uploads7.wikiart.org/00155/images/alexander-roitburd/opus-009.jpg,figurative,Human,2009,oil|canvas,,Roitburd VS Caravaggio. 2009,,
https://www.wikiart.org/en/ernest-hebert/the-girls-of-alvito-1855,1855,,Romanticism|Academicism,https://uploads7.wikiart.org/00326/images/ernest-hebert/ernest-h-bert-les-filles-d-alvito.jpg!Large.jpg,genre painting,female-portraits|Ciociaro Costume,1855; Italy|1855,oil|canvas,,,,In Italy
https://www.wikiart.org/en/endre-bartos/sugovica-river-in-mourning-1979,1979,,Expressionism,https://uploads5.wikiart.org/images/endre-bartos/sugovica-river-in-mourning-1979.jpg,landscape,Tree,1979,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/charles-le-coeur-1874,1874,,Impressionism,https://uploads5.wikiart.org/images/pierre-auguste-renoir/charles-le-coeur-1874.jpg!Large.jpg,portrait,Gentleman|Male,1874,oil|canvas,"Musée d'Orsay, Paris, France",,Association with Impressionists,
https://www.wikiart.org/en/vincent-van-gogh/head-of-a-woman-7,1885,Nunen / Nuenen,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-7(1).jpg!Large.jpg,portrait,female-portraits,"c.1885; Nunen / Nuenen, Netherlands|1885|Nunen / Nuenen",ink|paper,"Van Gogh Museum, Amsterdam, Netherlands",,,
https://www.wikiart.org/en/rudolf-lang/iris-1978,1978,,Expressionism,https://uploads8.wikiart.org/00258/images/rudolf-lang/lang-ai-484-485.jpg!Large.jpg,figurative,birds|women-and-mirrors|Stock photography,1978,etching,,,,
https://www.wikiart.org/en/paul-cezanne/madame-cezanne-with-green-hat-1892,1895,,Post-Impressionism,https://uploads0.wikiart.org/images/paul-cezanne/madame-cezanne-with-green-hat-1892.jpg!Large.jpg,portrait,Male|Gentleman,1895,oil|canvas,"Barnes Foundation, Philadelphia, PA, US",,Final period,
https://www.wikiart.org/en/noguchi-isamu/floor-frame-remembering-india-1970,1970,,Post-Minimalism,https://uploads0.wikiart.org/images/isamu-noguchi/floor-frame-remembering-india-1970.jpg,sculpture,,1970,,,,,
https://www.wikiart.org/en/douglas-abdell/kranae-aekyad-1980,1980,,Abstract Art,https://uploads6.wikiart.org/00171/images/douglas-abdell/kranae-aekyad-douglas-abdell-1980-1.jpg!Large.jpg,sculpture,,1980|1980; United States,steel,,Aekyad,,
https://www.wikiart.org/en/ilya-kabakov/red-wagon-1991,1991,,Conceptual Art,https://uploads7.wikiart.org/00155/images/ilya-kabakov/red-wagon-1991.jpg,installation,,1991,,,,,
https://www.wikiart.org/en/jules-alexandre-grun/untitled-9,,,Post-Impressionism,https://uploads6.wikiart.org/00265/images/jules-alexandre-grun/ed7e53c8ca92.jpg!Large.jpg,poster,,,,,,,
https://www.wikiart.org/en/marie-bracquemond/pierre-bracquemond-painting-a-bouquet-of-flowers-1887,1887,,Impressionism,https://uploads6.wikiart.org/images/marie-bracquemond/pierre-bracquemond-painting-a-bouquet-of-flowers-1887.jpg!Large.jpg,portrait,1880s paintings from France,1887,,,,,
https://www.wikiart.org/en/pierre-bonnard/woman-washing-her-feet-1894,1894,,Post-Impressionism,https://uploads4.wikiart.org/images/pierre-bonnard/woman-washing-her-feet-1894.jpg!Large.jpg,genre painting,Mythology,1894,oil|panel,Private Collection,,,
https://www.wikiart.org/en/martin-chirino/el-viento-1980,1980,,Abstract Expressionism,https://uploads8.wikiart.org/images/martin-chirino/el-viento-1980.jpg,sculpture,Spiral,1980,,,,,
https://www.wikiart.org/en/theodore-roszak/spectre-of-kitty-hawk-1947,1947,,Abstract Art,https://uploads3.wikiart.org/images/theodore-roszak/spectre-of-kitty-hawk-1947.jpg,sculpture,Statue|Aviation,1947,brass|steel|bronze,"Museum of Modern Art (MoMA), New York City, NY, US",,,
