url,Create Date,Create Location,Date,image_url,Style,Genre,Media,tags,Location,Series,Period,Theme
https://www.wikiart.org/en/sadamasa-motonaga/sakuhin-eau-1956,1956,,1956,https://uploads5.wikiart.org/images/sadamasa-motonaga/sakuhin-eau-1956.jpg!Large.jpg,Art Informel,installation,,Building|Sky|Facade|Line|House|Mixed-use,,,,
https://www.wikiart.org/en/theo-van-doesburg/composition-study-1930,1930,,1930|1930; Germany,https://uploads2.wikiart.org/images/theo-van-doesburg/composition-study-1930.jpg!Large.jpg,Neoplasticism,sketch and study,,Line|Pink|Rectangle|Tints and shades,,,,
https://www.wikiart.org/en/salvador-dali/the-picnic,1921,,1921,https://uploads3.wikiart.org/images/salvador-dali/the-picnic.jpg,Expressionism,landscape,,Tree,,,Early Years (1917-1927),
https://www.wikiart.org/en/alex-colville/dog-and-priest-1978,1978,,1978,https://uploads3.wikiart.org/images/alex-colville/dog-and-priest-1978.jpg,Contemporary Realism,genre painting,,Dog|Canidae|Labrador retriever|Sporting Group|Dog breed,,,,
https://www.wikiart.org/en/martiros-sarian/lori-1925,1925,,1925; Armenia|1925,https://uploads4.wikiart.org/images/martiros-saryan/lori-1925.jpg,Expressionism,sketch and study,,mountains|Sketch,,,,
https://www.wikiart.org/en/amedeo-modigliani/portrait-of-the-mechanical-1917,1917,Paris,"1917; Paris, France|1917|Paris",https://uploads2.wikiart.org/images/amedeo-modigliani/portrait-of-the-mechanical-1917.jpg!Large.jpg,Expressionism,portrait,oil|canvas,male-portraits|Face|Chin|Forehead|Cheek|Gentleman,Private Collection,,,
https://www.wikiart.org/en/konstantin-makovsky/angels,1872,,1872,https://uploads6.wikiart.org/images/konstantin-makovsky/angels.jpg!Large.jpg,Academicism,religious painting,,angels-and-archangels|Mythology|Cupid,,,,
https://www.wikiart.org/en/bela-czobel/czobel-bela-nude-sitting,,,,https://uploads5.wikiart.org/00429/images/bela-czobel/cz-bel-b-la-nude-sitting.JPG!Large.JPG,,nude painting (nu),,,,,,
https://www.wikiart.org/en/sohrab-sepehri/untitled-19,,,,https://uploads3.wikiart.org/00109/images/sohrab-sepehri/a-29.jpg,Neo-Expressionism,abstract,,Brown,,,,
https://www.wikiart.org/en/leopoldo-metlicovitz/fleurs-de-mousse-1898,1898,,1898,https://uploads6.wikiart.org/00340/images/leopoldo-metlicovitz/leopoldo-metlicovitz-1898-fleurs-de-mousse-de-sauze-freres-parfumeurs-a-paris.jpg!Large.jpg,Art Nouveau (Modern),poster,,,,,,
https://www.wikiart.org/en/edouard-manet/the-painter-of-animals-1882,1882,Paris,"1882|Paris|1882; Paris, France",https://uploads3.wikiart.org/images/edouard-manet/the-painter-of-animals-1882.jpg!Large.jpg,Impressionism,portrait,pastel,male-portraits|Chin|Gentleman,Private Collection,,,
https://www.wikiart.org/en/william-turner/norham-castle-on-the-tweed,1822,,1822,https://uploads3.wikiart.org/images/william-turner/norham-castle-on-the-tweed.jpg!Large.jpg,Romanticism,cityscape,watercolor,houses-and-buildings|castles-and-fortresses|Water,,,,
https://www.wikiart.org/en/vincenzo-cabianca/peasant-woman-1862,1862,,1862,https://uploads6.wikiart.org/00331/images/vincenzo-cabianca/cabianca-vincenzo-contadina.jpg!Large.jpg,Realism,genre painting,oil|canvas,mother-and-child|1860s paintings from Italy,,,,
