url,Create Date,Create Location,Date,image_url,Style,Genre,tags,Media,Location,Period,Series,Theme
https://www.wikiart.org/en/zahrah-al-ghamdi/the-house-2019,2019,,2019,https://uploads0.wikiart.org/00333/images/zahrah-al-ghamdi/the-house-2019.jpg,Post-Minimalism|Environmental (Land) Art,installation,,,,,,
https://www.wikiart.org/en/kukryniksy/untitled-10,,,,https://uploads2.wikiart.org/images/kukryniksy/untitled-10.jpg!Large.jpg,Socialist Realism,caricature,famous-people|military-and-soldiers|justice-and-court|Second-World-War,,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-108,,,,https://uploads0.wikiart.org/images/zdislav-beksinski/untitled-565.jpg,Surrealism,symbolic painting,allegories-and-symbols|aircrafts,,,,,
https://www.wikiart.org/en/frederick-carl-frieseke/the-artists-wife-sewing,1923,,1923,https://uploads0.wikiart.org/00153/images/frederick-carl-frieseke/the-artist-s-wife-sewing-1923-1.jpg!Large.jpg,Impressionism,genre painting,Lady,,,,,
https://www.wikiart.org/en/m-c-escher/not_detected_204749,1956,,1956,https://uploads0.wikiart.org/images/m-c-escher/not_detected_204749.jpg,Op Art,tessellation,postcards|Pattern|Symmetry,,,,,
https://www.wikiart.org/en/joaqu-n-sorolla/maria-painting-in-el-pardo-1907,1907,,1907; Spain|1907,https://uploads0.wikiart.org/images/joaquin-sorolla/maria-painting-in-el-pardo-1907.jpg!Large.jpg,Impressionism,genre painting,arts-and-crafts|Pianist|Reading,oil|canvas,,,,
https://www.wikiart.org/en/maria-primachenko/ukrainian-bull-three-years-old-went-walking-through-the-woods-and-garners-strength-1983,1983,,1983,https://uploads4.wikiart.org/images/maria-prymachenko/ukrainian-bull-three-years-old-went-walking-through-the-woods-and-garners-strength-1983.jpg!Large.jpg,Naïve Art (Primitivism),animal painting,animals,paper|gouache,,,,
https://www.wikiart.org/en/moshe-kupferman/untitled-1969-1,1969,,1969,https://uploads1.wikiart.org/images/moshe-kupferman/untitled-1969-1.jpg,Abstract Expressionism,abstract,Pink|Tree,,,,,
https://www.wikiart.org/en/john-william-waterhouse/a-female-study-1894,1894,,1894,https://uploads4.wikiart.org/images/john-william-waterhouse/a-female-study-1894.jpg,Romanticism,sketch and study,Sketch|Figure drawing|Long hair,paper|chalk,,,,
https://www.wikiart.org/en/john-frederick-kensett/salt-meadow-in-october,,,,https://uploads0.wikiart.org/00381/images/john-frederick-kensett/3-salt-meadow-in-october-john-frederick-kensett.jpg!Large.jpg,Romanticism,landscape,,,,,,
https://www.wikiart.org/en/william-adolphe-bouguereau/integrity-1876,1876,,1876,https://uploads6.wikiart.org/00340/images/william-adolphe-bouguereau/369px-bouguereau-integrity.jpg!Large.jpg,Academicism|Neoclassicism,allegorical painting,,oil|canvas,,,,
https://www.wikiart.org/en/thomas-girtin/in-the-scotch-borders-near-dryburgh-1801,1801,,1801,https://uploads7.wikiart.org/images/thomas-girtin/in-the-scotch-borders-near-dryburgh-1801.jpg!Large.jpg,Romanticism,landscape,Nature|Natural landscape|Tree|Sky,,,,,
https://www.wikiart.org/en/andre-derain/view-of-collioure-1905,1905,,1905,https://uploads3.wikiart.org/00222/images/andre-derain/view-of-collioure-1905.jpg,Divisionism|Neo-Impressionism,landscape,Ecoregion,,,,,
https://www.wikiart.org/en/stanley-spencer/unveiling-cookham-war-memorial,,,,https://uploads8.wikiart.org/images/stanley-spencer/unveiling-cookham-war-memorial.jpg!Large.jpg,Neo-Romanticism,genre painting,allegories-and-symbols|Textile,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/the-sleeper-1880,1880,,1880,https://uploads0.wikiart.org/images/pierre-auguste-renoir/the-sleeper-1880.jpg!Large.jpg,Impressionism,portrait,Human,oil|canvas,Private Collection,Association with Impressionists,,
https://www.wikiart.org/en/pierre-auguste-renoir/gabrielle-jean-and-a-little-girl,1895,,1895,https://uploads7.wikiart.org/images/pierre-auguste-renoir/gabrielle-jean-and-a-little-girl.jpg!Large.jpg,Impressionism,genre painting,Child|Mother,oil|canvas,Private Collection,Later Years,,
https://www.wikiart.org/en/charles-maurin/the-dawn-of-of-the-dream-or-les-fleurs-du-mal,,,,https://uploads3.wikiart.org/images/charles-maurin/the-dawn-of-of-the-dream-or-les-fleurs-du-mal.jpg,Japonism,illustration,,,,,,
https://www.wikiart.org/en/leon-polk-smith/end-gable-1972,1972,,1972,https://uploads0.wikiart.org/images/leon-polk-smith/end-gable-1972.jpg,Hard Edge Painting,abstract,Flowerpot|Brown,,,,,
https://www.wikiart.org/en/ferdinand-hodler/tree-in-the-workshop-garden-1917,1917,,1917,https://uploads2.wikiart.org/images/ferdinand-hodler/tree-in-the-workshop-garden-1917.jpg!Large.jpg,Post-Impressionism,sketch and study,forests-and-trees|Tree|Woody plant|Botany|Plant|Branch,,,,,
https://www.wikiart.org/en/vincent-van-gogh/evening-the-end-of-the-day-after-millet-1889,1889,Saint-rémy-de-provence,"1889; Saint-rémy-de-provence, France|Saint-rémy-de-provence|1889",https://uploads8.wikiart.org/images/vincent-van-gogh/evening-the-end-of-the-day-after-millet-1889(1).jpg!Large.jpg,Post-Impressionism,genre painting,countryside|fields-and-plains|harvesting|People in nature|Human,oil|canvas,"Menard Art Museum, Komaki, Japan",,,
https://www.wikiart.org/en/clarence-white/the-cave-1901,1901,,1901,https://uploads7.wikiart.org/images/clarence-white/the-cave-1901.jpg,Pictorialism,photo,,,,,,
https://www.wikiart.org/en/konstantin-yuon/the-square-of-a-provincial-town-1912,1912,,1912,https://uploads5.wikiart.org/images/konstantin-yuon/the-square-of-a-provincial-town-1912.jpg!Large.jpg,Post-Impressionism,landscape,streets-and-squares|Vehicle,cardboard|gouache,,,,
https://www.wikiart.org/en/rufino-tamayo/la-gran-galaxia-1978,1978,,1978,https://uploads4.wikiart.org/images/rufino-tamayo/la-gran-galaxia-1978.jpg,Surrealism,figurative,,,,,,
https://www.wikiart.org/en/sergey-solomko/xvii-century,,,,https://uploads7.wikiart.org/images/sergey-solomko/xvii-century.jpg!Large.jpg,Art Nouveau (Modern),allegorical painting,time-and-age|walking,,,,,
https://www.wikiart.org/en/bernard-buffet/le-cirque-acrobate-la-bicyclette-1955,1955,,1955,https://uploads4.wikiart.org/images/bernard-buffet/le-cirque-acrobate-la-bicyclette-1955.jpg,Expressionism,genre painting,Bicycle wheel|Bicycle|Vehicle|Sketch,,,,,
https://www.wikiart.org/en/paul-cezanne/portrait-of-louis-guillaume,1880,,1880,https://uploads2.wikiart.org/images/paul-cezanne/portrait-of-louis-guillaume.jpg!Large.jpg,Post-Impressionism,portrait,Gentleman,oil|canvas,,Mature period,,
https://www.wikiart.org/en/pablo-picasso/self-portrait-1906-1,1906,,1906,https://uploads5.wikiart.org/images/pablo-picasso/self-portrait-1906-1.jpg!Large.jpg,Expressionism,self-portrait,male-portraits|famous-people|Pablo-Picasso|Face|Head|Forehead|Cheek|Chin|Nose|Eyebrow,oil|canvas,,Rose Period,,
https://www.wikiart.org/en/alfred-freddy-krupa/kupa-river-in-ladesici-2019,2019,,2019|2019; Croatia,https://uploads3.wikiart.org/00241/images/alfred-freddy-krupa/kupalade-i-i.jpg!Large.jpg,Ink and wash painting|Sumi-e (Suiboku-ga),landscape,Sketch,ink|feather|japanese paper,,,,
https://www.wikiart.org/en/jean-paul-jerome/silhouettes-1971,1971,,1971,https://uploads3.wikiart.org/images/jean-paul-jerome/silhouettes-1971.jpg,Hard Edge Painting,abstract,Water|Sketch,,,,,
https://www.wikiart.org/en/ancient-egyptian-painting/inlay-satyr-100,100 AD,,100 AD,https://uploads4.wikiart.org/00244/images/ancient-egyptian-painting/inlay-satyr-100-bc-100-ad.jpg!Large.jpg,Hellenistic,symbolic painting,,,,,,
https://www.wikiart.org/en/heorhiy-narbut/church-of-the-nativity-of-the-blessed-virgin-in-the-village-khokhlovka-chernigov-region-1912,1912,St. Petersburg,"St. Petersburg|1912; St. Petersburg, Russian Federation|1912",https://uploads6.wikiart.org/images/heorhiy-narbut/church-of-the-nativity-of-the-blessed-virgin-in-the-village-khokhlovka-chernigov-region-1912.jpg!Large.jpg,Art Nouveau (Modern),landscape,Building|Chapel|House|Estate|Church,paper|watercolor,,Petersburg period,,
https://www.wikiart.org/en/giorgio-de-chirico/self-portrait-5,1923,,1923,https://uploads5.wikiart.org/images/giorgio-de-chirico/self-portrait-5.jpg!Large.jpg,Neo-baroque,sketch and study,male-portraits|famous-people|Giorgio-de-Chirico|Head|Sketch,,,,,
https://www.wikiart.org/en/william-simpson/charge-of-the-heavy-cavalry-brigade-25th-octomber-1854-1855,1855,,1855,https://uploads1.wikiart.org/images/william-simpson/charge-of-the-heavy-cavalry-brigade-25th-octomber-1854-1855.jpg!Large.jpg,Realism,battle painting,Photograph|Stock photography|Mountain|Ecoregion|Geology,,,,,
https://www.wikiart.org/en/edwin-henry-landseer/alexander-and-diogenes,1848,,1848,https://uploads4.wikiart.org/images/edwin-henry-landseer/alexander-and-diogenes.jpg,Romanticism,animal painting,animals|dogs|Dog|Canidae|Ancient dog breeds,oil|canvas,"Tate Modern, London, UK",,,
https://www.wikiart.org/en/edouard-cortes/place-de-la-republique-4,,,,https://uploads1.wikiart.org/images/edouard-cortes/place-de-la-republique-4.jpg!Large.jpg,Post-Impressionism,cityscape,streets-and-squares|houses-and-buildings|Water|City|Reflection|Evening|Sky,,,,,
https://www.wikiart.org/en/raoul-dufy/jeanne-with-flowers-1907,1907,,1907,https://uploads5.wikiart.org/images/raoul-dufy/jeanne-with-flowers-1907.jpg,Post-Impressionism,portrait,flowers-and-plants|female-portraits,,,,,
https://www.wikiart.org/en/ronnie-landfield/blue-line-painting-1969,1969,,1969,https://uploads1.wikiart.org/images/ronnie-landfield/blue-line-painting-1969.jpg,Color Field Painting,abstract,Text|Beige,,,,,
https://www.wikiart.org/en/albert-bierstadt/estes-park-colorado,,,,https://uploads7.wikiart.org/images/albert-bierstadt/estes-park-colorado.jpg!Large.jpg,Luminism,landscape,snow-and-blizzard|forests-and-trees|mountains|Mountainous landforms|Mountain|Natural landscape|Nature|Mountain range|Valley|Alps|Wilderness|Highland,oil|paper,Private Collection,,,
https://www.wikiart.org/en/yosa-buson/the-narrow-road-to-the-deep-north-4,,,,https://uploads7.wikiart.org/images/yosa-buson/the-narrow-road-to-the-deep-north-4.jpg,Ink and wash painting,illustration,Sketch,,,,The Narrow Road to the Deep North by Matsuo Basho,
https://www.wikiart.org/en/charles-turner/james-montgomery-1819,1819,,1819,https://uploads7.wikiart.org/images/charles-turner/james-montgomery-1819.jpg!Large.jpg,Romanticism,portrait,Photograph|Gentleman,,,,,
https://www.wikiart.org/en/alphonse-mucha/monaco-monte-carlo-1897,1897,,1897,https://uploads5.wikiart.org/00380/images/alphonse-mucha/monaco-monte-carlo-alphonse-mucha.jpg!Large.jpg,Art Nouveau (Modern),poster,female-portraits|posters-and-advertisements,lithography,Private Collection,,,
https://www.wikiart.org/en/ivan-aivazovsky/pushkin-and-countess-raevskaya-by-the-sea-near-gurzuf-and-partenit-1886,1886,,1886,https://uploads4.wikiart.org/images/ivan-aivazovsky/pushkin-and-countess-raevskaya-by-the-sea-near-gurzuf-and-partenit-1886.jpg!Large.jpg,Romanticism,landscape,famous-people|seas-and-oceans|Alexander-Pushkin|Crimea|Crimean-Mountains|Sky|Sea|Natural landscape|Coast|morning|Shore|Ocean|sunlight,oil|canvas,,,,
https://www.wikiart.org/en/felicien-rops/the-satanic-calvary,1882,,1882,https://uploads4.wikiart.org/images/felicien-rops/the-satanic-calvary.jpg!Large.jpg,Symbolism,religious painting,Christianity|Satan|Calvary/Golgotha|Religious item|Mythology,,,,,
https://www.wikiart.org/en/jean-degottex/unknown-title,,,,https://uploads6.wikiart.org/images/jean-degottex/unknown-title.jpg,Minimalism,abstract,,,,,,
https://www.wikiart.org/en/andy-warhol/sylvester-stallone-1980,1980,,1980,https://uploads5.wikiart.org/images/andy-warhol/sylvester-stallone-1980.jpg,Pop Art,photo,Hair|Moustache|Face|Facial hair|Forehead|Beard|Chin|Nose|Hairstyle,,,,,
https://www.wikiart.org/en/ferdynand-ruszczyc/m-yn-zim-1897,1897,,1897,https://uploads3.wikiart.org/images/ferdynand-ruszczyc/m-yn-zim-1897.jpg!Large.jpg,Impressionism,landscape,,,,,,
https://www.wikiart.org/en/victor-brauner/theo-brauner,,,,https://uploads7.wikiart.org/images/victor-brauner/theo-brauner.jpg!Large.jpg,Impressionism,portrait,Face|Head|Chin|Lady|Cheek|Forehead,,,,,
https://www.wikiart.org/en/patrick-pietropoli/grande-vue-de-brooklyn-panoramique-4,2012,,2012,https://uploads7.wikiart.org/00114/images/patrick-pietropoli/grande-vue-de-brooklyn-panoramique-4-oil-on-linen-38x77-inches-2012-16-000.jpg!Large.jpg,Contemporary Realism,cityscape|veduta,New-York|Sky|Building,oil|linen,Private Collection,,,
https://www.wikiart.org/en/konstantin-yuon/near-the-pskov-s-cathederal-1917,1917,,1917,https://uploads1.wikiart.org/images/konstantin-yuon/near-the-pskov-s-cathederal-1917.jpg!Large.jpg,Post-Impressionism,cityscape,boats-and-ships|Pskov,cardboard|paper|gouache,,,,
https://www.wikiart.org/en/eva-gonzales/the-front-port,,,,https://uploads6.wikiart.org/images/eva-gonzales/the-front-port.jpg,Impressionism,cityscape,houses-and-buildings|boats-and-ships|Waterway,,,,,
https://www.wikiart.org/en/james-tissot/woman-in-an-interior,1885,,1885,https://uploads4.wikiart.org/images/james-tissot/woman-in-an-interior.jpg!Large.jpg,Realism,genre painting,furniture-and-decoration|floor-and-ceiling|1880s paintings from France,oil|canvas,,,,
https://www.wikiart.org/en/auguste-rodin/three-views-of-a-mask-1,1898,,1898|1895 - 1898; France,https://uploads8.wikiart.org/images/auguste-rodin/three-views-of-a-mask-1.jpg!Large.jpg,Impressionism,sculpture,characters-and-emotions|Stone carving|Relief|Carving|Statue,,,,,
https://www.wikiart.org/en/felix-vallotton/portrait-of-belgian-writer-poet-and-playwright-maurice-maeterlinck-1898,1898,,1898,https://uploads4.wikiart.org/images/felix-vallotton/portrait-of-belgian-writer-poet-and-playwright-maurice-maeterlinck-1898.jpg!Large.jpg,Art Nouveau (Modern),portrait,male-portraits|famous-people|Maurice-Maeterlinck|Face|Nose|Head|Cheek|Forehead|Eyebrow|Hairstyle|Eye|Organ,,,,Le Livre des masques,
https://www.wikiart.org/en/john-singer-sargent/richard-morris-hunt-1895,1895,,1895,https://uploads6.wikiart.org/images/john-singer-sargent/richard-morris-hunt-1895.jpg!Large.jpg,Realism,portrait,male-portraits|famous-people|Gentleman,oil|canvas,"Biltmore Estate, Asheville, NC, US",,,
https://www.wikiart.org/en/gustave-loiseau/autumn-near-saint-cyr-du-vaudreuil-1899,1899,,1899,https://uploads8.wikiart.org/images/gustave-loiseau/autumn-near-saint-cyr-du-vaudreuil-1899.jpg!Large.jpg,Post-Impressionism,landscape,forests-and-trees|Tree|Woody plant|Plant|Birch,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/maurizio-dandrea/mi-r-bb36-2022,2022,,2022,https://uploads2.wikiart.org/00466/images/maurizio-dandrea/mi-r-bb36-ex-aspirazioni-40x40.jpg!Large.jpg,Abstract Art,abstract,Symbol|Sigmund-Freud,canvas,,2021-2023,SERIES AFTER MAIR,"INCONSCIUS, JUNG, FREUD"
https://www.wikiart.org/en/theodor-severin-kittelsen/askeladden-og-trollet,,,,https://uploads2.wikiart.org/images/theodor-severin-kittelsen/askeladden-og-trollet(2).jpg,Neo-Romanticism,mythological painting,,,,,,
https://www.wikiart.org/en/wolf-kahn/putney-valley-1976,1976,,1976,https://uploads7.wikiart.org/images/wolf-kahn/putney-valley-1976.jpg,Figurative Expressionism,landscape,,,,,,
https://www.wikiart.org/en/roberto-matta/pyrocentre,,,,https://uploads4.wikiart.org/images/roberto-matta/pyrocentre.jpg!Large.jpg,Surrealism,symbolic painting,,,,,,
https://www.wikiart.org/en/m-c-escher/stars,1948,,1948,https://uploads5.wikiart.org/images/m-c-escher/stars.jpg!Large.jpg,Surrealism,figurative,Pattern,,,,,
https://www.wikiart.org/en/georgia-o-keeffe/pinons-with-cedar,,,,https://uploads4.wikiart.org/images/georgia-o-keeffe/pinons-with-cedar.jpg,Precisionism,landscape,flowers-and-plants|Tree|Branch|Plant|Botany|Woody plant,,,,,
https://www.wikiart.org/en/henri-de-toulouse-lautrec/reine-de-joie-1892,1892,,1892,https://uploads6.wikiart.org/images/henri-de-toulouse-lautrec/reine-de-joie-1892.jpg!Large.jpg,Art Nouveau (Modern),poster,couples|posters-and-advertisements|Text|Orange|Interaction|Font,,"Musee Toulouse-Lautrec, Albi, France",,,
https://www.wikiart.org/en/frank-cadogan-cowper/a-merciles-beaute-1906,1906,,1906,https://uploads4.wikiart.org/00190/images/frank-cadogan-cowper/a-merciles-beaut.jpg!Large.jpg,Art Nouveau (Modern)|Romanticism,portrait|literary painting,Lady,oil|canvas,,,,
https://www.wikiart.org/en/alfred-sisley/banks-of-the-loing-saint-mammes-1885,1885,,1885,https://uploads3.wikiart.org/images/alfred-sisley/banks-of-the-loing-saint-mammes-1885.jpg!Large.jpg,Impressionism,landscape,houses-and-buildings|rivers-and-waterfalls|Sky|Bank|House|Waterway|Tree|Rural area,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/claude-viallat/untitled-no-326-2001,2001,,2001,https://uploads5.wikiart.org/images/claude-viallat/untitled-no-326-2001.jpg,Color Field Painting,abstract,Pink,,,,,
https://www.wikiart.org/en/tivadar-kosztka-csontvary/pompeji-have-house-of-the-chirurgus-with-the-vesuv-1898,1898,,1898,https://uploads7.wikiart.org/images/tivadar-kosztka-csontvary/pompeji-have-house-of-the-chirurgus-with-the-vesuv-1898.jpg!Large.jpg,Post-Impressionism,cityscape,Column|Holy places|Building,,,,,
https://www.wikiart.org/en/jules-bastien-lepage/andre-theuriet-1878,1878,,1878,https://uploads8.wikiart.org/00329/images/jules-bastien-lepage/andr-theuriet-by-bastien-lepage-1878.jpg!Large.jpg,Realism,portrait,,oil,,,,
https://www.wikiart.org/en/vincent-van-gogh/lady-with-checked-dress-and-hat-1890,1890,Auvers-sur-oise,"1890|Auvers-sur-oise|1890; Auvers-sur-oise, France",https://uploads6.wikiart.org/images/vincent-van-gogh/lady-with-checked-dress-and-hat-1890.jpg!Large.jpg,Post-Impressionism,sketch and study,female-portraits|Sketch,paper|chalk,"Musée d'Orsay, Paris, France",,,
https://www.wikiart.org/en/henri-de-toulouse-lautrec/woman-in-a-chemise-standing-by-a-bed-madame-poupoule-1899,1899,,1899,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/woman-in-a-chemise-standing-by-a-bed-madame-poupoule-1899.jpg!Large.jpg,Post-Impressionism,genre painting,female-nude|Lady,panel|oil,Private Collection,,,
https://www.wikiart.org/en/alexander-calder/abstraction-1966,1966,,1966,https://uploads4.wikiart.org/images/alexander-calder/abstraction-1966.jpg!Large.jpg,Abstract Art,abstract,Logo,,,MONUMENTAL WORKS: 1963–1976,,
https://www.wikiart.org/en/gustave-moreau/giotto,1882,,1882,https://uploads1.wikiart.org/images/gustave-moreau/giotto.jpg!Large.jpg,Symbolism,portrait,male-portraits|famous-people|Giotto-di-Bondone|Lady|1880s paintings from France,watercolor,,,,
https://www.wikiart.org/en/armando-montaner-valdueza/bearded-man,1888,,1888,https://uploads0.wikiart.org/00312/images/armando-montaner-valdueza/armando-montaner-valdueza-hombre-con-barba.jpg!Large.jpg,Realism,portrait,Chin|Beard|Facial hair,oil,,,,
https://www.wikiart.org/en/gustave-moreau/self-portrait-1850,1850,,1850,https://uploads4.wikiart.org/images/gustave-moreau/self-portrait-1850.jpg!Large.jpg,Romanticism,portrait|self-portrait,male-portraits|famous-people|self-portrait,oil|canvas,"Musée National Gustave Moreau, Paris, France",,,
https://www.wikiart.org/en/john-singer-sargent/landscape-olive-trees-corfu-1909,1909,,1909,https://uploads5.wikiart.org/images/john-singer-sargent/landscape-olive-trees-corfu-1909.jpg!Large.jpg,Impressionism,landscape,forests-and-trees|Natural landscape|Sky|Tree,watercolor,Private Collection,,,
https://www.wikiart.org/en/pablo-picasso/skull-urchins-and-lamp-on-a-table-1943,1943,,1943,https://uploads5.wikiart.org/images/pablo-picasso/skull-urchins-and-lamp-on-a-table-1943.jpg!Large.jpg,Cubism,vanitas,lamps-and-candles|skeletons-and-skulls,oil|wood,"Musée Picasso, Paris, France",Neoclassicist & Surrealist Period,,
https://www.wikiart.org/en/ivan-shishkin/forest-landscape-with-herons-1870,1870,,1870,https://uploads0.wikiart.org/images/ivan-shishkin/forest-landscape-with-herons-1870.jpg!Large.jpg,Realism,landscape,birds|rivers-and-waterfalls|forests-and-trees|herons|Natural landscape|Nature|Tree|Forest|Natural environment|Woodland|Sky|Wilderness|Old-growth forest|Nature reserve,oil|canvas,,,,
https://www.wikiart.org/en/maxime-lalanne/cascade-de-c-rizet-cauteretz-i-e-cauterets,,,,https://uploads1.wikiart.org/images/maxime-lalanne/cascade-de-c-rizet-cauteretz-i-e-cauterets.jpg!Large.jpg,Realism,landscape,Photograph|Water|Tree|Stream|Watercourse|Stock photography,,,,,
https://www.wikiart.org/en/camille-pissarro/afternoon-sun-the-inner-harbor-dieppe-1902,1902,,1902,https://uploads3.wikiart.org/images/camille-pissarro/afternoon-sun-the-inner-harbor-dieppe-1902.jpg!Large.jpg,Impressionism,cityscape,moles-and-embankments|Normandy|Water|Waterway,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/sir-lawrence-alma-tadema/catullus-at-lesbia-s-1865,1865,,1865,https://uploads8.wikiart.org/images/alma-tadema-lawrence/catullus-at-lesbia-s-1865.jpg!Large.jpg,Romanticism,genre painting,,oil,Private Collection,,,
https://www.wikiart.org/en/edouard-cortes/place-pigalle-winter,,,,https://uploads6.wikiart.org/images/edouard-cortes/place-pigalle-winter.jpg!Large.jpg,Post-Impressionism,cityscape,streets-and-squares|houses-and-buildings|winter|Snow|Freezing|Winter storm,,,,,
