url,Create Date,Create Location,Style,image_url,Genre,Location,tags,Media,Date,Series,Period
https://www.wikiart.org/en/frank-mason/the-magic-hat-1982,1982,,Classical Realism,https://uploads7.wikiart.org/00314/images/frank-mason/the-magic-hat-1982.jpg!Large.jpg,genre painting,,,,1982,,
https://www.wikiart.org/en/frank-mason/sicilian-pitcher-1982,1982,,Classical Realism,https://uploads1.wikiart.org/00314/images/frank-mason/sicilian-pitcher-1982.jpg!Large.jpg,still life,,Still life photography|Jug|Drinkware|Serveware|Tableware,,1982,,
https://www.wikiart.org/en/frank-mason/view-of-maria-del-salute-venice-1982,1982,,Classical Realism,https://uploads7.wikiart.org/00314/images/frank-mason/view-of-maria-del-salute-venice-1982.jpg!Large.jpg,landscape,,,,1982,,
https://www.wikiart.org/en/frank-mason/salome-1983,1983,,Classical Realism,https://uploads0.wikiart.org/00314/images/frank-mason/salome-1983.jpg!Large.jpg,nude painting (nu)|religious painting,,,,1983,,
https://www.wikiart.org/en/frank-mason/olympia-1983,1983,,Classical Realism,https://uploads1.wikiart.org/00314/images/frank-mason/olympia-1983.jpg!Large.jpg,mythological painting|nude painting (nu),,Mythology,,1983,,
https://www.wikiart.org/en/frank-mason/art-students-1983-0,1983,,Classical Realism,https://uploads6.wikiart.org/00314/images/frank-mason/art-students-1983.jpg!Large.jpg,genre painting|interior,,,,1983,,
https://www.wikiart.org/en/frank-mason/rooftops-venice-1983,1983,,Classical Realism,https://uploads0.wikiart.org/00314/images/frank-mason/rooftops-venice-1983.jpg!Large.jpg,landscape|cloudscape,,Sky|Evening|Afterglow|morning|Red sky at morning|Cloud,,1983,,
https://www.wikiart.org/en/frank-mason/dr-james-graves-artist-and-educator-1983,1983,,Classical Realism,https://uploads2.wikiart.org/00314/images/frank-mason/dr-james-graves-artist-and-educator-1983.jpg!Large.jpg,portrait,,,,1983,,
https://www.wikiart.org/en/frank-mason/art-students-1983,1983,,Classical Realism,https://uploads7.wikiart.org/00279/images/frank-mason/art-students.jpg!Large.jpg,interior,,,canvas|oil,1983,,
https://www.wikiart.org/en/frank-mason/lute-player-espagna-1984,1984,,Classical Realism,https://uploads4.wikiart.org/00314/images/frank-mason/lute-player-espagna-1984.jpg!Large.jpg,genre painting,,Sitting,,1984,,
https://www.wikiart.org/en/frank-mason/spanish-dancer-1984,1984,,Classical Realism,https://uploads8.wikiart.org/00314/images/frank-mason/spanish-dancer-1984.jpg!Large.jpg,portrait,,Human,,1984,,
https://www.wikiart.org/en/frank-mason/la-campagna-1984,1984,,Classical Realism,https://uploads5.wikiart.org/00314/images/frank-mason/la-campagna-1984.jpg!Large.jpg,mythological painting,,Ecoregion,,1984,,
https://www.wikiart.org/en/frank-mason/the-forge-1984,1984,,Classical Realism,https://uploads3.wikiart.org/00314/images/frank-mason/the-forge-1984.jpg!Large.jpg,mythological painting|genre painting,,Human,,1984,,
https://www.wikiart.org/en/frank-mason/skinny-dip-1984,1984,,Classical Realism,https://uploads4.wikiart.org/00314/images/frank-mason/skinny-dip-1984.jpg!Large.jpg,mythological painting|nude painting (nu),,Mythology,,1984,,
https://www.wikiart.org/en/frank-mason/chess-game-1985,1985,,Classical Realism,https://uploads4.wikiart.org/00314/images/frank-mason/chess-game-1985.jpg!Large.jpg,genre painting,,,,1985,,
https://www.wikiart.org/en/frank-mason/santa-fe-fisherman-1985,1985,,Classical Realism,https://uploads3.wikiart.org/00314/images/frank-mason/santa-fe-fisherman-1985.jpg!Large.jpg,landscape,,Sky,,1985,,
https://www.wikiart.org/en/frank-mason/colonel-earl-red-blaik-1986,1986,,Classical Realism,https://uploads7.wikiart.org/00314/images/frank-mason/colonel-earl-red-blaik-1986.jpg!Large.jpg,portrait,,Clothing|Standing|Footwear|fashion|Leg|Knee|Outerwear,,1986,,
https://www.wikiart.org/en/frank-mason/madame-w-1986,1986,,Classical Realism,https://uploads3.wikiart.org/00279/images/frank-mason/madame-w.jpg!Large.jpg,portrait,,,oil|canvas,1986,,
https://www.wikiart.org/en/frank-mason/jennifer-in-picture-hat-1986,1986,,Classical Realism,https://uploads0.wikiart.org/00279/images/frank-mason/jennifer-in-picture-hat.jpg!Large.jpg,portrait,,,canvas|oil,1986,,
https://www.wikiart.org/en/frank-mason/la-toilette-1987,1987,,Classical Realism,https://uploads5.wikiart.org/00314/images/frank-mason/la-toilette-1987.jpg!Large.jpg,nude painting (nu),,,,1987,,
https://www.wikiart.org/en/frank-mason/fiona-1987,1987,,Classical Realism,https://uploads8.wikiart.org/00314/images/frank-mason/fiona-1987.jpg!Large.jpg,portrait,,Beauty,,1987,,
https://www.wikiart.org/en/frank-mason/yellow-lily-1988,1988,,Classical Realism,https://uploads5.wikiart.org/00314/images/frank-mason/yellow-lily-1988.jpg!Large.jpg,flower painting,,Still life photography|Flower|Plant,,1988,,
https://www.wikiart.org/en/frank-mason/woodland-elf-1988,1988,,Classical Realism,https://uploads6.wikiart.org/00314/images/frank-mason/woodland-elf-1988.jpg!Large.jpg,still life,,Organism,,1988,,
https://www.wikiart.org/en/frank-mason/the-rehearsal-1989,1989,,Classical Realism,https://uploads7.wikiart.org/00314/images/frank-mason/the-rehearsal-1989.jpg!Large.jpg,genre painting|interior,,,,1989,,
https://www.wikiart.org/en/frank-mason/winter-sea-bald-head-maine-1989,1989,,Classical Realism,https://uploads2.wikiart.org/00314/images/frank-mason/winter-sea-bald-head-maine-1989.jpg!Large.jpg,marina,,Sky|Natural landscape|Atmospheric phenomenon|Cloud|Atmosphere|Wave|Wind wave|Sea,,1989,,
https://www.wikiart.org/en/frank-mason/venus-of-broome-street-1990,1990,,Classical Realism,https://uploads7.wikiart.org/00314/images/frank-mason/venus-of-broome-street-1990.jpg!Large.jpg,nude painting (nu),,Human|Mythology,,1990,,
https://www.wikiart.org/en/frank-mason/jennifer-in-venice-1991,1991,,Classical Realism,https://uploads3.wikiart.org/00314/images/frank-mason/jennifer-in-venice-1991.jpg!Large.jpg,portrait,,Long hair,,1991,,
https://www.wikiart.org/en/frank-mason/the-furies-1992,1992,,Classical Realism,https://uploads4.wikiart.org/00314/images/frank-mason/the-furies-1992.jpg!Large.jpg,mythological painting,,Mythology,,1992,,
https://www.wikiart.org/en/frank-mason/christ-in-the-garden-of-gethsemeue-1992,1992,,Classical Realism,https://uploads1.wikiart.org/00314/images/frank-mason/christ-in-the-garden-of-gethsemeue-1992.jpg!Large.jpg,religious painting,,Human,,1992,,
https://www.wikiart.org/en/frank-mason/noli-me-tangere-1992,1992,,Classical Realism,https://uploads0.wikiart.org/00314/images/frank-mason/noli-me-tangere-1992.jpg!Large.jpg,religious painting,,,,1992,,
https://www.wikiart.org/en/frank-mason/st-paul-on-the-road-to-damascus-1992,1992,,Classical Realism,https://uploads7.wikiart.org/00314/images/frank-mason/st-paul-on-the-road-to-damascus-1992.jpg!Large.jpg,religious painting,,,,1992,,
https://www.wikiart.org/en/frank-mason/christ-before-pilate-1992,1992,,Classical Realism,https://uploads5.wikiart.org/00314/images/frank-mason/christ-before-pilate-1992.jpg!Large.jpg,religious painting,,,,1992,,
https://www.wikiart.org/en/frank-mason/woman-with-umbrella-1992,1992,,Classical Realism,https://uploads4.wikiart.org/00314/images/frank-mason/woman-with-umbrella-1992.jpg!Large.jpg,portrait,,,,1992,,
https://www.wikiart.org/en/frank-mason/scott-1992,1992,,Classical Realism,https://uploads8.wikiart.org/00314/images/frank-mason/scott-1992.jpg!Large.jpg,portrait,,Sitting,,1992,,
https://www.wikiart.org/en/frank-mason/girl-in-straw-hat-1994,1994,,Classical Realism,https://uploads2.wikiart.org/00314/images/frank-mason/girl-in-straw-hat-1994.jpg!Large.jpg,portrait,,,,1994,,
https://www.wikiart.org/en/frank-mason/doubting-thomas-at-table-1995,1995,,Classical Realism,https://uploads0.wikiart.org/00314/images/frank-mason/doubting-thomas-at-table-1995.jpg!Large.jpg,religious painting,,Mythology,,1995,,
https://www.wikiart.org/en/frank-mason/jesus-confounding-the-elders-1996,1996,,Classical Realism,https://uploads4.wikiart.org/00314/images/frank-mason/jesus-confounding-the-elders-1996.jpg!Large.jpg,religious painting,,,,1996,,
https://www.wikiart.org/en/frank-mason/donatello-allegory-1997,1997,,Classical Realism,https://uploads3.wikiart.org/00314/images/frank-mason/donatello-allegory-1997.jpg!Large.jpg,allegorical painting|nude painting (nu),,Mythology,,1997,,
https://www.wikiart.org/en/frank-mason/mohegan-harbor-1997,1997,,Classical Realism,https://uploads8.wikiart.org/00314/images/frank-mason/mohegan-harbor-1997.jpg!Large.jpg,marina,,Wave|Ocean|Wind wave|Sea|Tide|Water|Sky,,1997,,
https://www.wikiart.org/en/frank-mason/before-the-storm-nova-scotia-1951-2000,2000,,Classical Realism,https://uploads0.wikiart.org/00314/images/frank-mason/before-the-storm-nova-scotia-1951-2000.jpg!Large.jpg,genre painting,,Sky,,2000,,
https://www.wikiart.org/en/frank-mason/pink-roses-in-brandy-glass-2000,2000,,Classical Realism,https://uploads2.wikiart.org/00314/images/frank-mason/pink-roses-in-brandy-glass-2000.jpg!Large.jpg,flower painting,,Still life photography|Garden roses|Flower|Cut flowers|Bouquet|Rose|Plant,,2000,,
https://www.wikiart.org/en/frank-mason/woman-in-black-2000,2000,,Classical Realism,https://uploads0.wikiart.org/00279/images/frank-mason/woman-in-black.jpg!Large.jpg,portrait,,,oil|canvas,2000,,
