url,Create Date,Create Location,image_url,Date,Style,Genre,tags,Media,Location,Series,Period,Theme
https://www.wikiart.org/en/ivan-shishkin/polesye-1883,1883,,https://uploads6.wikiart.org/images/ivan-shishkin/polesye-1883.jpg!Large.jpg,1883,Realism,landscape,roads-and-vehicles|forests-and-trees|Polesye|Tree|Vehicle,,,,,
https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896-2,1896,,https://uploads4.wikiart.org/images/ogata-gekko/nihon-hana-zue-1896-2.jpg!Large.jpg,1896,Ukiyo-e,genre painting,Botany,,,,,
https://www.wikiart.org/en/man-ray/untitled-2,1915,,https://uploads7.wikiart.org/images/man-ray/untitled-2.jpg!Large.jpg,1915,Cubism,still life,,oil|canvas,,,,
https://www.wikiart.org/en/ferdinand-hodler/lumberjack-1910,1910,,https://uploads2.wikiart.org/images/ferdinand-hodler/lumberjack-1910.jpg,1910,Art Nouveau (Modern),genre painting,handwork,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/after-bathing-seated-female-nude,,,https://uploads7.wikiart.org/images/pierre-auguste-renoir/after-bathing-seated-female-nude.jpg!Large.jpg,,Impressionism,nude painting (nu),Mythology,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/alfred-sisley/the-plain-of-veneux-view-of-sablons-1884,1884,,https://uploads7.wikiart.org/images/alfred-sisley/the-plain-of-veneux-view-of-sablons-1884.jpg!Large.jpg,1884,Impressionism,landscape,fields-and-plains|forests-and-trees|Tree|Grass family|Grass|Grassland,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/ivan-vladimirov/lenin-and-stalin-in-the-summer-of-1917,,,https://uploads6.wikiart.org/images/ivan-vladimirov/lenin-and-stalin-in-the-summer-of-1917.jpg,,Socialist Realism,portrait,male-portraits|famous-people|Joseph-Stalin|Vladimir-Lenin,,,,,
https://www.wikiart.org/en/endre-balint/my-room-at-the-bindendorfs-1937,1937,,https://uploads6.wikiart.org/images/endre-balint/my-room-at-the-bindendorfs-1937.jpg!Large.jpg,1937,Expressionism,interior,Room,,,,,
https://www.wikiart.org/en/nuri-iyem/untitled-portrait-1,,,https://uploads1.wikiart.org/00164/images/nuri-iyem/nuri-iyem-1915-2005-portre-1.jpg,,Social Realism,portrait,female-portraits|Face|Head|Cheek|Nose|Chin|Forehead,oil|fiberboard,,,,
https://www.wikiart.org/en/evgeniy-evgenevich/caucasian-still-life-1918,1918,,https://uploads7.wikiart.org/00149/images/evgeniy-evgenevich/dsc01104.jpg!Large.jpg,1918,,still life,Still life photography|Jug,oil,,,,
https://www.wikiart.org/en/minas-avetisyan/valya,,,https://uploads8.wikiart.org/00407/images/minas-avetisyan/21469-b.jpg!Large.jpg,,Fauvism,,,oil,,,,
https://www.wikiart.org/en/niko-pirosmani/bear-with-her-cubs,,,https://uploads7.wikiart.org/images/niko-pirosmani/bear-with-her-cubs(1).jpg!Large.jpg,,Naïve Art (Primitivism),wildlife painting,bears|Mammal|Elephant|sheep|Terrestrial animal|Elephants and Mammoths|Wildlife,oil|cardboard,"Niko Pirosmanashvili Museum, Mirzaani, Georgia",,,
https://www.wikiart.org/en/erro/le-mirroir-2007,2007,,https://uploads8.wikiart.org/images/erro/le-mirroir-2007.jpg,2007,Pop Art,figurative,Graphic design,,,,,
https://www.wikiart.org/en/utagawa-kuniyoshi/the-sumo-wrestler-1,,,https://uploads8.wikiart.org/images/utagawa-kuniyoshi/the-sumo-wrestler-1.jpg!Large.jpg,,Ukiyo-e,portrait,male-portraits|Combat sport|Wrestling|Contact sport|Individual sports|Muscle|Abdomen|Wrestler|Barechested|Chest,,,,,
https://www.wikiart.org/en/gustave-dore/discovery-of-the-true-cross-1877,1877,,https://uploads7.wikiart.org/images/gustave-dore/discovery-of-the-true-cross-1877.jpg!Large.jpg,1877,Romanticism,illustration,knights-and-warriors|priests-and-sacraments|fictional-characters|J-F.-Michaud-'Bibliotheque-des-Croisades'|Holy places|Stock photography,lithography,Private Collection,Bibliotheque des Croisades,,
https://www.wikiart.org/en/matthew-smith/standing-nude-holding-a-fan-1925,1925,,https://uploads6.wikiart.org/00229/images/matthew-smith/standing-nude-holding-a-fan-1925.jpg!Large.jpg,1925,Expressionism,nude painting (nu),,,,,,
https://www.wikiart.org/en/philip-evergood/workers-houses-flushing-bay-1945,1945,,https://uploads4.wikiart.org/00322/images/philip-evergood/workers-houses-flushing-bay-1935-1945.jpg!Large.jpg,1945,Social Realism,landscape,,,,,,
https://www.wikiart.org/en/m-c-escher/san-cosimo-ravello,1932,,https://uploads8.wikiart.org/images/m-c-escher/san-cosimo-ravello.jpg,1932,Surrealism,cityscape,houses-and-buildings|walls-and-staircases|Photograph|Monochrome photography|Stock photography|Building,,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/still-life-with-fruit-1881,1881,,https://uploads1.wikiart.org/images/pierre-auguste-renoir/still-life-with-fruit-1881.jpg!Large.jpg,1881,Impressionism,still life,Still life photography|Fruit|Plant,oil|canvas,"Art Institute of Chicago, Chicago, IL, US",,Rejection of Impressionism,
https://www.wikiart.org/en/amedeo-modigliani/leon-indenbaum-1915,1915,Paris,https://uploads8.wikiart.org/images/amedeo-modigliani/leon-indenbaum-1915.jpg!Large.jpg,"1915; Paris, France|1915|Paris",Expressionism,portrait,male-portraits|Face|Head|Chin|Cheek|Forehead,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/khimich-yuriy-ivanovich/sofiya-vid-so-storony-kolokolni-1960,1960,,https://uploads4.wikiart.org/00190/images/khimich-yuriy-ivanovich/1135.jpg!Large.jpg,c.1960; Ukraine|1960,Post-Impressionism,cityscape,Landmark|Place of worship|Byzantine architecture|Building|Facade|Mosque,gouache,,,,
https://www.wikiart.org/en/paul-gauguin/vairumati-1892,1892,,https://uploads7.wikiart.org/images/paul-gauguin/vairumati-1892.jpg!Large.jpg,1892; French Polynesia|1892,Post-Impressionism,portrait,female-portraits|Human|Mythology,oil|canvas,"Musée d'Orsay, Paris, France",,1st Tahiti period,
https://www.wikiart.org/en/harrison-fisher/untitled-48,,,https://uploads7.wikiart.org/images/harrison-fisher/untitled-48.jpg!Large.jpg,,Kitsch,design,,,,,,
https://www.wikiart.org/en/alexandre-gabriel-decamps/the-beggars,,,https://uploads7.wikiart.org/00297/images/alexandre-gabriel-decamps/alexandre-gabriel-decamps-1803-1860-the-beggars-ng-1045-national-galleries-of-scotland.jpg!Large.jpg,,Romanticism|Orientalism,genre painting,,oil|canvas,"Scottish National Gallery, Edinburgh, UK",,,
https://www.wikiart.org/en/vladimir-makovsky/at-noon-1879,1879,,https://uploads1.wikiart.org/images/vladimir-makovsky/at-noon-1879.jpg!Large.jpg,1879; Russian Federation|1879,Realism,genre painting,markets-and-shops|military-and-soldiers|Event,oil|canvas,"Tretyakov Gallery, Moscow, Russia",,,
https://www.wikiart.org/en/peder-severin-kroyer/artist-s-house-in-skagen-plantation-1908,1908,,https://uploads5.wikiart.org/images/peder-severin-kroyer/artist-s-house-in-skagen-plantation-1908.jpg!Large.jpg,1908,Impressionism,landscape,Tree|Nature|Natural landscape|Leaf|autumn|Woody plant,,,,,
https://www.wikiart.org/en/zinaida-serebriakova/portrait-of-a-boy,1910,,https://uploads0.wikiart.org/images/zinaida-serebriakova/portrait-of-a-boy.jpg!Large.jpg,1910,Art Nouveau (Modern),portrait,children portraits|Lady,,,,,
https://www.wikiart.org/en/henri-pierre-picou/an-idyll-of-marriage,,,https://uploads0.wikiart.org/00339/images/henri-pierre-picou/picou-henri-pierre-an-idyll-of-marriage.jpg,,Academicism,allegorical painting,,oil,,,,
https://www.wikiart.org/en/august-macke/portrait-of-franz-marc,1910,,https://uploads6.wikiart.org/images/august-macke/portrait-of-franz-marc.jpg!Large.jpg,1910,Expressionism,portrait,male-portraits,oil|paper,,,,
https://www.wikiart.org/en/henri-martin/my-house,,,https://uploads1.wikiart.org/images/henri-martin/my-house.jpg!Large.jpg,,Pointillism,landscape,flowers-and-plants|cottages-and-farmhouses|forests-and-trees|Bank|Textile,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/alfred-freddy-krupa/deep-in-the-snowy-night-2015,2015,Karlovac,https://uploads7.wikiart.org/00205/images/alfred-freddy-krupa/15137526-10210846280730712-780692706794711273-o.jpg!Large.jpg,"2015|Karlovac|2015; Karlovac, Croatia",Street Photography,cityscape,Darkness|Light|monochrome|night|Monochrome photography|Sky|Line,photography,,,,
https://www.wikiart.org/en/henry-van-de-velde/woman-reading-1891,1891,,https://uploads8.wikiart.org/00329/images/henry-van-de-velde/woman-reading-c-1891.jpg!Large.jpg,1891,Neo-Impressionism,genre painting,,,,,,
https://www.wikiart.org/en/vladimir-tretchikoff/zulu-maiden-0,,,https://uploads4.wikiart.org/00231/images/vladimir-tretchikoff/zulu-maiden-2.jpg!Large.jpg,,Kitsch,portrait,Water|Head|Beauty|Human|Neck,,,,,
https://www.wikiart.org/en/felix-vallotton/french-poet-paul-verlaine-1896,1896,,https://uploads8.wikiart.org/images/felix-vallotton/french-poet-paul-verlaine-1896.jpg!Large.jpg,1896,Art Nouveau (Modern),caricature,male-portraits|famous-people,,,,,
https://www.wikiart.org/en/walter-sickert/jack-the-rippers-bedroom-1907,1907,,https://uploads0.wikiart.org/00221/images/walter-sickert/jack-the-ripper-s-bedroom.jpg!Large.jpg,1907,,interior,Brown,oil|canvas,"Manchester Art Gallery, Manchester, UK",,,
https://www.wikiart.org/en/richard-oelze/in-eigenem-garten-1968,1968,,https://uploads6.wikiart.org/images/richard-oelze/in-eigenem-garten-1968.jpg,1968,Surrealism,landscape,,,,,,
https://www.wikiart.org/en/charles-tunnicliffe/mallards-and-magnolias,,,https://uploads7.wikiart.org/images/charles-tunnicliffe/mallards-and-magnolias(1).jpg!Large.jpg,,Naturalism,wildlife painting,"animals|birds|Bird|Water bird|Duck|Ducks, geese and swans|Beak|Waterfowl",,,,,
https://www.wikiart.org/en/jean-dubuffet/the-cow-with-the-subtle-nose-1954,1954,,https://uploads8.wikiart.org/images/jean-dubuffet/the-cow-with-the-subtle-nose-1954.jpg,1954,Art Brut,animal painting,Bovine|Bull|Ox|Livestock|Cow-goat family|Terrestrial animal|Dairy cow|Organism,oil|enamel|canvas,"Museum of Modern Art (MoMA), New York City, NY, US",,,
https://www.wikiart.org/en/albert-bierstadt/western-kansas-1875,1875,,https://uploads7.wikiart.org/images/albert-bierstadt/western-kansas-1875.jpg!Large.jpg,1875,Luminism,landscape,animals|rivers-and-waterfalls|twilight-and-night|forests-and-trees|Natural landscape|Sky|Nature|Atmospheric phenomenon|morning|Tree|Sunrise|Atmosphere,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/bela-czobel/bela-czobe-fleurs-el-fruits-1946,,,https://uploads2.wikiart.org/00398/images/bela-czobel/bela-czobe-fleurs-el-fruits-1946.JPG!Large.JPG,,,,,,,,,
https://www.wikiart.org/en/leon-bakst/nijinsky-s-faun-costume-in-l-apres-midi-d-un-faune-from-the-front-cover-of-the-programme-for-1912-1,1912,,https://uploads7.wikiart.org/images/leon-bakst/nijinsky-s-faun-costume-in-l-apres-midi-d-un-faune-by-claude-debussy-from-the-front-cover-of-1912.jpg!Large.jpg,1912,Art Nouveau (Modern),design,designs-and-sketches|costume design,lithography,,,,
https://www.wikiart.org/en/pierre-soulages/peinture-21-juillet-1958-1958,1958,,https://uploads6.wikiart.org/images/pierre-soulages/peinture-21-juillet-1958-1958.jpg,1958,Tachisme,abstract,Line,oil,,,,
https://www.wikiart.org/en/carmen-herrera/blue-with-orange-1984,1984,,https://uploads6.wikiart.org/images/carmen-herrera/blue-with-orange-1984.jpg,1984,Color Field Painting,abstract,Orange|Rectangle|Line|Construction paper,,,,,
https://www.wikiart.org/en/ivan-aivazovsky/self-portrait-1892,1892,,https://uploads5.wikiart.org/images/ivan-aivazovsky/self-portrait-1892.jpg!Large.jpg,1892,Romanticism,self-portrait,male-portraits|famous-people|Ivan-Aivazovsky|Lady|Gentleman,,,,,
https://www.wikiart.org/en/seen/superman-piece-new-york-1980,1980,,https://uploads3.wikiart.org/images/seen/superman-piece-new-york-1980.jpg,1980,Street art,graffiti,Fictional character,,,,,
https://www.wikiart.org/en/henry-raeburn/boy-and-rabbit,1814,,https://uploads8.wikiart.org/images/henry-raeburn/boy-and-rabbit.jpg!Large.jpg,1814,Romanticism,portrait,children portraits|Lady,oil|canvas,"Royal Academy of Arts (RA), London, UK",,,
https://www.wikiart.org/en/sesshu-toyo/landscape,,,https://uploads1.wikiart.org/images/sesshu-toyo/landscape.jpg!Large.jpg,,Ink and wash painting,landscape,,,,,,
https://www.wikiart.org/en/henri-de-toulouse-lautrec/paul-leclercq-1897,1897,,https://uploads6.wikiart.org/images/henri-de-toulouse-lautrec/paul-leclercq-1897.jpg!Large.jpg,1897,Post-Impressionism,portrait,male-portraits|Gentleman,oil|cardboard,"Musée d'Orsay, Paris, France",,,
https://www.wikiart.org/en/jorge-prado/historic-turbine-hall-of-the-stadtwerke-d-sseldorf-2002,2002,,https://uploads2.wikiart.org/images/jorge-prado/historic-turbine-hall-of-the-stadtwerke-d-sseldorf-2002.jpg!Large.jpg,2002,Post-Minimalism,design,Building|Room|Interior design|Facade|Window|Real estate,,,,,
https://www.wikiart.org/en/william-orpen/reginald-brabazon-12th-earl-of-meath-1929,1929,,https://uploads8.wikiart.org/images/william-orpen/reginald-brabazon-12th-earl-of-meath-1929.jpg!Large.jpg,1929,Post-Impressionism,portrait,Monarch|Pope,,,,,
https://www.wikiart.org/en/jan-matejko/jan-zamoyski,,,https://uploads4.wikiart.org/images/jan-matejko/jan-zamoyski.jpg!Large.jpg,,Romanticism,portrait,male-portraits|famous-people|Prophet,,,,,
https://www.wikiart.org/en/iseult-labote/1492-ndegxxiii-2013,2013,,https://uploads7.wikiart.org/00170/images/iseult-labote/15-serie-1492-nxxiii.jpg,2013,Contemporary,,Tree,photography,,1492,,Urban landscapes
https://www.wikiart.org/en/norval-morrisseau/nature-s-guide,,,https://uploads2.wikiart.org/images/norval-morrisseau/nature-s-guide.jpg,,Naïve Art (Primitivism),animal painting,,,,,,
https://www.wikiart.org/en/ivan-albright/self-portrait-1982-1,1982,,https://uploads6.wikiart.org/images/ivan-albright/self-portrait-1982(1).jpg!Large.jpg,1982,Magic Realism,self-portrait,Face|Forehead|Head|Sketch|Chin|Skin|Nose,,,,,
https://www.wikiart.org/en/carl-holsoe/a-woman-at-a-sunny-window,,,https://uploads4.wikiart.org/00116/images/carl-holsoe/carl-vilhelm-hols-e-www-kaifineart-com-3-5.jpg!Large.jpg,,Expressionism,interior,,,,,,
https://www.wikiart.org/en/eyvind-earle/the-wave-1990,1990,,https://uploads6.wikiart.org/images/eyvind-earle/the-wave-1990.jpg!Large.jpg,1990; United States|1990,Magic Realism,landscape,seas-and-oceans|Water|Ocean|Sea|Wind wave,,,,,
https://www.wikiart.org/en/kitagawa-utamaro/not_detected_233127,,,https://uploads7.wikiart.org/images/kitagawa-utamaro/not_detected_233127.jpg!Large.jpg,,Ukiyo-e,genre painting,female-portraits,,,,,
https://www.wikiart.org/en/henry-william-banks-davis/close-of-day-1885,1885,,https://uploads5.wikiart.org/images/henry-william-banks-davis/close-of-day-1885.jpg!Large.jpg,1885,Romanticism,animal painting,sheep|Herd|Pasture|Livestock|Grassland,,,,,
https://www.wikiart.org/en/georges-hugnet/the-only-night-1936,1936,,https://uploads4.wikiart.org/images/georges-hugnet/the-only-night-1936.jpg,1936,Surrealism|Dada,figurative,Text,,,,,
https://www.wikiart.org/en/ben-nicholson/ronco-1967,1967,,https://uploads4.wikiart.org/images/ben-nicholson/ronco-1967.jpg!Large.jpg,1967,Cubism|Abstract Art,sketch and study,Line,,,,,
https://www.wikiart.org/en/paul-kane/jasper-house-1847,1847,,https://uploads7.wikiart.org/images/paul-kane/jasper-house-1847.jpg!Large.jpg,1847,Romanticism,landscape,,,,,,
https://www.wikiart.org/en/bertalan-por/sermon-on-the-mountain-1911,1911,,https://uploads1.wikiart.org/images/bertalan-por/sermon-on-the-mountain-1911.jpg,1911,Post-Impressionism,genre painting,Mythology|Prophet,,,,,
https://www.wikiart.org/en/ronnie-landfield/goldenrods-1975,1975,,https://uploads2.wikiart.org/images/ronnie-landfield/goldenrods-1975.jpg,1975,Lyrical Abstraction,abstract,,,,,,
https://www.wikiart.org/en/bela-czobel/czobel-bela-brugge-1905-1905,1905,,https://uploads1.wikiart.org/00387/images/bela-czobel/cz-bel-b-la-br-gge-1905.JPG!Large.JPG,1905,,cityscape,,,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-480,,,https://uploads1.wikiart.org/images/zdislav-beksinski/untitled-182.jpg!Large.jpg,,Surrealism,symbolic painting,allegories-and-symbols|ruins-and-columns,,,,,
https://www.wikiart.org/en/laddie-john-dill/light-sentence-1970,1970,,https://uploads6.wikiart.org/images/laddie-john-dill/light-sentence-1970.jpg,1970,Light and Space,installation,Light|Darkness|Lighting|Lens flare|Line,,,,,
https://www.wikiart.org/en/henri-matisse/laurette-with-a-coffee-cup,1917,,https://uploads2.wikiart.org/images/henri-matisse/laurette-with-a-coffee-cup.jpg!Large.jpg,1917,Post-Impressionism,portrait,Sketch,,,,,
https://www.wikiart.org/en/alfred-wallis/landscape-with-a-house-and-trees-1,,,https://uploads1.wikiart.org/images/alfred-wallis/landscape-with-a-house-and-trees-1.jpg!Large.jpg,,Naïve Art (Primitivism),landscape,,,,,,
https://www.wikiart.org/en/felix-vallotton/portrait-of-the-artist-s-brother-with-hat-1888,1888,,https://uploads6.wikiart.org/images/felix-vallotton/portrait-of-the-artist-s-brother-with-hat-1888.jpg!Large.jpg,1888,Art Nouveau (Modern),portrait,male-portraits|Gentleman,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/francis-picabia/farm-at-la-petite-mare,1907,,https://uploads0.wikiart.org/images/francis-picabia/farm-at-la-petite-mare.jpg!Large.jpg,1907,Impressionism,landscape,houses-and-buildings|countryside|forests-and-trees|Tree|Natural landscape|Rural area|House|Woody plant|Farmhouse|Plant,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/pierre-bonnard/the-lunch-of-the-little-ones,1897,,https://uploads5.wikiart.org/images/pierre-bonnard/the-lunch-of-the-little-ones.jpg!Large.jpg,1897,Intimism,genre painting,,oil|panel,"Musée des Beaux-Arts de Nancy, Nancy, France",,,
https://www.wikiart.org/en/george-stefanescu/marina-at-the-black-sea,1985,Bucharest,https://uploads1.wikiart.org/images/george-stefanescu-ramnic/marina-at-the-black-sea.jpg!Large.jpg,"1985; Bucharest, Romania|Bucharest|1985",Abstract Expressionism,marina,seas-and-oceans,oil|canvas,,,,
https://www.wikiart.org/en/john-singer-sargent/in-the-garden-corfu-1909,1909,,https://uploads6.wikiart.org/images/john-singer-sargent/in-the-garden-corfu-1909.jpg!Large.jpg,1909,Impressionism,genre painting,female-portraits|gardens-and-parks|Lady,oil|canvas,,,,
https://www.wikiart.org/en/andy-warhol/hammer-and-sickle-special-edition-1977-0,1977,,https://uploads8.wikiart.org/00423/images/andy-warhol/andy-warhol-screenprint-hammer-and-sickle-166-for-sale.jpg!Large.jpg,1977|1977; United States,Pop Art,abstract,,screenprint,,,,
https://www.wikiart.org/en/serge-sudeikin/at-the-verandah-silhouette-ink-on-paper-signed-with-russian-initials-cc-with-full-signature-und-1918,1918,,https://uploads4.wikiart.org/images/serge-sudeikin/at-the-verandah-silhouette-ink-on-paper-signed-with-russian-initials-cc-with-full-signature-und-1918.jpg,1918; Russian Federation|1918,Art Nouveau (Modern),genre painting,leisure-and-sleep|Picture frame,paper|ink,,,,
https://www.wikiart.org/en/konstantin-korovin/pier-in-arkhangelsk,,,https://uploads0.wikiart.org/images/konstantin-korovin/pier-in-arkhangelsk.jpg!Large.jpg,,Impressionism,cityscape,houses-and-buildings,oil|canvas,,,,
https://www.wikiart.org/en/pyotr-konchalovsky/autumn-landscape,,,https://uploads5.wikiart.org/images/pyotr-konchalovsky/autumn-landscape.jpg,,Post-Impressionism,landscape,autumn,,,,,
https://www.wikiart.org/en/ivan-kramskoy/portrait-of-the-artist-nikolay-andreyevich-koshelev-1866,1866,,https://uploads5.wikiart.org/images/ivan-kramskoy/portrait-of-the-artist-nikolay-andreyevich-koshelev-1866.jpg!Large.jpg,1866,Realism,portrait,male-portraits|Chin|Facial hair,,,,,
https://www.wikiart.org/en/william-h-johnson/arab-woman-kairouan-1932,1932,,https://uploads4.wikiart.org/images/william-h-johnson/arab-woman-kairouan-1932.jpg!Large.jpg,1932,Expressionism,portrait,Sketch,,,,,
https://www.wikiart.org/en/fernando-botero/man-with-a-guitar,1982,,https://uploads4.wikiart.org/images/fernando-botero/man-with-a-guitar.jpg!Large.jpg,1982,Naïve Art (Primitivism),portrait,male-portraits,,Private Collection,,,
https://www.wikiart.org/en/marc-chagall/when-abdullah-got-the-net-ashore-1948,1948,,https://uploads2.wikiart.org/images/marc-chagall/when-abdullah-got-the-net-ashore-1948.jpg,1948,Naïve Art (Primitivism),symbolic painting,couples|mermaids|The-Arabian-Nights,,,The Arabian Nights,,
https://www.wikiart.org/en/horia-bernea/hills-1966,1966,,https://uploads3.wikiart.org/images/horia-bernea/hills-1966.jpg!Large.jpg,1966,Expressionism,landscape,Geology,,,,,
https://www.wikiart.org/en/m-c-escher/the-6th-day-of-the-creation,1926,,https://uploads0.wikiart.org/images/m-c-escher/the-6th-day-of-the-creation.jpg!Large.jpg,1926,Surrealism,religious painting,animals|Eve|Adam|Creation-of-Adam|Creation-of-Eve|forests-and-trees|Creation-of-World|Tree|Palm tree|Botany|Arecales|Plant|Adaptation|Organism,,,Creation Story,,
https://www.wikiart.org/en/sophie-gengembre-anderson/a-neapolitan-boy-1875,1875,,https://uploads2.wikiart.org/00268/images/sophie-gengembre-anderson/a-neapolitan-boy-1875.jpg!Large.jpg,1875,Romanticism,portrait,,,,,,
https://www.wikiart.org/en/amadeo-de-souza-cardoso/entrada-1917,1917,,https://uploads7.wikiart.org/images/amadeo-de-souza-cardoso/entrada-1917.jpg!Large.jpg,1917,Cubism|Dada,still life,,,,,,
https://www.wikiart.org/en/yaacov-agam/night-over-jerusalem,,,https://uploads3.wikiart.org/images/yaacov-agam/night-over-jerusalem.jpg!Large.jpg,,Concretism,abstract,Font|Text|Graphic design,,,,,
https://www.wikiart.org/en/alfred-freddy-krupa/the-threes-and-shadows-2022,2022,,https://uploads5.wikiart.org/00387/images/alfred-freddy-krupa/img-20220327-165609.jpg!Large.jpg,2022|2022; Croatia,New Ink Painting,landscape,,ink,,,,
https://www.wikiart.org/en/henry-ossawa-tanner/the-thankful-poor-1894,1894,,https://uploads4.wikiart.org/images/henry-ossawa-tanner/the-thankful-poor-1894.jpg!Large.jpg,1894,Realism,genre painting,,,,,,
https://www.wikiart.org/en/donald-judd/untitled-1984-1,1984,,https://uploads6.wikiart.org/00336/images/donald-judd/untitled-1984-1.jpg!Large.jpg,1984,Minimalism,sculpture,,,,,,
https://www.wikiart.org/en/camille-pissarro/the-gardens-of-l-hermitage-pontoise,1867,,https://uploads5.wikiart.org/images/camille-pissarro/the-gardens-of-l-hermitage-pontoise.jpg!Large.jpg,1867,Realism,landscape,Sky,oil|canvas,"National Gallery in Prague, Prague, Czech Republic",,,
https://www.wikiart.org/en/antoni-tapies/blanket-with-tracks-2001,2001,,https://uploads0.wikiart.org/images/antoni-tapies/blanket-with-tracks-2001.jpg!Large.jpg,2001,Art Informel,abstract,Relief,,,,,
https://www.wikiart.org/en/utagawa-sadatora/surprised-man-on-a-verandah,,,https://uploads6.wikiart.org/images/utagawa-sadatora/surprised-man-on-a-verandah.jpg!Large.jpg,,Ukiyo-e,genre painting,male-portraits|houses-and-buildings|seas-and-oceans|Text,paper|ink,"Museum of Fine Arts (MFA), Boston, MA, US",,,
https://www.wikiart.org/en/ivan-albright/the-amazon-river-iquitos-peru-1971,1971,,https://uploads1.wikiart.org/images/ivan-albright/the-amazon-river-iquitos-peru-1971.jpg!Large.jpg,1971,Impressionism,marina,,,,,,
https://www.wikiart.org/en/pierre-puvis-de-chavannes/fresco-for-the-decoration-of-the-pantheon-saints-detail,,,https://uploads7.wikiart.org/images/pierre-puvis-de-chavannes/fresco-for-the-decoration-of-the-pantheon-saints-detail.jpg!Large.jpg,,Symbolism,religious painting,Christianity|saints-and-apostles|Mythology|Prophet,fresco,,,,
https://www.wikiart.org/en/jonone/tag,,,https://uploads7.wikiart.org/images/jonone/tag.jpg,,Street art,graffiti,Font|Text,,,,,
https://www.wikiart.org/en/ivan-aivazovsky/arrival-catherine-the-second-to-pheodosiya-1883,1883,,https://uploads7.wikiart.org/images/ivan-aivazovsky/arrival-catherine-the-second-to-pheodosiya-1883.jpg!Large.jpg,1883,Romanticism,landscape,boats-and-ships|seas-and-oceans|islands-and-bays,oil|canvas,,,,
https://www.wikiart.org/en/james-mcneill-whistler/miss-ethel-philip-reading,1894,,https://uploads1.wikiart.org/images/james-mcneill-whistler/miss-ethel-philip-reading.jpg!Large.jpg,1894,Tonalism,genre painting,female-portraits|reading-and-writing,oil|canvas,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/the-banks-of-the-seine-at-champrosay-1876,1876,,https://uploads7.wikiart.org/images/pierre-auguste-renoir/the-banks-of-the-seine-at-champrosay-1876.jpg!Large.jpg,1876,Impressionism,landscape,Natural landscape|Marsh|Natural environment|Sky|Bank|Shore|Water,oil|canvas,"Musée d'Orsay, Paris, France",,Association with Impressionists,
https://www.wikiart.org/en/willard-metcalf/close-of-day-on-the-maine-shore,1881,,https://uploads0.wikiart.org/images/willard-metcalf/close-of-day-on-the-maine-shore.jpg!Large.jpg,1881,Impressionism,landscape,rivers-and-waterfalls|Rock|Sky|Formation|Cliff|Brown|Water|Coast|Geology|Terrain,,Private Collection,,,
https://www.wikiart.org/en/orest-kiprensky/portrait-of-athanasius-shishmarev-1826,1826,,https://uploads7.wikiart.org/images/orest-kiprensky/portrait-of-athanasius-shishmarev-1826.jpg!Large.jpg,1826,Romanticism,portrait,,,"Tretyakov Gallery, Moscow, Russia",,,
https://www.wikiart.org/en/manuel-rodriguez-de-guzman/la-feria-de-santiponce-1855,1855,,https://uploads7.wikiart.org/images/manuel-rodriguez-de-guzman/la-feria-de-santiponce-1855.jpg!Large.jpg,1855,Costumbrismo,genre painting,Mythology,,,,,
https://www.wikiart.org/en/rupprecht-geiger/766b-84-metapherzahl-1-1984,1984,,https://uploads5.wikiart.org/images/rupprecht-geiger/766b-84-metapherzahl-1-1984.jpg,1984,Color Field Painting,abstract,Orange|Rectangle,,,,,
https://www.wikiart.org/en/carlos-saenz-de-tejada/dance-at-the-casino-de-la-playa,,,https://uploads7.wikiart.org/images/carlos-saenz-de-tejada/dance-at-the-casino-de-la-playa.jpg!Large.jpg,,Art Deco,genre painting,,,,,,
https://www.wikiart.org/en/theodor-philipsen/malkeplads-ved-dyrehaveg-rd-1901,1901,,https://uploads3.wikiart.org/images/theodor-philipsen/malkeplads-ved-dyrehaveg-rd-1901.jpg!Large.jpg,1901,Impressionism,animal painting,Bovine|Pasture|Natural landscape|Tree|Adaptation|Grazing|Cow-goat family,,,,,
https://www.wikiart.org/en/tihamer-gyarmathy/self-portrait-1950,1950,,https://uploads6.wikiart.org/images/tihamer-gyarmathy/self-portrait-1950.jpg,1950,Abstract Art,self-portrait,Turquoise,,,,,
https://www.wikiart.org/en/boushra-yahya-almutawakel/untitled-france-2011,2011,,https://uploads6.wikiart.org/00333/images/boushra-yahya-almutawakel/untitled-france-2011.jpg,2011,Feminist Art,photo,,,,,,
