url,Create Date,Create Location,Date,image_url,Style,Genre,Media,Location,tags,Series,Period,Theme,Share
https://www.wikiart.org/en/pierre-bonnard/picking-cherries-1946,1946,,1946,https://uploads7.wikiart.org/images/pierre-bonnard/picking-cherries-1946.jpg!Large.jpg,Post-Impressionism,genre painting,oil|canvas,Private Collection,,,,,
https://www.wikiart.org/en/william-sidney-cooper/cattle-on-a-bridge-kent-1897,1897,,1897,https://uploads0.wikiart.org/00315/images/william-sidney-cooper/cattle-on-a-bridge-kent-1897.jpg!Large.jpg,Realism,landscape,,,,,,,
https://www.wikiart.org/en/ilya-mashkov/still-life-with-loaves-of-bread-1912,1912,,1912,https://uploads2.wikiart.org/images/ilya-mashkov/still-life-with-loaves-of-bread-1912.jpg!Large.jpg,Fauvism,still life,oil|canvas,,food-and-beverages|Food,,,,
https://www.wikiart.org/en/m-c-escher/scholastica-flying-witch,1931,,1931,https://uploads6.wikiart.org/images/m-c-escher/scholastica-flying-witch.jpg!Large.jpg,Expressionism,illustration,,,"witches|flying|J.Walch. ""De-vreeselijke-avonturen-van-Scholastica""|rooftops|Fiction|Comics|Fictional character",De vreeselijke avonturen van Scholastica,,,
https://www.wikiart.org/en/elina-brotherus/for-sylvia-plath-2016,2016,,2016,https://uploads8.wikiart.org/00300/images/elina-brotherus/for-sylvia-plath.jpg!Large.jpg,Contemporary,photo,photography,,Furniture,The Baldessari Assignments (2016),,,
https://www.wikiart.org/en/thomas-eakins/perspective-drawing-for-baseball-players-practicing,,,,https://uploads0.wikiart.org/images/thomas-eakins/perspective-drawing-for-baseball-players-practicing.jpg!Large.jpg,Realism,sketch and study,,,male-portraits|designs-and-sketches|Sketch|Line|Standing,,,,
https://www.wikiart.org/en/oleksa-novakivskiy/moya-muza-portret-druzhini,,,,https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-moia-muzaportret-druzhyny.jpg,Post-Impressionism,portrait,oil,,,,,,
https://www.wikiart.org/en/ferdinand-hodler/the-angry-one,,,,https://uploads1.wikiart.org/images/ferdinand-hodler/the-angry-one.jpg!Large.jpg,Realism,portrait,,"Kunstmuseum Basel, Basel, Switzerland",male-portraits|characters-and-emotions,,,,
https://www.wikiart.org/en/camille-pissarro/the-mill-at-la-roche-goyon,,,,https://uploads5.wikiart.org/images/camille-pissarro/the-mill-at-la-roche-goyon.jpg!Large.jpg,Realism,landscape,oil|canvas,Private Collection,Tree|Tints and shades|House|Sky,,,,
https://www.wikiart.org/en/max-bill/1-4-um-excentrum-iv-1969,1969,,1969,https://uploads3.wikiart.org/images/max-bill/1-4-um-excentrum-iv-1969.jpg,Concretism,abstract,,,Line|Flag,,,,
https://www.wikiart.org/en/alfred-freddy-krupa/one-day-en-plein-air-the-ozalj-castle-2004,2004,,2004|2004; Croatia,https://uploads7.wikiart.org/00250/images/alfred-freddy-krupa/2515-1.jpg!Large.jpg,Contemporary Realism,architecture|sketch and study,watercolor,,,,,,
https://www.wikiart.org/en/arshile-gorky/still-life-of-flower,,,,https://uploads5.wikiart.org/images/arshile-gorky/still-life-of-flower.jpg!Large.jpg,Post-Impressionism,flower painting,,,Still life photography,,,,
https://www.wikiart.org/en/maurice-utrillo/lapin-agile-1,,,,https://uploads0.wikiart.org/images/maurice-utrillo/lapin-agile-1.jpg!Large.jpg,Post-Impressionism,cityscape,oil|panel,Private Collection,streets-and-squares|houses-and-buildings|Paris|House,,,,
https://www.wikiart.org/en/aladar-korosfoi-kriesch/sz-kely-folk-tales-1912,1912,,1912,https://uploads0.wikiart.org/images/aladar-korosfoi-kriesch/sz-kely-folk-tales-1912.jpg!Large.jpg,Art Nouveau (Modern),genre painting,,,Holy places,,,,
https://www.wikiart.org/en/zao-wou-ki/15-11-2001-2001,2001,,2001,https://uploads6.wikiart.org/images/zao-wou-ki/15-11-2001-2001.jpg!Large.jpg,Lyrical Abstraction,abstract,,,Sky|Atmospheric phenomenon|Cloud|Water|Atmosphere,,,,
https://www.wikiart.org/en/henri-matisse/le-petit-pecheur-1918,1918,,1918,https://uploads3.wikiart.org/00516/images/henri-matisse/le-petit-pecheur-1918.jpg!Large.jpg,,,,,,,,,
https://www.wikiart.org/en/alexei-harlamoff/portrait-of-a-young-girl-6,,,,https://uploads6.wikiart.org/00329/images/alexei-harlamoff/harlamov-20.jpg!Large.jpg,Realism,portrait,,,,,,,
https://www.wikiart.org/en/konstantin-korovin/on-a-terrace-evening-in-the-coutry-1901,1901,,1901,https://uploads2.wikiart.org/images/konstantin-korovin/on-a-terrace-evening-in-the-coutry-1901.jpg!Large.jpg,Impressionism,genre painting,oil,"Tretyakov Gallery, Moscow, Russia",,,,,
https://www.wikiart.org/en/theo-van-rysselberghe/the-mill-at-kelf-1894,1894,,1894,https://uploads5.wikiart.org/images/theo-van-rysselberghe/the-mill-at-kelf-1894.jpg!Large.jpg,Pointillism|Neo-Impressionism,landscape,oil|canvas,Private Collection,mills-and-windmills|Windmill|Mill,,,,
https://www.wikiart.org/en/clarence-holbrook-carter/red-mandala-1967,1967,,1967,https://uploads3.wikiart.org/images/clarence-holbrook-carter/red-mandala-1967.jpg!Large.jpg,Abstract Expressionism,abstract,,,Orange|Brown|Circle|Amber,,,,
https://www.wikiart.org/en/lidy-prati/composici-n-serial-1948,1948,,1948,https://uploads4.wikiart.org/images/lidy-prati/composici-n-serial-1948.jpg,Concretism,abstract,,,Text|Line|Pattern,,,,
https://www.wikiart.org/en/ivan-aivazovsky/ox-train-on-the-sea-shore-1860,1860,,1860,https://uploads8.wikiart.org/images/ivan-aivazovsky/ox-train-on-the-sea-shore-1860.jpg!Large.jpg,Romanticism,genre painting,,,animals|roads-and-vehicles|oxen|Natural environment|Herd|Ecoregion|Sky,,,,
https://www.wikiart.org/en/andrzej-nowacki/15-01-17-2017,2017,,2017,https://uploads6.wikiart.org/00199/images/andrzej-nowacki/15-01-17-200x200cm-2017.jpg!Large.jpg,Abstract Art|Op Art,abstract,acrylic|wood,,Line|Rectangle,,,,
https://www.wikiart.org/en/ferdinand-georg-waldm-ller/lake-fuschel-with-schafberg-1835,1835,,1835,https://uploads3.wikiart.org/images/ferdinand-georg-waldm-ller/lake-fuschel-with-schafberg-1835.jpg!Large.jpg,Romanticism,landscape,,,Mountainous landforms|Mountain|Highland|Tarn|Hill|Reservoir|Wilderness|Lake|Fell|Mountain range,,,,
https://www.wikiart.org/en/miriam-schapiro/autobiography,,,,https://uploads0.wikiart.org/images/miriam-schapiro/autobiography.jpg!Large.jpg,Abstract Expressionism,abstract,,,,,,,
https://www.wikiart.org/en/carl-bloch/jesus-casting-out-the-money-changers-at-the-temple,1874,,1874,https://uploads4.wikiart.org/images/carl-bloch/jesus-casting-out-the-money-changers-at-the-temple.jpg,Academicism,religious painting,copper|oil,,Christianity|Purification-of-temple|Jesus-Christ,,,,
https://www.wikiart.org/en/carl-haag/portrait-of-a-mother-with-her-daughter-1847,1847,,1847,https://uploads2.wikiart.org/00362/images/carl-haag/carl-haag-mutter-und-tochter-1847-convertimage.jpg!Large.jpg,Romanticism,portrait,paper|gouache,,,,,,
https://www.wikiart.org/en/josef-kriehuber/ladislaus-1828,1828,,1828,https://uploads2.wikiart.org/00326/images/josef-kriehuber/ladislaus-litho-2.jpg!Large.jpg,Biedermeier,portrait,lithography,,,Hungarian Kings,,,
https://www.wikiart.org/en/david-michael-hinnebusch/mystery-history,2010,,2010,https://uploads1.wikiart.org/00184/images/david-michael-hinnebusch/mystery-history-14x24in-mixed-on-wood.jpg!Large.jpg,Neo-Expressionism|Contemporary,history painting,crayon|paper|acrylic,,female-nude|male-nude,Rosemont,,,
https://www.wikiart.org/en/isaac-israels/at-the-circus,,,,https://uploads0.wikiart.org/00326/images/isaac-israels/2017-02-isaac-israels-at-the-circus.jpg!Large.jpg,Impressionism,genre painting,watercolor,,,,,,
https://www.wikiart.org/en/dan-christensen/tristan-2000,2000,,2000,https://uploads8.wikiart.org/images/dan-christensen/tristan-2000.jpg!Large.jpg,Abstract Expressionism|Lyrical Abstraction,abstract,,,,,,,
https://www.wikiart.org/en/albert-bierstadt/deer-in-a-mountain-home-1879,1879,,1879,https://uploads7.wikiart.org/images/albert-bierstadt/deer-in-a-mountain-home-1879.jpg!Large.jpg,Luminism,wildlife painting,,"Buffalo Bill Center of the West, Cody, WY, US",animals|deer|mountains|Pasture|Grassland|Wildlife|Ecoregion|Herd|Grazing|Mountain,,,,
https://www.wikiart.org/en/eric-ravilious/de-icing-aircraft-1942,1942,,1942,https://uploads8.wikiart.org/images/eric-ravilious/de-icing-aircraft-1942.jpg!Large.jpg,Magic Realism,landscape,,,Airplane|Aircraft|Aviation|Propeller-driven aircraft|Vehicle|Propeller,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/cup-lemon-and-tomato,1916,,1916,https://uploads4.wikiart.org/images/pierre-auguste-renoir/cup-lemon-and-tomato.jpg!Large.jpg,Impressionism,still life,oil|canvas,Private Collection,Still life photography|Serveware,,Later Years,,
https://www.wikiart.org/en/salvador-dali/the-lugubrious-game-1929-oil-collage-on-cardboard-1929,1929,,1929,https://uploads3.wikiart.org/images/salvador-dali/the-lugubrious-game-1929-oil-collage-on-cardboard-1929.jpg!Large.jpg,Surrealism,symbolic painting,cardboard|oil|collage,Private Collection,Mythology,,Surrealism Period (1929-1940),,
https://www.wikiart.org/en/joan-tuset/the-venus-of-the-mirror-2019,2019,,2019|2019; Spain,https://uploads2.wikiart.org/00256/images/joan-tuset-i-suau/joan-tuset-the-venus-of-the-mirror-2019.jpg!Large.jpg,Neo-Figurative Art,figurative|mythological painting,mixed technique,Private Collection,Aphrodite/Venus|mirrors,,,,
https://www.wikiart.org/en/camille-pissarro/ducks-on-the-pond-at-montfoucault,1874,,1874,https://uploads3.wikiart.org/images/camille-pissarro/ducks-on-the-pond-at-montfoucault.jpg!Large.jpg,Impressionism,genre painting,oil|canvas,Private Collection,Natural landscape|Nature|Bank|Bayou|Natural environment|River|Tree|Water|Watercourse,,,,
https://www.wikiart.org/en/pedro-cabrita-reis/the-white-room-about-t-s-eliot-2006,2006,,2006,https://uploads6.wikiart.org/images/pedro-cabrita-reis/the-white-room-about-t-s-eliot-2006.jpg,Neo-Minimalism,installation,,,Light|Lighting|Floor|Ceiling|Building|Interior design|Flooring|Room,,,,
https://www.wikiart.org/en/anton-romako/makart-salon-interior-with-a-lady-and-a-seated-gentleman-1887,1887,,1887,https://uploads8.wikiart.org/00331/images/anton-romako/anton-romako-007.jpg!Large.jpg,Realism,interior|genre painting,oil|panel,"Vienna Museum, Vienna, Austria",couples,,,,
https://www.wikiart.org/en/william-blake/blasphemer,,,,https://uploads4.wikiart.org/00235/images/william-blake/n05195-10-1.jpg!Large.jpg,Symbolism,symbolic painting,,,allegories-and-symbols,,,,
https://www.wikiart.org/en/theodore-robinson/on-the-tow-path-a-halt-1893,1893,,1893,https://uploads3.wikiart.org/00283/images/theodore-robinson/800px-theodore-robinson-on-the-tow-path-a-halt.jpg!Large.jpg,Impressionism,genre painting,oil,,,,,,
https://www.wikiart.org/en/yayoi-kusama/ascension-of-polkadots-on-the-trees-2006,2006,,2006,https://uploads3.wikiart.org/00321/images/yayoi-kusama/ascension-of-polkadots-on-the-trees-2006-jpg-blog.jpg!Blog.jpg,Conceptual Art,installation,,,Tree|Plant|Botany,,,,
https://www.wikiart.org/en/claude-monet/pathway-in-monet-s-garden-at-giverny-1902,1902,,1902,https://uploads7.wikiart.org/images/claude-monet/pathway-in-monet-s-garden-at-giverny-1902.jpg!Large.jpg,Impressionism,landscape,,,Nature|Leaf|Tree|autumn|Plant|Woodland|Woody plant|Forest,,,,
https://www.wikiart.org/en/kurt-schwitters/lofty-1947,1947,,1947,https://uploads6.wikiart.org/images/kurt-schwitters/lofty-1947.jpg!Large.jpg,Dada,sculpture,,,,,,,
https://www.wikiart.org/en/salvador-dali/inaugural-gooseflesh,1928,,1928,https://uploads5.wikiart.org/images/salvador-dali/inaugural-gooseflesh.jpg!Large.jpg,Surrealism,symbolic painting,cardboard|oil,Private Collection,Organism,,Transitional Period (1927-1928),,
https://www.wikiart.org/en/richard-hambleton/rodeo-2005,2005,,2005,https://uploads8.wikiart.org/images/richard-hambleton/rodeo-2005.jpg!Large.jpg,Expressionism,figurative,canvas|acrylic,,,,,,
https://www.wikiart.org/en/william-baziotes/white-bird-1957,1957,,1957,https://uploads3.wikiart.org/images/william-baziotes/white-bird-1957.jpg!Large.jpg,Abstract Expressionism|Surrealism,abstract,,,,,,,
https://www.wikiart.org/en/man-ray/minotaur-1934,1934,,1934,https://uploads0.wikiart.org/images/man-ray/minotaur-1934.jpg,Surrealism|Dada,photo,,,Head|Neck|Monochrome photography|Joint|Human|Hand|Jaw,,,,
https://www.wikiart.org/en/edward-wadsworth/dazzle-ships-in-drydock-at-liverpool-1919,1919,,1919,https://uploads5.wikiart.org/images/edward-wadsworth/dazzle-ships-in-drydock-at-liverpool-1919(1).jpg!Large.jpg,Cubism,cityscape,,,,,,,
https://www.wikiart.org/en/gustave-caillebotte/yerres-dark-bay-horse-in-the-stable,1878,,1878,https://uploads8.wikiart.org/images/gustave-caillebotte/yerres-dark-bay-horse-in-the-stable.jpg!Large.jpg,Impressionism,animal painting,oil|canvas,Private Collection,animals|horses|Horse,,,,
https://www.wikiart.org/en/vasily-surikov/self-portrait-1915,1915,,1915|1915; Russian Federation,https://uploads4.wikiart.org/images/vasily-surikov/self-portrait-1915.jpg!Large.jpg,Realism,self-portrait,,,male-portraits|famous-people|Gentleman,,,,
https://www.wikiart.org/en/erte/hera,,,,https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg,Art Deco,mythological painting,,,designs-and-sketches|Landmark,,,,
https://www.wikiart.org/en/ferdinand-georg-waldm-ller/portrait-of-a-girl,,,,https://uploads6.wikiart.org/00381/images/ferdinand-georg-waldm-ller/bildnis-eines-madchens-ferdinand-georg-waldmuller.jpg!Large.jpg,Biedermeier|Romanticism,portrait,,,,,,,
https://www.wikiart.org/en/silvestro-lega/the-water-wheel-sketch-1863,1863,,1863,https://uploads3.wikiart.org/00365/images/silvestro-lega/lega-il-bindolo.jpg!Large.jpg,Realism,sketch and study,oil|panel,,1860s paintings from Italy,,,,
https://www.wikiart.org/en/dmitry-nalbandyan/batumi-port-1932,1932,,1932,https://uploads4.wikiart.org/images/dmitry-nalbandyan/batumi-port-1932.jpg,Socialist Realism,marina,cardboard|oil|card,,Boat|Vehicle|Fishing vessel|Harbor|Water transportation|Watercraft|Port,,,,
https://www.wikiart.org/en/james-tissot/moses-blesses-joshua-before-the-high-priest,,,,https://uploads0.wikiart.org/images/james-tissot/moses-blesses-joshua-before-the-high-priest.jpg!Large.jpg,Symbolism,religious painting,,,Moses|priests-and-sacraments,,,,
https://www.wikiart.org/en/margit-selska/seascape-1970,1970,,1970,https://uploads6.wikiart.org/00125/images/margit-selska/seascape-1970-2.jpg,Post-Impressionism,marina,,,Boat,,,,
https://www.wikiart.org/en/leopoldo-metlicovitz/raincoats-ettore-moretti-milan,1921,,1921,https://uploads1.wikiart.org/00332/images/leopoldo-metlicovitz/leopoldo-metlicovitz-moretti.jpg!Large.jpg,Art Nouveau (Modern),advertisement,,,,,,,
https://www.wikiart.org/en/ustad-mansur/jahangirshahi-1610,1610,,1610,https://uploads1.wikiart.org/images/ustad-mansur/jahangirshahi-1610.jpg,Mughal,flower painting,,,Botany|Flower|Plant,,,,
https://www.wikiart.org/en/mathias-goeritz/auschwitz-savior-ii-1951,1951,,1951,https://uploads1.wikiart.org/images/mathias-goeritz/auschwitz-savior-ii-1951.jpg,Surrealism,sculpture,,,Branch|Twig,,,,
https://www.wikiart.org/en/m-h-maxy/stage-a-gide-dramas-1926,1926,,1926,https://uploads4.wikiart.org/images/m-h-maxy/stage-a-gide-dramas-1926.jpg!Large.jpg,Constructivism,design,,,,,,,
https://www.wikiart.org/en/robert-indiana/school-of-the-slip-2004,2004,,2004,https://uploads8.wikiart.org/images/robert-indiana/school-of-the-slip-2004.jpg,Neo-Dada,sculpture,,,,,,,
https://www.wikiart.org/en/koboyan-gregoire/geant-atlas-modifie-3,2015,Alaigne,"2015|2015; Alaigne, France|Alaigne",https://uploads4.wikiart.org/00201/images/koboyan-gregoire/geant-atlas-modifi-3.jpg!Large.jpg,Orientalism|Surrealism,mythological painting|symbolic painting,oil,,,,,,
https://www.wikiart.org/en/el-lissitzky/proun-8,,,,https://uploads0.wikiart.org/images/el-lissitzky/proun-8.jpg!Large.jpg,Constructivism,design,,,architectural drawings|Circle,Prouns,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-18,,,,https://uploads0.wikiart.org/images/zdislav-beksinski/untitled-657.jpg,Surrealism,symbolic painting,,,allegories-and-symbols,,,,
https://www.wikiart.org/en/fernand-leger/builder-character-in-the-framework,,,,https://uploads1.wikiart.org/images/fernand-leger/builder-character-in-the-framework.jpg!Large.jpg,Naïve Art (Primitivism),sketch and study,,"Musee National Fernand Leger, Biot, France",male-portraits|designs-and-sketches|Sitting|Chair|Furniture,,,,
https://www.wikiart.org/en/jean-fautrier/nu-noir-1926,1926,,1926,https://uploads6.wikiart.org/images/jean-fautrier/nu-noir-1926.jpg!Large.jpg,Expressionism,nude painting (nu),,,Human,,,,
https://www.wikiart.org/en/jesus-rafael-soto/anello,1972,,1972,https://uploads3.wikiart.org/images/jes-s-rafael-soto/anello.jpg,Kinetic Art,sculpture,,,Line,,,,
https://www.wikiart.org/en/martiros-sarian/armenian-dance-1915,1915,,1915,https://uploads6.wikiart.org/images/martiros-saryan/armenian-dance-1915.jpg!Large.jpg,Expressionism,genre painting,watercolor|paper,,,,,,
https://www.wikiart.org/en/qi-baishi/lychee-fruit-1940,1940,,1940,https://uploads8.wikiart.org/00362/images/qi-baishi/lychee-fruit-1940.jpg,Ink and wash painting,still life,,,fruits-and-vegetables|Font,,,,
https://www.wikiart.org/en/de-wain-valentine/large-wall-1968,1968,,1968,https://uploads2.wikiart.org/images/dewain-valentine/large-wall-1968.jpg,Light and Space,sculpture,,,Rectangle,,,,
https://www.wikiart.org/en/claude-monet/railway-bridge-at-argenteuil-1873,1873,,1873,https://uploads8.wikiart.org/images/claude-monet/railway-bridge-at-argenteuil-1873.jpg!Large.jpg,Impressionism,landscape,oil|canvas,Private Collection,Bridge|Girder bridge|Viaduct|Concrete bridge|Box girder bridge|Beam bridge,,,,
https://www.wikiart.org/en/joe-tilson/road-to-eleusis-2-1987,1987,,1987,https://uploads1.wikiart.org/00218/images/joe-tilson/road-to-eleusis-2-1987.jpg!Large.jpg,Figurative Expressionism,figurative,,,Line|Rectangle,,,,
https://www.wikiart.org/en/david-kakabadze/demonstration-in-imereti-1942,1942,,1942,https://uploads7.wikiart.org/images/david-kakabadze/demonstration-in-imereti-1942.jpg!Large.jpg,Expressionism,genre painting,oil,"Art Museum of Georgia (AMG), Tbilisi, Georgia",World|Geology|Sky|Mountain,,Soviet period (1927-1952),,
https://www.wikiart.org/en/jose-de-guimaraes/gioconda-negra-1975,1975,,1975,https://uploads8.wikiart.org/images/jose-de-guimaraes/gioconda-negra-1975.jpg!Large.jpg,Pop Art,figurative,,,,,,,
https://www.wikiart.org/en/janet-fish/wine-and-cheese-glasses-1975,1975,,1975,https://uploads1.wikiart.org/images/janet-fish/wine-and-cheese-glasses-1975.jpg!Large.jpg,Contemporary Realism,still life,,,Drinkware|Stemware,,,,
https://www.wikiart.org/en/alfred-wallis/sailing-ship-and-orchard-1937,,,,https://uploads5.wikiart.org/images/alfred-wallis/sailing-ship-and-orchard-1937.jpg!Large.jpg,Naïve Art (Primitivism),marina,,,Boat|Water transportation|Vehicle|Sail|Sailboat|Galway hooker|Sailing|Watercraft|Friendship sloop,,,,
https://www.wikiart.org/en/max-beckmann/the-descent-from-the-cross-1917,1917,,1917,https://uploads6.wikiart.org/images/max-beckmann/the-descent-from-the-cross-1917.jpg!Large.jpg,Expressionism|Cubism,religious painting,oil|canvas,"Museum of Modern Art (MoMA), New York City, NY, US",Christianity|saints-and-apostles|Jesus-Christ,,,,
https://www.wikiart.org/en/abbott-handerson-thayer/the-garden-1884,1884,,1884,https://uploads8.wikiart.org/00123/images/abbott-handerson-thayer/the-garden-1884.jpg!Large.jpg,Realism,portrait,,,Sitting|Botany,,,,
https://www.wikiart.org/en/theophile-steinlen/aux-bois-de-vincennes,,,,https://uploads1.wikiart.org/images/th-ophile-steinlen/aux-bois-de-vincennes.jpg,Realism,illustration,,,Text,,,,
https://www.wikiart.org/en/theophile-steinlen/fin-de-bail-1897,1897,,1897,https://uploads6.wikiart.org/images/theophile-steinlen/fin-de-bail-1897.jpg!Large.jpg,,genre painting,,,Sketch,,,,
https://www.wikiart.org/en/kim-prisu/odyssey,,,,https://uploads4.wikiart.org/00100/images/kim-prisu/odyssey-1.jpg!Large.jpg,Art Singulier,literary painting,,,Greek-and-Roman-Mythology|Trojan-War|Horse,Fabulas,,,
https://www.wikiart.org/en/gustave-courbet/beach-scene,,,,https://uploads7.wikiart.org/00380/images/gustave-courbet/beach-scene-artist-courbet-gustave-heritage-images-1.jpg!Large.jpg,Realism,landscape,,,,,,,
https://www.wikiart.org/en/wojciech-siudmak/finery-of-the-night,,,,https://uploads7.wikiart.org/images/wojciech-siudmak/finery-of-the-night.jpg!Large.jpg,Fantastic Realism,symbolic painting,,,allegories-and-symbols|monochrome|Darkness|Smoke|Still life photography|Skull,,,,
https://www.wikiart.org/en/marina-pallares/32-el-pescado-the-fish-2008,2008,,2008,https://uploads3.wikiart.org/00171/images/marina-pallares/32-el-pescado-the-fish.jpg!Large.jpg,Magic Realism,illustration,linocut,,Glass bottle|Bottle,La Lotería Tequilera (The Tequila Lottery) [linocut prints],Contemporary,tequila,
https://www.wikiart.org/en/paritosh-sen/conversation,,,,https://uploads5.wikiart.org/images/paritosh-sen/conversation.jpg!Large.jpg,Expressionism|Cubism,genre painting,,,,,,,
https://www.wikiart.org/en/william-merritt-chase/october-1,1903,,1903,https://uploads2.wikiart.org/images/william-merritt-chase/october-1.jpg!Large.jpg,Impressionism,landscape,pastel,,cliffs-and-rocks|Natural environment|Natural landscape|Meadow|Grassland|Bog|Wetland|Grass|Prairie,,,,
https://www.wikiart.org/en/antonio-calderara/untitled-1970,1970,,1970,https://uploads1.wikiart.org/images/antonio-calderara/untitled-1970.jpg,Minimalism,abstract,,,Beige,,,,
https://www.wikiart.org/en/joe-machine/sailor-on-a-sea-of-sex,,,,https://uploads0.wikiart.org/00226/images/joe-machine/sailoronaseaofsex400.jpg,Stuckism,genre painting,canvas|acrylic,,,,,Sailor,
https://www.wikiart.org/en/romul-nutiu/diary-vi-2004,2004,,2004,https://uploads5.wikiart.org/images/romul-nutiu/diary-vi-2004.jpg!Large.jpg,Tachisme,abstract,,,,,,,
https://www.wikiart.org/en/sergey-solomko/embrace,,,,https://uploads2.wikiart.org/images/sergey-solomko/embrace.jpg!Large.jpg,Art Nouveau (Modern),genre painting,,,couples,,,,
https://www.wikiart.org/en/pyotr-konchalovsky/still-life-cancers-1916,1916,,1916,https://uploads3.wikiart.org/images/pyotr-konchalovsky/still-life-cancers-1916.jpg,Expressionism|Cubism,still life,,,hunter's-and-fisher's-trophies|Still life photography,,,,
https://www.wikiart.org/en/august-von-pettenkofen/motif-from-the-puszta,,,,https://uploads1.wikiart.org/00345/images/august-von-pettenkofen/august-von-pettenkofen-motiv-aus-der-puszta.jpg!Large.jpg,Realism,animal painting,oil,,,,,,
https://www.wikiart.org/en/boris-kustodiev/nobility-assembly-hall-in-st-petersburg-1913,1913,,1913,https://uploads4.wikiart.org/images/boris-kustodiev/nobility-assembly-hall-in-st-petersburg-1913.jpg!Large.jpg,Art Nouveau (Modern),interior,,,furniture-and-decoration|lamps-and-candles|doors-and-windows|Holy places|Altar,,,,
https://www.wikiart.org/en/jean-francois-millet/the-angelus-1859,1859,,1859,https://uploads3.wikiart.org/00142/images/jean-francois-millet/the-angelus.jpg!Large.jpg,Realism,genre painting,oil|canvas,"Musée d'Orsay, Paris, France",couples|fields-and-plains|rituals-and-traditions|prayers|Sky,,,,
https://www.wikiart.org/en/theodor-severin-kittelsen/oede-1900,1900,,1900,https://uploads6.wikiart.org/images/theodor-severin-kittelsen/oede-1900.jpg!Large.jpg,Neo-Romanticism,landscape,,,Tree|Branch|Nature|Atmospheric phenomenon|Monochrome photography|Sky|monochrome|Woody plant,Svartedauen,,,
https://www.wikiart.org/en/vincent-van-gogh/peasant-with-sickle-seen-from-the-back-1885-3,1885,Nunen / Nuenen,"1885|Nunen / Nuenen|1885; Nunen / Nuenen, Netherlands",https://uploads6.wikiart.org/images/vincent-van-gogh/peasant-with-sickle-seen-from-the-back-1885-3.jpg!Large.jpg,Realism,sketch and study,chalk|paper,"Kröller-Müller Museum, Otterlo, Netherlands",handwork,,,,
https://www.wikiart.org/en/kateryna-bilokur/apples-of-bogdanivka-1959,1959,,1959,https://uploads4.wikiart.org/images/kateryna-bilokur/apples-of-bogdanivka-1959.jpg!Large.jpg,Naïve Art (Primitivism),still life,,,fruits-and-vegetables|birds|forests-and-trees|Still life photography|Natural foods|Fruit|Apple|Plant|Food,,,,
https://www.wikiart.org/en/josef-albers/structural-constellation-1950-0,1950,,1950,https://uploads6.wikiart.org/00305/images/josef-albers/structural-constellation-ca-1950-1-1.jpg,Constructivism|Op Art,abstract,,,Line|Font,Structural Constellation,,,
https://www.wikiart.org/en/claude-monet/the-manneport-at-high-tide,1885,,1885,https://uploads1.wikiart.org/images/claude-monet/the-manneport-at-high-tide.jpg!Large.jpg,Impressionism,landscape,,,Rock|Cliff|Water|Formation|Natural landscape|Tree|Sky|Sea|Klippe,The Manneport,,,
https://www.wikiart.org/en/sandu-darie/composicion-concreta-1959-1,1959,,1959,https://uploads0.wikiart.org/images/sandu-darie/composicion-concreta-1959-1.jpg,Concretism,abstract,,,,,,,
https://www.wikiart.org/en/zinaida-serebriakova/portrait-of-the-composer-sergei-prokofiev-1926,1926,,1926,https://uploads2.wikiart.org/images/zinaida-serebriakova/portrait-of-the-composer-sergei-prokofiev-1926.jpg!Large.jpg,Expressionism,portrait,,,male-portraits|Face|Chin|Head|Forehead|Cheek|Nose|Jaw,,,,
https://www.wikiart.org/en/ivan-generalic/winter-landscape-1978,1978,,1978,https://uploads6.wikiart.org/images/ivan-generalic/winter-landscape-1978.jpg,Naïve Art (Primitivism),landscape,,,winter|Snow|Natural landscape,,,,
https://www.wikiart.org/en/enzo-cucchi/senza-titolo-2008,2008,,2008,https://uploads0.wikiart.org/images/enzo-cucchi/senza-titolo-2008.jpg!Large.jpg,Neo-Expressionism,sculpture,,,Ceramic|Figurine|Driftwood,,,,
https://www.wikiart.org/en/paul-kane/portrait-of-john-henry-lefroy-1846,1846,,1846,https://uploads6.wikiart.org/images/paul-kane/portrait-of-john-henry-lefroy-1846.jpg!Large.jpg,Romanticism,portrait,,,winter|Snow,,,,
https://www.wikiart.org/en/harriet-backer/still-life-1916,1916,,1916,https://uploads0.wikiart.org/00335/images/harriet-backer/still-life-1916.jpg!Large.jpg,Naturalism,still life,oil|canvas,,,,,,
https://www.wikiart.org/en/william-blake/the-marriage-of-heaven-hell-1793,1793,,1793,https://uploads8.wikiart.org/images/william-blake/the-marriage-of-heaven-hell-1793.jpg!Large.jpg,Symbolism,symbolic painting,,,allegories-and-symbols,,,,
https://www.wikiart.org/en/david-michael-hinnebusch/mist-beyond-2006,2006,"Santa Monica, California","2006|Santa Monica, California|2006; Santa Monica, California, United States",https://uploads3.wikiart.org/images/david-michael-hinnebusch/mist-beyond-2006.jpg!Large.jpg,Neo-Expressionism,portrait,burlap|acrylic,Private Collection,Face|Head|Cheek|Nose,Surfers and surfing c.2005,Santa Monica Studio 2000- 2009,,
