url,Create Date,Create Location,Date,image_url,Style,Genre,tags,Media,Location,Theme,Period,Series
https://www.wikiart.org/en/giacomo-manzu/amanti-1978,1978,,1978,https://uploads4.wikiart.org/images/giacomo-manzu/amanti-1978.jpg,Realism,sculpture,Statue|Classical sculpture|Standing|Figurine|Stone carving|Carving|Bronze sculpture,,,,,
https://www.wikiart.org/en/alfred-sisley/edge-of-fountainbleau-forest-june-morning-1885,1885,,1885,https://uploads4.wikiart.org/images/alfred-sisley/edge-of-fountainbleau-forest-june-morning-1885.jpg!Large.jpg,Impressionism,landscape,forests-and-trees|Tree|Natural environment|Natural landscape|Shrubland|Plant community|Sky|Plant,oil|canvas,,,,
https://www.wikiart.org/en/aristarkh-lentulov/portrait-of-m-p-lentulova,,,,https://uploads6.wikiart.org/images/aristarkh-lentulov/portrait-of-m-p-lentulova.jpg!Large.jpg,Post-Impressionism,portrait,female-portraits,,,,,
https://www.wikiart.org/en/arshile-gorky/woman-with-necklace-marquette,1936,,1936,https://uploads5.wikiart.org/images/arshile-gorky/woman-with-necklace-marquette.jpg!Large.jpg,Post-Impressionism,portrait,female-portraits|Head|Lady|Cheek|Chin,,,,,
https://www.wikiart.org/en/henri-matisse/acanthus-moroccan-landscape-1912,1912,,1912,https://uploads7.wikiart.org/00137/images/henri-matisse/acanthus-moroccan-landscape-1912.jpg!Large.jpg,Expressionism,landscape,Plant|Botany|Tree,,,,,
https://www.wikiart.org/en/geta-bratescu/the-smile-1978,1978,,1978,https://uploads7.wikiart.org/images/geta-bratescu/the-smile-1978.jpg,Conceptual Art,photo,Facial expression|Text|Smile,,,,,
https://www.wikiart.org/en/karl-bryullov/bivouac-on-a-crater-vesuvius,1824,,1824,https://uploads7.wikiart.org/images/karl-bryullov/bivouac-on-a-crater-vesuvius(1).jpg!Large.jpg,Romanticism,genre painting,bivouac|Vesuvio|leisure-and-sleep,,,,,
https://www.wikiart.org/en/eastman-johnson/self-portrait,,,,https://uploads0.wikiart.org/images/eastman-johnson/self-portrait.jpg!Large.jpg,Realism,portrait,Gentleman|Beard,,,,,
https://www.wikiart.org/en/albin-egger-lienz/study-to-the-resurrection-1923,1923,,1923,https://uploads3.wikiart.org/00151/images/albin-egger-lienz/egger-lienz-studie-zur-auferstehung-1923.jpg!Large.jpg,Expressionism|Realism,sketch and study,Face|Sketch|Nose|Head|Chin|Jaw|Forehead|Line,,,,,
https://www.wikiart.org/en/james-brooks/untitled-1952,1952,,1952,https://uploads5.wikiart.org/images/james-brooks/untitled-1952.jpg,Abstract Expressionism,,,,,,,
https://www.wikiart.org/en/john-constable/boat-building-1815,1815,,1815,https://uploads4.wikiart.org/images/john-constable/boat-building-1815.jpg!Large.jpg,Romanticism,genre painting,countryside|rivers-and-waterfalls|forests-and-trees|Waterway|Tree|Boat|Bank|Canal|Watercraft rowing|Vehicle,oil|canvas,"Victoria and Albert Museum (V&A), London, UK",,,
https://www.wikiart.org/en/eyvind-earle/black-silken-hair-1995,1995,,1995; United States|1995,https://uploads6.wikiart.org/images/eyvind-earle/black-silken-hair-1995.jpg!Large.jpg,Magic Realism,nude painting (nu),female-nude|Shoulder|Arm|Flesh|Joint|Human body,,,,,
https://www.wikiart.org/en/eugene-boudin/the-saint-simeon-farm-1860,1860,,1860; France|1860,https://uploads2.wikiart.org/images/eugene-boudin/the-saint-simeon-farm-1860.jpg!Large.jpg,Realism,landscape,cottages-and-farmhouses|gardens-and-parks|Sky,pastel,Private Collection,,,
https://www.wikiart.org/en/mary-cassatt/portrait-of-mie-louise-durand-ruel-1911,1911,,1911,https://uploads5.wikiart.org/images/mary-cassatt/portrait-of-mie-louise-durand-ruel-1911.jpg!Large.jpg,Impressionism,portrait,animals|female-portraits|dogs|Hair|Lady|Hairstyle|Eye|Brown hair|Iris|Canidae,pastel|paper,Private Collection,,,
https://www.wikiart.org/en/pierre-bonnard/misia-with-a-pink-corsage-1908,1908,,1908,https://uploads7.wikiart.org/images/pierre-bonnard/misia-with-a-pink-corsage-1908.jpg!Large.jpg,Post-Impressionism,portrait,Lady,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/vincent-van-gogh/part-of-a-portrait-of-anthon-van-rappard-1884,1884,Nunen / Nuenen,"Nunen / Nuenen|1884; Nunen / Nuenen, Netherlands|1884",https://uploads6.wikiart.org/images/vincent-van-gogh/part-of-a-portrait-of-anthon-van-rappard-1884.jpg!Large.jpg,Realism,sketch and study,male-portraits|Hair|Face|Forehead|Head|Eyebrow|Hairstyle|Nose,pencil|paper,"Van Gogh Museum, Amsterdam, Netherlands",,,
https://www.wikiart.org/en/camille-corot/gypsy-with-a-basque-tamborine,1860,,1860,https://uploads5.wikiart.org/images/camille-corot/gypsy-with-a-basque-tamborine.jpg!Large.jpg,Romanticism,portrait,female-portraits|gypsies|Lady,oil|canvas,Private Collection,Other people,,
https://www.wikiart.org/en/vasile-dobrian/female-brick-mason,,,,https://uploads3.wikiart.org/images/vasile-dobrian/female-brick-mason.jpg,Social Realism|Expressionism,genre painting,Cook|Bricklayer,,,,,
https://www.wikiart.org/en/rene-magritte/copper-handcuffs-1931,1931,Brussels,"1931; Brussels, Belgium|Brussels|1931",https://uploads0.wikiart.org/images/rene-magritte/copper-handcuffs-1931(1).jpg!Large.jpg,Surrealism,symbolic painting,Statue|Figurine|Abdomen|Trunk,oil|plaster,"Royal Museums of Fine Arts of Belgium, Brussels, Belgium",,Brussels pre-war and war years,
https://www.wikiart.org/en/ivan-aivazovsky/sunset-mill,,,,https://uploads7.wikiart.org/images/ivan-aivazovsky/sunset-mill.jpg!Large.jpg,Romanticism,landscape,sunrise-and-sunset|mills-and-windmills|fields-and-plains|Sky|Atmosphere,,,,,
https://www.wikiart.org/en/samuel-peploe/the-ginger-jar-1926,1926,,1926,https://uploads4.wikiart.org/images/samuel-peploe/the-ginger-jar-1926.jpg!Large.jpg,Post-Impressionism,still life,Still life photography,,,,,
https://www.wikiart.org/en/roy-lichtenstein/magnifying-glass-1963,1963,,1963,https://uploads2.wikiart.org/images/roy-lichtenstein/magnifying-glass-1963(1).jpg,Pop Art,still life,instruments-and-mechanisms|Frying pan|Circle,oil|canvas,"Kunstmuseum Liechtenstein, Vaduz, Liechtenstein",,,
https://www.wikiart.org/en/frida-kahlo/self-portrait-1948,1948,,1948,https://uploads4.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calder%C3%B3n-de-rivera/self-portrait-1948.jpg!Large.jpg,Naïve Art (Primitivism),self-portrait,famous-people|Frida-Kahlo|female-portraits|Forehead,oil|masonite,"Samuel Fastlicht Collection, Mexico City, Mexico",,,
https://www.wikiart.org/en/ohara-koson/fishing-boats-at-sea-1910,1910,,1910,https://uploads8.wikiart.org/images/ohara-koson/fishing-boats-at-sea-1910.jpg!Large.jpg,Shin-hanga,marina,seas-and-oceans|Boat|Vehicle|Sailboat|Watercraft,paper,,,,
https://www.wikiart.org/en/richard-deacon/art-for-other-people-12-1984,1984,,1984,https://uploads4.wikiart.org/images/richard-deacon/art-for-other-people-12-1984.jpg,Post-Minimalism,sculpture,Footwear,,,,,
https://www.wikiart.org/en/mark-rothko/archaic-idol,1945,,1945,https://uploads4.wikiart.org/images/mark-rothko/archaic-idol.jpg!Large.jpg,Surrealism,abstract,Text|Line,,,,,
https://www.wikiart.org/en/jean-auguste-dominique-ingres/papal-ceremony-in-st-peter-s-in-rome-under-the-canopy-of-bernini,,,,https://uploads2.wikiart.org/images/jean-auguste-dominique-ingres/papal-ceremony-in-st-peter-s-in-rome-under-the-canopy-of-bernini.jpg!Large.jpg,Neoclassicism,religious painting,Christianity|Papal-ceremony|Holy places,,,,,
https://www.wikiart.org/en/beauford-delaney/untitled-fang-crow-and-fruit-1945,1945,,1945,https://uploads0.wikiart.org/00315/images/beauford-delaney/untitled-fang-crow-and-fruit-1945.jpg!Large.jpg,Expressionism,still life,Still life photography|Vegetarian food,,,,,
https://www.wikiart.org/en/pablo-picasso/bust-of-woman-1907,1907,,1907,https://uploads3.wikiart.org/images/pablo-picasso/bust-of-woman-1907.jpg!Large.jpg,Expressionism|Naïve Art (Primitivism),portrait,female-portraits|Face|Head|Nose|Cheek|Chin,oil|canvas,,,African Period,
https://www.wikiart.org/en/john-frederick-lewis/in-the-bezestein-el-khan-khalil-cairo-1860,1860,,1860,https://uploads0.wikiart.org/00298/images/john-frederick-lewis/in-the-bezestein-el-khan-khalil-cairo-by-john-frederick-lewis-1860.jpg!Large.jpg,Orientalism,genre painting|portrait,,watercolor,"Blackburn Museum and Art Gallery, Blackburn, UK",,,
https://www.wikiart.org/en/gerolamo-induno/the-departure-of-the-garibaldian-1860,1860,,1860; Italy|1860,https://uploads1.wikiart.org/00326/images/gerolamo-induno/artgate-fondazione-cariplo-induno-gerolamo-la-partenza-del-garibaldino.jpg!Large.jpg,Romanticism,genre painting,Italian Risorgimento|Italian Troops|Grandparent|Child|Italian people|1860s paintings from Italy,oil|canvas,,,,
https://www.wikiart.org/en/honore-daumier/mr-daumier-your-series-is-charming-1838,1838,,1838,https://uploads2.wikiart.org/images/honore-daumier/mr-daumier-your-series-is-charming.jpg!Large.jpg,Realism,genre painting,arts-and-crafts|male-portraits|double-portraits,lithography,"British Museum, London, UK",,,
https://www.wikiart.org/en/jaroslav-serpan/thylakoides,,,,https://uploads7.wikiart.org/images/jaroslav-serpan/thylakoides.jpg!Large.jpg,Post-Minimalism|Surrealism,sculpture,Room,,,,,
https://www.wikiart.org/en/vasily-surikov/yermak-s-conquest-of-siberia-study-1891,1891,,1891|1891; Russian Federation,https://uploads7.wikiart.org/images/vasily-surikov/yermak-s-conquest-of-siberia-study-1891.jpg!Large.jpg,Realism,sketch and study,boats-and-ships|military-and-soldiers|battles-and-wars|Rebellion,,,,,Yermak's conquest of Siberia
https://www.wikiart.org/en/francis-naranjo/en-un-pais-lejano-u-topos-1998,1998,,1998|1998; Sweden,https://uploads7.wikiart.org/00255/images/francis-naranjo/3.png!Large.png,Conceptual Art,installation,Floor|Line|Flooring|Beige,photography,,,,
https://www.wikiart.org/en/john-lewis-krimmel/members-of-the-city-troup-and-other-philadelphia-soldiery,,,,https://uploads1.wikiart.org/images/john-lewis-krimmel/members-of-the-city-troup-and-other-philadelphia-soldiery.jpg,Romanticism,genre painting,Uniform|Grenadier|Conquistador|Troop,,,,,
https://www.wikiart.org/en/sa-nogueira/flagrante-iii-1997,1997,,1997,https://uploads1.wikiart.org/images/sa-nogueira/flagrante-iii-1997.jpg!Large.jpg,Cubo-Expressionism,,,,,,,
https://www.wikiart.org/en/jean-fautrier/head-of-a-hostage-1934,1934,,1934,https://uploads7.wikiart.org/images/jean-fautrier/head-of-a-hostage-1934.jpg!Large.jpg,Existential Art,sculpture,Rock|Mineral|Stone carving,,,,,
https://www.wikiart.org/en/paul-delvaux/silent-night-1962,1962,,1962,https://uploads1.wikiart.org/images/paul-delvaux/silent-night-1962.jpg!Large.jpg,Surrealism,genre painting,female-nude|forests-and-trees|winter|Scene|Fun,oil|canvas,,,,
https://www.wikiart.org/en/karl-blossfeldt/art-forms-in-nature-57,1928,,1928,https://uploads5.wikiart.org/00327/images/karl-blossfeldt/blossfeldt-karl-blossfeldt-archiv-de-bildmat1-57.jpg,Documentary photography,photo,,photography,,,,Urformen der Kunst (Art Forms in Nature)
https://www.wikiart.org/en/abbas-kiarostami/trees-and-crows-2006-0,2006,,2006,https://uploads2.wikiart.org/00116/images/abbas-kiarostami/trees-and-crows-04.jpg,,photo,Tree|Trunk|Natural landscape|Nature|Natural environment|Forest|Grove|Woodland|Woody plant,,,,,
https://www.wikiart.org/en/wassily-kandinsky/sky-blue-1940,1940,Paris,"1940; Paris, France|1940|Paris",https://uploads2.wikiart.org/images/wassily-kandinsky/sky-blue-1940.jpg!Large.jpg,Abstract Art,abstract,Organism|Textile,oil|canvas,"Georges Pompidou Center, Paris, France",,,
https://www.wikiart.org/en/l-s-lowry/mother-and-child-1957,1957,,1957,https://uploads4.wikiart.org/00169/images/l-s-lowry/mother-and-child-1957.jpg!Large.jpg,Naïve Art (Primitivism),portrait,Sitting|Gentleman,,,,,
https://www.wikiart.org/en/helen-frankenthaler/moving-day-1961,1961,,1961,https://uploads6.wikiart.org/images/helen-frankenthaler/moving-day-1961.jpg!Large.jpg,Abstract Expressionism,abstract,Graphic design,oil,,,,
https://www.wikiart.org/en/ohara-koson/knots-on-shore,,,,https://uploads6.wikiart.org/images/ohara-koson/knots-on-shore.jpg!Large.jpg,Shin-hanga,wildlife painting,birds|Bird,paper,,,,
https://www.wikiart.org/en/ivan-vladimirov/arresting-generals-during-the-revolution-in-february-1917,,,,https://uploads7.wikiart.org/images/ivan-vladimirov/arresting-generals-during-the-revolution-in-february-1917.jpg,Realism,genre painting,military-and-soldiers|October-Revolution,lithography,Private Collection,,,Cycle of documentary sketches of 1917-1922
https://www.wikiart.org/en/rene-magritte/not_detected_211393,1966,,1966,https://uploads4.wikiart.org/images/rene-magritte/not_detected_211393.jpg!Large.jpg,Surrealism,symbolic painting,parts-of-human-body|Mountain|Geological phenomenon,oil|canvas,,,,
https://www.wikiart.org/en/martin-barre/75-76-d-157x145-1976,1976,,1976,https://uploads3.wikiart.org/images/martin-barre/75-76-d-157x145-1976.jpg,Minimalism,abstract,Line|Textile|Pattern|Wrapping paper,,,,,
https://www.wikiart.org/en/robert-motherwell/the-blue-painting-lesson-a-study-in-painterly-logic-number-one-of-five-1973,1973,,1973,https://uploads1.wikiart.org/images/robert-motherwell/the-blue-painting-lesson-a-study-in-painterly-logic-number-one-of-five-1973.jpg!Large.jpg,Abstract Expressionism,abstract,,,,,,
https://www.wikiart.org/en/alfred-jensen/twelve-events-in-a-dual-universe-1978,1978,,1978,https://uploads3.wikiart.org/images/alfred-jensen/twelve-events-in-a-dual-universe-1978.jpg,Abstract Expressionism,abstract,Text|Font|Pattern,,,,,
https://www.wikiart.org/en/tom-roberts/lady-with-a-parasol-1893,1893,,1893,https://uploads7.wikiart.org/images/tom-roberts/lady-with-a-parasol-1893.jpg!Large.jpg,Impressionism,portrait,Gentleman|Sitting,,,,,
https://www.wikiart.org/en/mariam-aslamazian/autumn-flowers-1946,1946,,1946,https://uploads4.wikiart.org/00406/images/mariam-aslamazian/2022-08-13-15-49-16.png!Large.png,,,,lithography,,,,
https://www.wikiart.org/en/enrico-nardi/a-chess-game,,,,https://uploads1.wikiart.org/00363/images/enrico-nardi/enrico-nardi-a-chess-game.jpg,Realism,genre painting,Chess|games-and-sport|games-and-toys,watercolor,,Classical scenes,,
https://www.wikiart.org/en/john-james-audubon/plate-82-whip-poor-will,,,,https://uploads4.wikiart.org/images/john-james-audubon/plate-82-whip-poor-will.jpg!Large.jpg,Naturalism,illustration,Bird|Wing,,,,,Birds of America 1827-1838
https://www.wikiart.org/en/pellizza-da-volpedo/looks-tired,1906,,1906,https://uploads7.wikiart.org/00384/images/pellizza-da-volpedo/pellizza-da-volpedo-membra-stanche-1-70.png!Large.png,Divisionism|Neo-Impressionism,genre painting,,oil|canvas,,,,
https://www.wikiart.org/en/henri-martin/night-at-the-chaumier,,,,https://uploads5.wikiart.org/images/henri-martin/night-at-the-chaumier.jpg!Large.jpg,Divisionism,landscape,houses-and-buildings|twilight-and-night|forests-and-trees|cliffs-and-rocks|Natural landscape|Wilderness|Tree|Mountain|Plant community|Sky,oil|canvas,,,,
https://www.wikiart.org/en/lyman-kipp/andy-s-carte-blanche-1965,1965,,1965,https://uploads6.wikiart.org/images/lyman-kipp/andy-s-carte-blanche-1965.jpg,Minimalism,sculpture,Table,,,,,
https://www.wikiart.org/en/konstantin-makovsky/portrait-of-vera-zubova,1877,,1877,https://uploads5.wikiart.org/images/konstantin-makovsky/portrait-of-vera-zubova.jpg!Large.jpg,Romanticism,portrait,female-portraits|Lady|Dress,,,,,
https://www.wikiart.org/en/bada-shanren/eagles-in-withered-tree,,,,https://uploads7.wikiart.org/images/bada-shanren/eagles-in-withered-tree.jpg!Large.jpg,Ink and wash painting,animal painting,Bird|Botany,,,,,
https://www.wikiart.org/en/kitagawa-utamaro/not_detected_233139,1790,,1790,https://uploads7.wikiart.org/images/kitagawa-utamaro/not_detected_233139.jpg!Large.jpg,Ukiyo-e,genre painting,arts-and-crafts,,,,,
https://www.wikiart.org/en/orest-kiprensky/portrait-of-the-abbot-sartori-1818,1818,,1818,https://uploads3.wikiart.org/images/orest-kiprensky/portrait-of-the-abbot-sartori-1818.jpg!Large.jpg,Romanticism,portrait,Sketch|Figure drawing,pencil|paper,,,,
https://www.wikiart.org/en/arman/la-marseillaise-1989,1989,,1989,https://uploads5.wikiart.org/images/arman/la-marseillaise-1989.jpg,Nouveau Réalisme,sculpture,Table,,,,,
https://www.wikiart.org/en/fernand-leger/drawing-of-ground-plan-for-the-office-of-jean-zay-1937,1937,,1937,https://uploads3.wikiart.org/images/fernand-leger/drawing-of-ground-plan-for-the-office-of-jean-zay-1937.jpg!Large.jpg,Cubism,design,designs-and-sketches|Pattern|Beige,,"Musee National Fernand Leger, Biot, France",,,
https://www.wikiart.org/en/kiyoshi-saito/coral-1955,1955,,1955,https://uploads3.wikiart.org/images/kiyoshi-saito/coral-1955.jpg,Sōsaku hanga,portrait,,,,,,
https://www.wikiart.org/en/sam-francis/untitled-1983,1983,,1983,https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg,Color Field Painting,abstract,Azure|Water,,,,,
https://www.wikiart.org/en/bernadette-resha/arizona-2015,2015,,2015,https://uploads0.wikiart.org/00314/images/bernadette-resha/arizona.jpg,Outsider art,landscape,Nature|Atmospheric phenomenon|Bank|Natural landscape|Sky|morning|Tree,,,,,
https://www.wikiart.org/en/sonaly-gandhi/28,,,,https://uploads7.wikiart.org/00266/images/sonaly-gandhi/28.jpg!Large.jpg,Pop Art,nude painting (nu),,,,,,
https://www.wikiart.org/en/mario-sironi/urban-landscape-1,,,,https://uploads1.wikiart.org/images/mario-sironi/urban-landscape-1.jpg!Large.jpg,Metaphysical art,cityscape,streets-and-squares|houses-and-buildings|roads-and-vehicles,,,,,
https://www.wikiart.org/en/alexander-roitburd/matza-for-you-2017,2017,,2017,https://uploads7.wikiart.org/00155/images/alexander-roitburd/2017-54.jpg!Large.jpg,Transavantgarde,figurative,,oil|canvas,,,,
https://www.wikiart.org/en/julio-romero-de-torres/monjita-1930,1930,,1930,https://uploads5.wikiart.org/images/julio-romero-de-torres/monjita-1930.jpg,Realism,portrait,Abbess|Lady,,,,,
https://www.wikiart.org/en/konstantin-korovin/murmansk-coast-1894,1894,,1894,https://uploads0.wikiart.org/images/konstantin-korovin/murmansk-coast-1894.jpg!Large.jpg,Impressionism,landscape,Geology,oil|canvas,"Tretyakov Gallery, Moscow, Russia",,,
https://www.wikiart.org/en/margareta-sterian/landscape,,,,https://uploads6.wikiart.org/images/margareta-sterian/landscape.jpg,Expressionism,landscape,Still life photography,,,,,
https://www.wikiart.org/en/hiro-yamagata/rhythmic-gymnastics,,,,https://uploads3.wikiart.org/images/hiro-yamagata/rhythmic-gymnastics.jpg,Pop Art,poster,,,,,,Olympic Games
https://www.wikiart.org/en/claude-monet/the-promenade-at-argenteuil-02,1872,,1872,https://uploads5.wikiart.org/images/claude-monet/the-promenade-at-argenteuil-02.jpg!Large.jpg,Impressionism,landscape,Natural landscape|Sky|Bank|Waterway,,,,,
https://www.wikiart.org/en/paul-gauguin/osny-rue-de-pontoise-winter-1883,1883,,1883; France|1883,https://uploads7.wikiart.org/images/paul-gauguin/osny-rue-de-pontoise-winter-1883.jpg!Large.jpg,Impressionism,cityscape,winter|streets-and-squares|Osny|Road|Infrastructure,oil|canvas,,,Early works,
https://www.wikiart.org/en/paula-modersohn-becker/twilight-landscape-with-house-and-fork,1900,,1900,https://uploads5.wikiart.org/images/paula-modersohn-becker/twilight-landscape-with-house-and-fork.jpg!Large.jpg,Expressionism,landscape,houses-and-buildings|twilight-and-night|forests-and-trees|Shadow,paper,,,,
https://www.wikiart.org/en/boris-kustodiev/province-1919,1919,,1919,https://uploads0.wikiart.org/images/boris-kustodiev/province-1919.jpg!Large.jpg,Art Nouveau (Modern),genre painting,streets-and-squares|houses-and-buildings,,,,,
https://www.wikiart.org/en/mordecai-ardon/feuille-avec-croix-1971,1971,,1971,https://uploads8.wikiart.org/images/mordecai-ardon/feuille-avec-croix-1971.jpg,Abstract Expressionism,symbolic painting,,,,,,
https://www.wikiart.org/en/maria-fortuny/un-marroqui,1869,,1869,https://uploads1.wikiart.org/00313/images/maria-fortuny/mariano-fortuny-moroccan-man.jpg!Large.jpg,Orientalism,portrait,Human,watercolor,,,,
https://www.wikiart.org/en/emil-nolde/figure-with-flowers-1915,1915,,1915,https://uploads6.wikiart.org/images/emil-nolde/figure-with-flowers-1915.jpg!Large.jpg,Expressionism,nude painting (nu),female-nude|Photograph|Picture frame,,,,,
https://www.wikiart.org/en/ivan-kramskoy/portrait-of-singer-elizabeth-andreevny-lavrovsky-on-stage-at-the-assembly-of-nobility-1879,1879,,1879,https://uploads3.wikiart.org/images/ivan-kramskoy/portrait-of-singer-elizabeth-andreevny-lavrovsky-on-stage-at-the-assembly-of-nobility-1879.jpg!Large.jpg,Realism,portrait,female-portraits|Lady|Dress,oil|canvas,,,,
https://www.wikiart.org/en/jean-messagier/d-mangeaisons-du-soir,,,,https://uploads6.wikiart.org/images/jean-messagier/d-mangeaisons-du-soir.jpg,Lyrical Abstraction,abstract,Violet|Pink,,,,,
https://www.wikiart.org/en/henri-martin/the-pergola-1,,,,https://uploads6.wikiart.org/images/henri-martin/the-pergola-1.jpg!Large.jpg,Divisionism,landscape,flowers-and-plants|houses-and-buildings|ruins-and-columns|Tree,oil|canvas,,,,
https://www.wikiart.org/en/mel-bochner/language-is-not-transparent-1969,1969,,1969,https://uploads6.wikiart.org/images/mel-bochner/language-is-not-transparent-1969.jpg!Large.jpg,Conceptual Art,,Text,,,,,
https://www.wikiart.org/en/marcelle-loubchansky/composition-1961,1961,,1961,https://uploads8.wikiart.org/images/marcelle-loubchansky/composition-1961.jpg!Large.jpg,Art Informel,abstract,Shadow|Water,,,,,
https://www.wikiart.org/en/alexander-calder/spiny-maquette-1939,1939,,1939,https://uploads4.wikiart.org/00209/images/alexander-calder/spiny-maquette-c-1939.jpg,Expressionism|Surrealism,sculpture|stabile,,,,Stabile,PUBLIC COMMISSIONS AND THE WAR: 1937–1945,
https://www.wikiart.org/en/jean-helion/equilibre-1936,1936,,1936,https://uploads5.wikiart.org/images/jean-helion/equilibre-1936.jpg,Abstract Art,abstract,Construction paper,,,,,
https://www.wikiart.org/en/james-tissot/annunciation-illustration-for-the-life-of-christ,1896,,1896,https://uploads5.wikiart.org/images/james-tissot/annunciation-illustration-for-the-life-of-christ.jpg!Large.jpg,Symbolism,religious painting,Annunciation,paper|gouache,"Brooklyn Museum, New York City, NY, US",,,
https://www.wikiart.org/en/boris-kustodiev/merchant-1923,1923,,1923,https://uploads0.wikiart.org/images/boris-kustodiev/merchant-1923.jpg!Large.jpg,Art Nouveau (Modern),portrait,male-portraits|markets-and-shops,,,,,
https://www.wikiart.org/en/francis-davis-millet/the-turkish-guard-a-turkish-warrior-1878,1878,,1878,https://uploads1.wikiart.org/00323/images/francis-davis-millet/millet-francis-david-the-turkish-guard.jpg!Large.jpg,Academicism|Orientalism,portrait,,,,,,
https://www.wikiart.org/en/marianne-stokes/der-milchtopf,,,,https://uploads6.wikiart.org/00266/images/marianne-stokes/marianne-preindlsberger-stokes-der-milchtopf.jpg!Large.jpg,Art Nouveau (Modern),genre painting,,oil,,,,
https://www.wikiart.org/en/marjan-eggermont/the-foggiest-2010,2010,,2010,https://uploads5.wikiart.org/images/marjan-eggermont/the-foggiest-2010.jpg!Large.jpg,Neo-Minimalism,abstract,Rectangle,,,,,
https://www.wikiart.org/en/basuki-abdullah/balinese-ceremony,,,,https://uploads4.wikiart.org/images/basuki-abdullah/balinese-ceremony.jpg!Large.jpg,Expressionism,genre painting,,,,,,
https://www.wikiart.org/en/moshe-kupferman/untitled-1973-1,1973,,1973,https://uploads1.wikiart.org/images/moshe-kupferman/untitled-1973-1.jpg,Abstract Expressionism,abstract,,,,,,
https://www.wikiart.org/en/stephen-mopope/the-sign-in-the-fall,,,,https://uploads5.wikiart.org/00333/images/stephen-mopope/the-sign-in-the-fall.jpg!Large.jpg,Native Art,figurative,,,,,,
https://www.wikiart.org/en/john-constable/portrait-of-maria-bicknell-1816,1816,,1816,https://uploads3.wikiart.org/00381/images/john-constable/14666b1521c76c48d88dbdc59376ae5e.jpg,Romanticism,portrait,famous-people|female-portraits|Maria-Bicknell-(Mrs.-John-Constable)|Lady|Chin,oil|canvas,"Tate Modern, London, UK",,,
https://www.wikiart.org/en/maria-sibylla-merian/metamorphosis-insectorum-surinamensiam-1705,1705,,1705,https://uploads8.wikiart.org/images/maria-sibylla-merian/metamorphosis-insectorum-surinamensiam-1705.jpg!Large.jpg,Naturalism,animal painting,Flower|Plant|Flowering plant|Botany,,,,,
https://www.wikiart.org/en/jacques-h-rold/personnages-corch-s-1943,1943,,1943,https://uploads1.wikiart.org/images/jacques-h-rold/personnages-corch-s-1943.jpg!Large.jpg,Surrealism,genre painting,Sketch,,,,,
https://www.wikiart.org/en/theophile-steinlen/flower-girl-1,,,,https://uploads3.wikiart.org/images/theophile-steinlen/flower-girl-1.jpg!Large.jpg,Realism,illustration,Text,,,,,
https://www.wikiart.org/en/karl-bryullov/greek-morning-in-myraca,,,,https://uploads2.wikiart.org/images/karl-bryullov/greek-morning-in-myraca(1).jpg!Large.jpg,Orientalism,genre painting,pastoral-scenes|Myraca,watercolor|paper,,,,
https://www.wikiart.org/en/lovis-corinth/self-portrait-in-the-studio-1914,1914,,1914,https://uploads7.wikiart.org/images/lovis-corinth/self-portrait-in-the-studio-1914.jpg,Impressionism,self-portrait,Painter,,,,,
https://www.wikiart.org/en/bela-czobel/czobel-parizsi-utca-1926-1926,1926,,1926,https://uploads2.wikiart.org/00386/images/bela-czobel/czobel-p-rizsi-utca-1926.JPG!Large.JPG,,cityscape,,,,,,
https://www.wikiart.org/en/louise-bourgeois/it-doesnt-end-2010,2010,,2010; United States|2010,https://uploads7.wikiart.org/images/louise-bourgeois/it-doesn-t-end-2010.jpg!Large.jpg,Confessional Art,symbolic painting,allegories-and-symbols|female-nude|male-nude,,,,,
https://www.wikiart.org/en/odilon-redon/auricular-cell-1894,1894,,1894,https://uploads3.wikiart.org/images/odilon-redon/auricular-cell-1894.jpg!Large.jpg,Symbolism,symbolic painting,allegories-and-symbols|male-portraits|Face|Hair|Head|monochrome|Eye|Nose|Organ,lithography|paper,"Art Institute of Chicago, Chicago, IL, US",,,
https://www.wikiart.org/en/childe-hassam/bornero-hill-old-lyme-connecticut,1904,,1904,https://uploads0.wikiart.org/images/childe-hassam/bornero-hill-old-lyme-connecticut.jpg!Large.jpg,Impressionism,landscape,forests-and-trees|cliffs-and-rocks|Rock,,,,,
https://www.wikiart.org/en/patrick-caulfield/small-window-1969,1969,,1969,https://uploads6.wikiart.org/images/patrick-caulfield/small-window-1969.jpg!Large.jpg,Pop Art,interior,Rectangle|Line,,,,,
https://www.wikiart.org/en/katsushika-hokusai/sumo-wrestlers,,,,https://uploads4.wikiart.org/00305/images/katsushika-hokusai/1.jpg,Ukiyo-e,genre painting,,,,Sumo Wrestlers,,
https://www.wikiart.org/en/jose-gutierrez-solana/alh-ndiga-huts-1933,1933,,1933,https://uploads3.wikiart.org/images/jose-gutierrez-solana/alh-ndiga-huts-1933.jpg!Large.jpg,Expressionism,genre painting,group-portraits|countryside|History,,,,,
