url,Create Date,Create Location,Date,image_url,Style,Genre,tags,Media,Location,Series,Period,Theme
https://www.wikiart.org/en/mary-pratt/cold-cream-1983,1983,,1983,https://uploads5.wikiart.org/images/mary-pratt/cold-cream-1983.jpg,Photorealism,portrait,Face|Head|Turban|Cheek|Headgear,,,,,
https://www.wikiart.org/en/jules-breton/harvesters,,,,https://uploads3.wikiart.org/images/jules-breton/harvesters.jpg!Large.jpg,Realism,genre painting,Sky|fashion|Tree|Dress,,,,,
https://www.wikiart.org/en/aubrey-beardsley/a-nightpiece-1894,1894,,1894,https://uploads5.wikiart.org/images/aubrey-beardsley/a-nightpiece-1894.jpg!Large.jpg,Art Nouveau (Modern),genre painting,male-portraits,wash|indian ink,"Fitzwilliam Museum (University of Cambridge), Cambridge, UK",,,
https://www.wikiart.org/en/lin-fengmian/owl,,,,https://uploads4.wikiart.org/images/lin-fengmian/owl.jpg,Naïve Art (Primitivism),animal painting,Owl|Bird|Bird of prey|Western Screech owl|Eastern Screech owl|Organism,,,,,
https://www.wikiart.org/en/ilya-mashkov/portrait-of-an-unknown,1910,,1910,https://uploads5.wikiart.org/images/ilya-mashkov/portrait-of-an-unknown.jpg,Fauvism,portrait,male-portraits|Gentleman,,,,,
https://www.wikiart.org/en/raphael-kirchner/deadly-sins-5,,,,https://uploads1.wikiart.org/images/raphael-kirchner/deadly-sins-5.jpg!Large.jpg,Art Nouveau (Modern),nude painting (nu),female-nude,,,Deadly Sins,,
https://www.wikiart.org/en/gustave-loiseau/alley-of-poplars-1900,1900,,1900,https://uploads8.wikiart.org/images/gustave-loiseau/alley-of-poplars-1900.jpg!Large.jpg,Post-Impressionism,landscape,forests-and-trees|Tree|Natural landscape|Natural environment|Atmospheric phenomenon|Woody plant|Plant|Northern hardwood forest|Forest|Sky,oil|canvas,,,,
https://www.wikiart.org/en/gerhard-richter/ownscape-ha-1968,1968,,1968,https://uploads1.wikiart.org/00282/images/gerhard-richter/ownscape-ha.jpg!Blog.jpg,New European Painting,cityscape,Residential area|Urban area|Urban design|Human settlement|Metropolis|City|Mixed-use|Suburb|Line,,,Townscapes (1968-1970),,
https://www.wikiart.org/en/alfred-freddy-krupa/morning-in-contra-light-boat-dock-on-the-river-kupa-in-the-town-of-karlovac-2022,2022,,2022|2022; Croatia,https://uploads7.wikiart.org/00405/images/alfred-freddy-krupa/00.jpg!Large.jpg,Expressionism|Surrealism,cityscape,,mixed technique|canvas,,,,
https://www.wikiart.org/en/john-mccracken/untitled,,,,https://uploads2.wikiart.org/images/john-mccracken/untitled.jpg,Light and Space|Minimalism,sculpture,Light|Material property,,,,,
https://www.wikiart.org/en/eugene-boudin/bridge-on-the-river-touques-at-deauville,,,,https://uploads7.wikiart.org/images/eugene-boudin/bridge-on-the-river-touques-at-deauville.jpg!Large.jpg,Impressionism,landscape,rivers-and-waterfalls|Sky,,,,,
https://www.wikiart.org/en/silvestro-lega/the-red-corset-0,1893,,1893,https://uploads3.wikiart.org/00365/images/silvestro-lega/lega-il-corsetto-rosso-1.jpg!Large.jpg,Realism,portrait,,oil|canvas,,,,
https://www.wikiart.org/en/vasily-vereshchagin/kyrgyz-1870,1870,,1870,https://uploads2.wikiart.org/images/vasily-vereshchagin/kyrgyz-1870.jpg!Large.jpg,Orientalism|Realism,portrait,male-portraits|knights-and-warriors,,"Tretyakov Gallery, Moscow, Russia",,,
https://www.wikiart.org/en/pyotr-konchalovsky/portrait-of-a-doctor-maxim-petrovich-konchalovsky-1934,1934,,1934,https://uploads7.wikiart.org/images/pyotr-konchalovsky/portrait-of-a-doctor-maxim-petrovich-konchalovsky-1934.jpg,Post-Impressionism,portrait,male-portraits,,,,,
https://www.wikiart.org/en/gian-maria-tosatti/volume-landscape-viii-2011,2011,,2011,https://uploads3.wikiart.org/00318/images/gian-maria-tosatti/3-gian-maria-tosatti-volume-piccola.jpg,Contemporary|Environmental (Land) Art,installation,,,,Landscapes,,
https://www.wikiart.org/en/isidore-isou/untitled-from-les-journaux-des-dieux-1950,1950,,1950,https://uploads6.wikiart.org/images/isidore-isou/untitled-from-les-journaux-des-dieux-1950.jpg,Lettrism,figurative,Text|Line,,,,,
https://www.wikiart.org/en/tal-r/chimney-2013,2013,,2013,https://uploads8.wikiart.org/00236/images/tal-r/chimney-2013-1.jpg!Large.jpg,Outsider art,sculpture,,,,,,
https://www.wikiart.org/en/vasily-surikov/a-girl-with-braids-portrait-of-a-a-dobrinskaya-1910,1910,Moscow,"1910; Moscow, Russian Federation|Moscow|1910",https://uploads1.wikiart.org/images/vasily-surikov/a-girl-with-braids-portrait-of-a-a-dobrinskaya-1910.jpg!Large.jpg,Impressionism|Realism,portrait,female-portraits|Lady,oil|canvas,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-468,,,,https://uploads1.wikiart.org/images/zdislav-beksinski/untitled-197.jpg!Large.jpg,Surrealism,symbolic painting,allegories-and-symbols|streets-and-squares,,,,,
https://www.wikiart.org/en/albert-joseph-moore/sapphires-1877,1877,,1877; United Kingdom|1877,https://uploads5.wikiart.org/images/albert-joseph-moore/sapphires-1877.jpg!Large.jpg,Academicism,portrait,Clothing|Dress|Lady|Gown,oil|canvas,"Birmingham Museum and Art Gallery, Birmingham, UK",,,
https://www.wikiart.org/en/john-vassos/illustration-for-oscar-wilde-s-salome-1927-4,1927,,1927; United States|1927,https://uploads0.wikiart.org/images/john-vassos/illustration-for-oscar-wilde-s-salome-1927-4.jpg!Large.jpg,Art Deco,illustration,female-nude|Salome|Standing,,,,,
https://www.wikiart.org/en/paul-cezanne/still-life-with-plaster-cupid-1895-1,1895,,1895,https://uploads2.wikiart.org/images/paul-cezanne/still-life-with-plaster-cupid-1895-1.jpg!Large.jpg,Post-Impressionism,still life,Still life photography,oil|canvas,"Nationalmuseum, Stockholm, Sweden",,Final period,
https://www.wikiart.org/en/alfred-wallis/st-ives-harbour-white-sailing-ship-1938,1938,,1938,https://uploads6.wikiart.org/images/alfred-wallis/st-ives-harbour-white-sailing-ship-1938.jpg!Large.jpg,Naïve Art (Primitivism),marina,Sailing|Boat|Vehicle|Sail|Sailboat|Schooner|Mast|Watercraft|Sloop|Friendship sloop,,,,,
https://www.wikiart.org/en/odilon-redon/cauldron-of-the-sorceress-1879,1879,,1879,https://uploads5.wikiart.org/images/odilon-redon/cauldron-of-the-sorceress-1879.jpg!Large.jpg,Symbolism,symbolic painting,skeletons-and-skulls|shamans-and-sorcerers|Still life photography,charcoal|paper,"Art Institute of Chicago, Chicago, IL, US",,,
https://www.wikiart.org/en/rene-magritte/the-treachery-of-images-this-is-not-a-pipe-1966,1966,,1966; Belgium|1966,https://uploads7.wikiart.org/images/rene-magritte/the-treachery-of-images-this-is-not-a-pipe-1966(1).jpg,Surrealism,symbolic painting,cigarettes-and-pipes|Tobacco pipe|Smoking|Smoking accessory,,,,Later Period,
https://www.wikiart.org/en/giovanni-fattori/carri-romani-1872,1873,,1873,https://uploads4.wikiart.org/00142/images/57726dcbedc2cb3880b507ce/barrocci-romani-by-giovanni-fattori.jpg!Large.jpg,Realism,genre painting,Transport|Mode of transport|1870s paintings from Italy,panel|tempera,"Palazzo Pitti, Florence, Italy",,,
https://www.wikiart.org/en/gustave-caillebotte/woman-seated-on-the-lawn,1874,,1874,https://uploads6.wikiart.org/images/gustave-caillebotte/woman-seated-on-the-lawn.jpg!Large.jpg,Impressionism,genre painting,female-portraits|Lady,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/christian-ludwig-attersee/burgenland-neusidlersee-ein-fuhrer-durch-osterreich-fur-ausserirdische-wesen-nr-7-1965,1965,,1965,https://uploads2.wikiart.org/00225/images/christian-ludwig-attersee/burgenland-neusidlersee-ein-f-hrer-durch-sterreich-f-r-ausserirdische-wesen-nr-7.png,Pop Art,figurative,,,,A GUIDE TO AUSTRIA FOR EXTRATERRESTRIAL BEINGS (1964-1965),,
https://www.wikiart.org/en/harriet-backer/christening-in-tanum-church-1892,1892,,1892,https://uploads4.wikiart.org/00335/images/harriet-backer/barned-p-i-tanum-kirke-christening-in-tanum-church-1892.jpg!Large.jpg,Naturalism,genre painting|interior,,oil|canvas,,,,
https://www.wikiart.org/en/requena-nozal/placnton,2017,,2017,https://uploads5.wikiart.org/00155/images/requena-nozal/dsc01927-1.JPG!Large.JPG,Abstract Expressionism,,Pattern,,,,,
https://www.wikiart.org/en/helmut-sturm/untitled-1964,1964,,1964,https://uploads5.wikiart.org/images/helmut-sturm/untitled-1964.jpg,Art Informel,abstract,,,,,,
https://www.wikiart.org/en/antonio-donghi/portrait-of-a-woman-in-hat-1931,1931,,1931,https://uploads8.wikiart.org/images/antonio-donghi/portrait-of-a-woman-in-hat-1931.jpg!Large.jpg,Magic Realism,portrait,Face|Lady|Chin|Lip|Headgear|Hat,,,,,
https://www.wikiart.org/en/gustave-dore/burying-the-dead-after-the-battle-of-dorylaeum,,,,https://uploads3.wikiart.org/images/gustave-dore/burying-the-dead-after-the-battle-of-dorylaeum.jpg!Large.jpg,Romanticism,illustration,knights-and-warriors|fictional-characters|J-F.-Michaud-'Bibliotheque-des-Croisades'|Stock photography,,,Bibliotheque des Croisades,,
https://www.wikiart.org/en/raphael-kirchner/single-items-3,,,,https://uploads2.wikiart.org/images/raphael-kirchner/single-items-3.jpg!Large.jpg,Art Nouveau (Modern),design,female-nude|mirrors|Lady,,,Single Items,,
https://www.wikiart.org/en/nuri-iyem/untitled-nu-1958,1958,,1958,https://uploads0.wikiart.org/00164/images/nuri-iyem/58-57-5x86-tuual-ya-l-boya.jpg!Large.jpg,Social Realism,nude painting (nu),female-nude,oil|canvas,,,,
https://www.wikiart.org/en/erte/a-dream,,,,https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg,Art Deco,design,designs-and-sketches,,,,,
https://www.wikiart.org/en/leopold-survage/paysage-l-homme-dans-la-ville-1917,1917,,1917,https://uploads2.wikiart.org/images/l-opold-survage/paysage-l-homme-dans-la-ville-1917.jpg,Cubism,cityscape,Tree,,,,,
https://www.wikiart.org/en/john-singer-sargent/lord-dalhousie-1900,1900,,1900,https://uploads1.wikiart.org/images/john-singer-sargent/lord-dalhousie-1900.jpg!Large.jpg,Realism,portrait,male-portraits|famous-people|Gentleman|Male|Suit|Formal wear,oil|canvas,Private Collection,,,
https://www.wikiart.org/en/pavel-svinyin/at-the-plantation,1812,Philadelphia,"c.1812; Philadelphia, United States|Philadelphia|1812",https://uploads2.wikiart.org/images/pavel-svinyin/at-the-plantation.jpg!Large.jpg,Romanticism,genre painting,masters-and-servants|manors-and-plantations,watercolor|paper,,,,
https://www.wikiart.org/en/utagawa-kuniyoshi/taira-koremochi-spies-the-reflection-of-a-female-demon,,,,https://uploads7.wikiart.org/images/utagawa-kuniyoshi/taira-koremochi-spies-the-reflection-of-a-female-demon.jpg!Large.jpg,Ukiyo-e,mythological painting,devils-and-demons|Textile,,,,,
https://www.wikiart.org/en/amir-baradaran/frenchising-mona-lisa-3-2011,2011,,2011,https://uploads5.wikiart.org/00100/images/amir-baradaran/frenchising-mona-lisa-3.jpg!Large.jpg,Conceptual Art,performance,Outerwear,augmented reality,,Frenchising Mona Lisa,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-580,,,,https://uploads0.wikiart.org/images/zdislav-beksinski/untitled-65.jpg!Large.jpg,Surrealism,symbolic painting,allegories-and-symbols,,,,,
https://www.wikiart.org/en/jean-dupas/study-for-la-gloire-de-bordeaux-1938,1938,,1938,https://uploads0.wikiart.org/images/jean-dupas/study-for-la-gloire-de-bordeaux-1938.jpg!Large.jpg,Art Deco,sketch and study,Picture frame|Stock photography|Organism,,,,,
https://www.wikiart.org/en/john-singer-sargent/polly-barnard-also-known-as-study-for-carnation-lily-lily-rose,1885,,1885,https://uploads8.wikiart.org/images/john-singer-sargent/polly-barnard-also-known-as-study-for-carnation-lily-lily-rose.jpg!Large.jpg,Realism,sketch and study,famous-people|female-portraits|Face|Sketch|Nose|Head|Chin|Figure drawing,pencil,,,,
https://www.wikiart.org/en/edgar-degas/dancer-in-green-tutu,1885,,1885,https://uploads3.wikiart.org/images/edgar-degas/dancer-in-green-tutu.jpg!Large.jpg,Impressionism,genre painting,1880s paintings from France,,,,,
https://www.wikiart.org/en/vincent-van-gogh/self-portrait-with-straw-hat-1887,1887,Paris,"1887; Paris, France|Paris|1887",https://uploads3.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-1887.jpg!Large.jpg,Neo-Impressionism|Post-Impressionism,self-portrait,male-portraits|famous-people|Vincent-Van-Gogh|Facial hair,oil|canvas,"Van Gogh Museum, Amsterdam, Netherlands",,,
https://www.wikiart.org/en/otto-dix/triumph-of-death,1934,,1934,https://uploads5.wikiart.org/images/otto-dix/triumph-of-death.jpg!Large.jpg,Expressionism,allegorical painting,allegories-and-symbols|Mythology,,"Staatsgalerie Stuttgart, Stuttgart, Germany",,,
https://www.wikiart.org/en/vincenzo-cabianca/campo-santo-of-pisa,,,,https://uploads4.wikiart.org/00360/images/vincenzo-cabianca/0158.jpg!Large.jpg,Realism,interior,,oil|canvas,,,,
https://www.wikiart.org/en/roger-weik/blueprint-2009,2009,Los Angeles,"2009; Los Angeles, United States|2009|Los Angeles",https://uploads4.wikiart.org/images/roger-weik/blueprint-2009.jpg,Abstract Expressionism,abstract,Water|Relief,,,,,
https://www.wikiart.org/en/david-bates/bedouin-at-an-oasis-with-pyramids-1902,1902,,1902,https://uploads3.wikiart.org/images/david-bates/bedouin-at-an-oasis-with-pyramids-1902.jpg!Large.jpg,Realism,landscape,Tree|Palm tree|Arecales,,,,,
https://www.wikiart.org/en/fusun-onur/dance-of-the-crows-2012,2012,,2012,https://uploads4.wikiart.org/images/fusun-onur/dance-of-the-crows-2012.jpg,Magic Realism|Neo-Expressionism,figurative,Text|Branch,,,,,
https://www.wikiart.org/en/kitagawa-utamaro/rice-locust-red-dragonfly-pinks-chinese-bell-flowers-1788,1788,,1788,https://uploads0.wikiart.org/images/kitagawa-utamaro/rice-locust-red-dragonfly-pinks-chinese-bell-flowers-1788.jpg!Large.jpg,Ukiyo-e,landscape,flowers-and-plants|Flowering plant|Flower|Plant|Botany|Wildflower,,,,,
https://www.wikiart.org/en/sa-nogueira/erotropo-1970,1970,,1970,https://uploads5.wikiart.org/images/sa-nogueira/erotropo-1970.jpg!Large.jpg,Pop Art,,,,,,,
https://www.wikiart.org/en/thomas-eakins/photograph-1910-17,1910,,1910,https://uploads3.wikiart.org/images/thomas-eakins/photograph-1910-17.jpg!Large.jpg,Realism,photo,Photograph|Snapshot,,,,,
https://www.wikiart.org/en/samuel-palmer/moonlight-a-landscape-with-sheep-1833,1833,,1833,https://uploads4.wikiart.org/images/samuel-palmer/moonlight-a-landscape-with-sheep-1833.jpg!Large.jpg,Romanticism,genre painting,moon|Sky|Nature|Tree|Light|Natural landscape|Astronomical object|Moonlight|Atmosphere|night,,,,,
https://www.wikiart.org/en/richard-lindner/rock-rock,1966,,1966,https://uploads5.wikiart.org/images/richard-lindner/rock-rock.jpg!Large.jpg,Mechanistic Cubism,portrait,male-portraits|String instrument|Guitar|Musical instrument|Plucked string instruments|String instrument accessory|Acoustic guitar|Music|Bass guitar,,,,,
https://www.wikiart.org/en/gustave-courbet/landscape-1873,1873,,1873,https://uploads0.wikiart.org/images/gustave-courbet/landscape-1873.jpg,Realism,landscape,valleys-and-hollows|cliffs-and-rocks|Tree,,,,,
https://www.wikiart.org/en/kiki-smith/blue-girl-1998,1998,,1998,https://uploads4.wikiart.org/images/kiki-smith/blue-girl-1998.jpg,Feminist Art,figurative,Standing|Sky|Human|Joint|Floor|Line,,,,,
https://www.wikiart.org/en/ethel-leontine-gabain/the-green-dress,,,,https://uploads6.wikiart.org/00327/images/ethel-leontine-gabain/the-green-dress.jpg!Large.jpg,Neo-Romanticism,portrait,,,,,,
https://www.wikiart.org/en/salvador-dali/latour,1934,,1934,https://uploads0.wikiart.org/images/salvador-dali/latour.jpg!Large.jpg,Surrealism,symbolic painting,,,,,,
https://www.wikiart.org/en/vajda-lajos/vajda-lajos-0,,,,https://uploads0.wikiart.org/00388/images/vajda-lajos/vajda-lajos-1.JPG!Large.JPG,,,,,,,,
https://www.wikiart.org/en/gene-davis/untitled-1964,1964,,1964,https://uploads3.wikiart.org/images/gene-davis/untitled-1964.jpg,Color Field Painting,abstract,Line|Pattern|Textile,magna|canvas,,,,
https://www.wikiart.org/en/frederick-carl-frieseke/youth-1926,1926,,1926,https://uploads0.wikiart.org/00153/images/frederick-carl-frieseke/youth-frieseke.jpg,Impressionism,portrait,Sitting,oil|canvas,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,,
https://www.wikiart.org/en/mikhail-larionov/spring,,,,https://uploads0.wikiart.org/00124/images/mikhail-larionov/spring.jpg,Naïve Art (Primitivism),genre painting,Mythology,,,,,
https://www.wikiart.org/en/alaa-awad/tahtib-2016,2016,,2016,https://uploads6.wikiart.org/00207/images/alaa-awad/tahtib-2016.jpg!Large.jpg,Neo-Expressionism,genre painting,,,,,,
https://www.wikiart.org/en/vladimir-makovsky/on-the-grand-staircase-1919,1919,,1919|1914 - 1919; Russian Federation,https://uploads7.wikiart.org/images/vladimir-makovsky/on-the-grand-staircase-1919.jpg!Large.jpg,Realism,genre painting,masters-and-servants|walls-and-staircases|Gentleman|fashion,paper|watercolor|graphite|whitewash|pencil,Private Collection,,,
https://www.wikiart.org/en/giulio-turcato/libert-sul-lago-di-piediluco-notte,,,,https://uploads1.wikiart.org/images/giulio-turcato/libert-sul-lago-di-piediluco-notte.jpg,Art Informel,sculpture,Light|Lighting,,,,,
https://www.wikiart.org/en/bela-czobel/bela-adalbert-czobel-vase-de-fleurs-1958,,,,https://uploads1.wikiart.org/00397/images/bela-czobel/bela-adalbert-czobel-vase-de-fleurs-1958.JPG!Large.JPG,,,,,,,,
https://www.wikiart.org/en/john-armleder/avec-les-deux-lustres-furniture-sculpture-1993,1993,,1993,https://uploads3.wikiart.org/images/john-armleder/avec-les-deux-lustres-furniture-sculpture-1993.jpg,Neo-Geo,installation,,,,,,
https://www.wikiart.org/en/dan-witz/a-small-orgy-2015,2015,,2015,https://uploads7.wikiart.org/00139/images/dan-witz/a-small-orgy-2015-2.jpg!Large.jpg,Hyper-Realism,nude painting (nu),Flesh,,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-141,,,,https://uploads1.wikiart.org/images/zdislav-beksinski/untitled-531.jpg!Large.jpg,Surrealism,symbolic painting,female-portraits,,,,,
https://www.wikiart.org/en/konstantin-ivanovich-gorbatov/capri,,,,https://uploads8.wikiart.org/00325/images/konstantin-ivanovich-gorbatov/konstantin-gorbatov-capri-1.jpg!Large.jpg,Post-Impressionism,landscape,Capri,oil|canvas,,,,
https://www.wikiart.org/en/edgar-degas/woman-at-her-bath,1898,,1898,https://uploads0.wikiart.org/images/edgar-degas/woman-at-her-bath.jpg!Large.jpg,Impressionism,nude painting (nu),female-nude|bathing-and-swimming,oil|canvas,"Art Gallery of Ontario (AGO), Toronto, Canada",,,
https://www.wikiart.org/en/maynard-dixon/guard-of-the-cornfield-1922,1922,,1922,https://uploads3.wikiart.org/images/maynard-dixon/guard-of-the-cornfield-1922.jpg!Large.jpg,Impressionism,landscape,,,,,,
https://www.wikiart.org/en/larry-bell/cube-54-2005,2005,,2005,https://uploads2.wikiart.org/images/larry-bell/cube-54-2005.jpg,Light and Space,sculpture,Furniture|Display case|Shelf,,,,,
https://www.wikiart.org/en/otto-dix/self-portrait-as-a-prisoner-of-war,1946,,1946,https://uploads5.wikiart.org/images/otto-dix/self-portrait-as-a-prisoner-of-war.jpg!Large.jpg,Expressionism,self-portrait,male-portraits|famous-people|Pattern,,,,,
https://www.wikiart.org/en/maki-haku/poem-71-90-woman,,,,https://uploads6.wikiart.org/images/maki-haku/poem-71-90-woman.jpg!Large.jpg,Sōsaku hanga,abstract,Fictional character|Saxophone,,,,,
https://www.wikiart.org/en/iosif-iser/tatar-interior-1933,1933,,1933,https://uploads1.wikiart.org/images/iosif-iser/tatar-interior-1933.jpg!Large.jpg,Expressionism,interior,,,,,,
https://www.wikiart.org/en/adolph-menzel/portrait-of-a-baby,,,,https://uploads2.wikiart.org/00325/images/adolph-menzel/adolph-von-menzel-portrait-of-a-baby-1.jpg,Realism,sketch and study|portrait,,graphite|paper,,Sketches and studies,,
https://www.wikiart.org/en/benny-andrews/circle-study-32-1972,1972,,1972,https://uploads3.wikiart.org/00168/images/benny-andrews/andrews-circle-study-32-image-only.jpg!Large.jpg,Figurative Expressionism,sketch and study,,paper|pen|ink,,,,
https://www.wikiart.org/en/barnett-newman/ulysses-1952,1952,,1952|1952; United States,https://uploads7.wikiart.org/images/barnett-newman/ulysses-1952.jpg!Large.jpg,Color Field Painting,abstract,Violet|Textile,oil|canvas,,,,
https://www.wikiart.org/en/jozef-mehoffer/muse-1897,1897,,c.1897; Poland|1897,https://uploads4.wikiart.org/00135/images/jozef-mehoffer/j-zef-mehoffer-muza.jpg!Large.jpg,Symbolism|Art Nouveau (Modern),symbolic painting,Lady|Picture frame,,"National Museum, Warsaw, Poland",,,
https://www.wikiart.org/en/ernst-ludwig-kirchner/self-portrait-with-cigarette,,,,https://uploads3.wikiart.org/images/ernst-ludwig-kirchner/self-portrait-with-cigarette.jpg!Large.jpg,Expressionism,self-portrait,male-portraits|famous-people,,,,,
https://www.wikiart.org/en/gustave-dore/the-prophet-isaiah,,,,https://uploads2.wikiart.org/images/gustave-dore/the-prophet-isaiah.jpg!Large.jpg,Romanticism,religious painting,Christianity|Isaiah|Photograph|Rock|Stock photography,,,The Holy Bible,,
https://www.wikiart.org/en/sam-francis/untitled-1964-2,1964,,1964,https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg,Color Field Painting|Abstract Expressionism,abstract,World,,,,,
https://www.wikiart.org/en/bela-czobel/czobel-bela-piheno-akrobata-1970-1970,1970,,1970,https://uploads0.wikiart.org/00387/images/bela-czobel/czobel-b-la-pihen-akrobata-1970.JPG!Large.JPG,,portrait,,,,,,
https://www.wikiart.org/en/konstantin-yuon/birches-petrovskoye-1899,1899,,1899,https://uploads2.wikiart.org/images/konstantin-yuon/birches-petrovskoye-1899.jpg!Large.jpg,Realism,landscape,forests-and-trees|Tree|Canoe birch|Northern hardwood forest|sweet birch|American aspen|Birch|Woody plant|Plant|Natural environment|Forest,oil|canvas,,,,
https://www.wikiart.org/en/pierre-auguste-renoir/rapha-maitre-1871,1871,,1871,https://uploads1.wikiart.org/images/pierre-auguste-renoir/rapha-maitre-1871.jpg!Large.jpg,Impressionism,portrait,Lady|Victorian fashion|fashion|costume design,oil|canvas,Private Collection,,Association with Impressionists,
https://www.wikiart.org/en/doug-ohlson/mag-1986,1986,,1986,https://uploads8.wikiart.org/images/doug-ohlson/mag-1986.jpg,Color Field Painting,abstract,Orange|Pink,,,,,
https://www.wikiart.org/en/eugene-boudin/beach-scene-3,,,,https://uploads7.wikiart.org/images/eugene-boudin/beach-scene-3.jpg!Large.jpg,Impressionism,genre painting,leisure-and-sleep,,,,,
https://www.wikiart.org/en/callum-innes/exposed-painting-paynes-grey-yellow-oxide-red-oxide-on-white-1999,1999,,1999,https://uploads4.wikiart.org/images/callum-innes/exposed-painting-paynes-grey-yellow-oxide-red-oxide-on-white-1999.jpg!Large.jpg,Minimalism,abstract,Brown|Rectangle|Beige|Line|Wood stain|Material property,,,,,
https://www.wikiart.org/en/roni-horn/untitled-from-the-series-still-water-the-river-thames-for-example-1999-2,1999,,1999,https://uploads8.wikiart.org/images/roni-horn/untitled-from-the-series-still-water-the-river-thames-for-example-1999-2.jpg!Large.jpg,Conceptual Art,photo,Brown|Soil|Pattern,,,,,
https://www.wikiart.org/en/johann-nepomuk-passini/self-portrait-1835,1835,,1835,https://uploads6.wikiart.org/00332/images/johann-nepomuk-passini/external-content-duckduckgo-com.jpg!Large.jpg,Romanticism,self-portrait|portrait,self-portrait,watercolor|paper,,,,
https://www.wikiart.org/en/salvador-dali/cathedral-unfinished,1960,,1960,https://uploads4.wikiart.org/images/salvador-dali/cathedral-unfinished.jpg,Realism,sketch and study,Sketch,,,,Classic Period (1941-1989),
https://www.wikiart.org/en/pierre-auguste-renoir/girl-with-a-pink-and-black-hat,1890,,1890,https://uploads5.wikiart.org/images/pierre-auguste-renoir/girl-with-a-pink-and-black-hat.jpg!Large.jpg,Impressionism,portrait,Lady|Hairstyle,,,,Rejection of Impressionism,
https://www.wikiart.org/en/pierre-auguste-renoir/nude-1880,1880,,1880,https://uploads2.wikiart.org/images/pierre-auguste-renoir/nude-1880.jpg!Large.jpg,Impressionism,nude painting (nu),Lady|Chest,,,,Association with Impressionists,
https://www.wikiart.org/en/duane-hanson/lady-with-shopping-bags-1972,1972,,1972,https://uploads8.wikiart.org/00314/images/duane-hanson/lady-with-shopping-bags-1972.jpg,Hyper-Realism|Photorealism,sculpture,Clothing|fashion|Outerwear|Costume|Footwear,,,,,
https://www.wikiart.org/en/louise-abbema/la-peinture-1897,1897,,1897,https://uploads2.wikiart.org/00141/images/louise-abbema/cae-19-abbema054a.jpg!Large.jpg,Impressionism,symbolic painting,Lady|Mythology|Fictional character,oil|canvas,,,,
https://www.wikiart.org/en/anders-zorn/the-sisters-schwartz,,,,https://uploads3.wikiart.org/images/anders-zorn/the-sisters-schwartz.jpg!Large.jpg,Impressionism,portrait,arts-and-crafts|children,,,,,
https://www.wikiart.org/en/walter-battiss/guildford-gypsies,,,,https://uploads2.wikiart.org/images/walter-battiss/guildford-gypsies.jpg,Impressionism,landscape,Vehicle|gypsies,,,,,
https://www.wikiart.org/en/salvador-dali/soft-monster-monstruo-blando-adormercido,1976,,1976,https://uploads7.wikiart.org/images/salvador-dali/soft-monster-monstruo-blando-adormercido.jpg!Large.jpg,Surrealism,symbolic painting,Footwear|Shoe|Elephant,,,,Classic Period (1941-1989),
https://www.wikiart.org/en/thomas-jones-barker/spanish-officers-surrendering-their-sword-to-nelso,,,,https://uploads5.wikiart.org/images/thomas-jones-barker/spanish-officers-surrendering-their-sword-to-nelso.jpg!Large.jpg,Romanticism,history painting,,,,,,
https://www.wikiart.org/en/paul-gauguin/the-swineherd-1889,1889,Pont-aven,"1889; Pont-aven, France|Pont-aven|1889",https://uploads2.wikiart.org/images/paul-gauguin/the-swineherd-1889.jpg!Large.jpg,Cloisonnism,landscape,forests-and-trees|lonely figures|Natural landscape,oil|canvas,Private Collection,,Breton period,
https://www.wikiart.org/en/ramon-oviedo/eternidad-absoluta,,,,https://uploads2.wikiart.org/images/ramon-oviedo/eternidad-absoluta.jpg!Large.jpg,Expressionism,abstract,Brown|Beige|Line,,,,,
https://www.wikiart.org/en/jackson-pollock/number-23,1948,,1948,https://uploads6.wikiart.org/number-23(1).jpg,Action painting,abstract,Pattern|Branch|Tree|Line|monochrome,paper|enamel,"Tate Britain, London, UK",,Drip period,
https://www.wikiart.org/en/archibald-motley/mending-socks-1924,1924,,1924,https://uploads0.wikiart.org/00230/images/archibald-motley/mending-socks.jpg!Large.jpg,Art Deco,portrait,,oil|canvas,"Ackland Art Museum (University of North Carolina), Chapel Hill, NC, US",,,
https://www.wikiart.org/en/pablo-picasso/still-life-with-lemons-1907,1907,,1907,https://uploads3.wikiart.org/images/pablo-picasso/still-life-with-lemons-1907.jpg!Large.jpg,Cubism,still life,fruits-and-vegetables|dishware-and-cutlery|Still life photography,,,,African Period,
https://www.wikiart.org/en/eric-ravilious/train-going-over-a-bridge-at-night-1935-eric-ravilious,1935,,1935,https://uploads4.wikiart.org/images/eric-ravilious/train-going-over-a-bridge-at-night-1935-eric-ravilious.jpg!Large.jpg,Magic Realism,landscape,Sky|Transport|Infrastructure,,,,,
