url,Create Date,Create Location,Date,image_url,Style,Genre,tags,Period,Media,Location,Theme,Series
https://www.wikiart.org/en/jacob-lawrence/strike-1949,1949,,1949,https://uploads6.wikiart.org/images/jacob-lawrence/strike-1949.jpg!Large.jpg,Cubism|Social Realism,genre painting,,,,,,
https://www.wikiart.org/en/salvador-dali/temple-sketch-for-a-set-design,1941,,1941,https://uploads5.wikiart.org/images/salvador-dali/temple-sketch-for-a-set-design.jpg,Surrealism,sketch and study,Still life photography|Table,Classic Period (1941-1989),,,,
https://www.wikiart.org/en/salvador-dali/festival-in-figueras,1921,,1921,https://uploads4.wikiart.org/images/salvador-dali/festival-in-figueras.jpg,Cloisonnism,genre painting,,Early Years (1917-1927),,,,
https://www.wikiart.org/en/maxime-maufra/the-port-of-la-rochelle-at-twilight-1911,1911,,1911; France|1911,https://uploads7.wikiart.org/images/maxime-maufra/the-port-of-la-rochelle-at-twilight-1911.jpg!Large.jpg,Post-Impressionism,cityscape,boats-and-ships|twilight-and-night|Boat|Vehicle|Watercraft|Waterway,,canvas|oil,Private Collection,,
https://www.wikiart.org/en/simplicio-de-sa/our-lady-of-conception-1828,1828,,1828,https://uploads4.wikiart.org/00305/images/simplicio-de-sa/nossa-senhora.jpg,Neoclassicism,religious painting,Prophet,,oil,Private Collection,,
https://www.wikiart.org/en/rudolf-von-alt/holy-trinity-greek-church-vienna,,,,https://uploads0.wikiart.org/images/rudolf-von-alt/holy-trinity-greek-church-vienna.jpg!Large.jpg,Romanticism,cityscape,streets-and-squares|Holy places|Building,,,,"City life in Vienna (Wien), Austria",
https://www.wikiart.org/en/le-corbusier/femme-dansant-1954,1954,,1954,https://uploads1.wikiart.org/images/le-corbusier/femme-dansant-1954.jpg,Cubism,sculpture,Carving,,,,,
https://www.wikiart.org/en/clarence-holbrook-carter/icon-pyrophorous-1969,1969,,1969,https://uploads8.wikiart.org/images/clarence-holbrook-carter/icon-pyrophorous-1969.jpg!Large.jpg,Abstract Expressionism,abstract,Sky|Text|Turquoise|Pattern|Circle,,,,,
https://www.wikiart.org/en/graham-sutherland/paul-sacher-1955,1955,,1955,https://uploads3.wikiart.org/00229/images/graham-sutherland/paul-sacher-1955.jpg!Large.jpg,Expressionism,portrait|sketch and study,Head|Chin|Nose|Cheek|Forehead,,,,,
https://www.wikiart.org/en/salvador-dali/fishermen-in-the-sun,1928,,1928,https://uploads4.wikiart.org/images/salvador-dali/fishermen-in-the-sun.jpg,Naïve Art (Primitivism)|Abstract Art,landscape,Text|Font,Transitional Period (1927-1928),canvas|oil,Private Collection,,
https://www.wikiart.org/en/arkhip-kuindzhi/winter-spots-of-light-on-cottage-roof,1895,,1895,https://uploads6.wikiart.org/images/arkhip-kuindzhi/winter-spots-of-light-on-cottage-roof.jpg!Large.jpg,Impressionism,landscape,winter|countryside|cottages-and-farmhouses|snow-and-blizzard|Sky,,oil|paper,,,
https://www.wikiart.org/en/wassily-kandinsky/composition-iv-1911,1911,Munich / Monaco,"1911; Munich / Monaco, Germany|1911|Munich / Monaco",https://uploads2.wikiart.org/00475/images/wassily-kandinsky/composition-iv-1911.jpg!Large.jpg,Abstract Art,abstract,,,canvas|oil,"Kunstsammlung Nordrhein-Westfalen, Düsseldorf, Germany",,Compositions
https://www.wikiart.org/en/keith-haring/untitled-dance-1987,1987,,1987,https://uploads3.wikiart.org/images/keith-haring/untitled-dance-1987.jpg!Large.jpg,Neo-Expressionism|Pop Art,poster,Font,,,,,
https://www.wikiart.org/en/halonen-pekka/tuonen-lehto,,,,https://uploads3.wikiart.org/00223/images/halonen-pekka/halonen-tuonen-lehto.jpg!Large.jpg,Realism|Post-Impressionism,genre painting,Sitting,,oil,,,
https://www.wikiart.org/en/vincent-van-gogh/zouave-1888,1888,"Arles, Bouches-du-Rhône","1888; Arles, Bouches-du-Rhône, France|1888|Arles, Bouches-du-Rhône",https://uploads2.wikiart.org/images/vincent-van-gogh/zouave-1888(1).jpg!Large.jpg,Post-Impressionism,portrait,male-portraits|military-and-soldiers,,canvas|oil,"Van Gogh Museum, Amsterdam, Netherlands",,
https://www.wikiart.org/en/carl-buchheister/komposition-rotes-dreieck-1934,1934,,1934,https://uploads0.wikiart.org/images/carl-buchheister/komposition-rotes-dreieck-1934.jpg!Large.jpg,Constructivism,abstract,Orange|Line,,,,,
https://www.wikiart.org/en/maurice-sendak/where-the-wild-things-are-4,,,,https://uploads3.wikiart.org/images/maurice-sendak/where-the-wild-things-are-4.jpg,Naïve Art (Primitivism),illustration,,,,,,
https://www.wikiart.org/en/alekos-kontopoulos/self-portrait-3,,,,https://uploads6.wikiart.org/images/alekos-kontopoulos/self-portrait(3).jpg!Large.jpg,Expressionism,self-portrait,,,,,,
https://www.wikiart.org/en/aubrey-beardsley/apollo-pursuing-daphne-1896,1896,,1896,https://uploads6.wikiart.org/images/aubrey-beardsley/apollo-pursuing-daphne-1896.jpg!Large.jpg,Art Nouveau (Modern),mythological painting,Greek-and-Roman-Mythology|gods-and-goddesses|Apollo|Head|Organism|Coloring book|Joint|Human,,ink|pen,Private Collection,,
https://www.wikiart.org/en/fabio-de-sanctis/nautilus-1963,1963,,1963,https://uploads1.wikiart.org/images/fabio-de-sanctis/nautilus-1963.jpg!Large.jpg,Surrealism,design,Monochrome photography|Rock|Leaf,,,,,
https://www.wikiart.org/en/olusola-david-ayibiowu/sekere-2004,2004,,2004; Nigeria|2004,https://uploads7.wikiart.org/00176/images/olusola-david-ayibiowu/title-sekere-visual-artist-ayibiowu-olusola-e-david-medium-oil-on-canvas-year-2004.jpg!Large.jpg,Abstract Art,figurative|genre painting,musical-instruments|Graphic design|Pattern|Organism,,oil,,,
https://www.wikiart.org/en/owen-jones/leaves-and-flowers-from-nature-ornament-no-4-leaves-of-the-oak-fig-tree-maple-white-bryony,,,,https://uploads0.wikiart.org/images/owen-jones/leaves-and-flowers-from-nature-ornament-no-4-leaves-of-the-oak-fig-tree-maple-white-bryony.jpg!Large.jpg,Art Nouveau (Modern),design,,,,,,The Grammar of Ornament (1856)
https://www.wikiart.org/en/eugene-bidau/still-life,,,,https://uploads5.wikiart.org/00260/images/eugene-bidau/still-life.jpg!Large.jpg,Academicism,flower painting,Still life photography|Flower,,,,,
https://www.wikiart.org/en/alfred-freddy-krupa/the-bridge-2018,2018,Karlovac,"2018|2018; Karlovac, Croatia|Karlovac",https://uploads0.wikiart.org/00219/images/alfred-freddy-krupa/wp-20180204-006-convertimage-1.jpg!Large.jpg,Street Photography,cityscape,Atmospheric phenomenon|Sky|Fog|Light|monochrome|Mist|Atmosphere,,photography,,,
https://www.wikiart.org/en/eugene-delacroix/apollo-slays-python-1850,1850,,1850,https://uploads6.wikiart.org/images/eugene-delacroix/apollo-slays-python-1850(1).jpg!Large.jpg,Romanticism,sketch and study,Greek-and-Roman-Mythology|Apollo-Slays-Python|Apollo|Sketch|Line|Figure drawing,,,,,
https://www.wikiart.org/en/currier-and-ives/great-five-mile-rowing-match-1867,1867,,1867,https://uploads2.wikiart.org/images/currier-and-ives/great-five-mile-rowing-match-1867.jpg,Romanticism,genre painting,,,,,,
https://www.wikiart.org/en/hubertine-heijermans/watercolor-of-my-hospital-bed-nr-23-1990,1990,,1990; Switzerland|1990,https://uploads5.wikiart.org/images/hubertine-heijermans/watercolor-of-my-hospital-bed-nr-23-1990.jpg!Large.jpg,Expressionism,interior,,1979 - 2014 watercolor paintings on paper,watercolor|paper,,,"my hospital bed, in watercolor painting sketches, circa 1990"
https://www.wikiart.org/en/hossein-behzad/the-young-woman-and-the-bird-1960,1960,,1960,https://uploads2.wikiart.org/00154/images/hossein-behzad/the-young-woman-and-the-bird-1960.jpg!Large.jpg,Art Nouveau (Modern)|Safavid Period,miniature,,,,,,
https://www.wikiart.org/en/martiros-sarian/illustration-to-armenian-folk-tales-1937-13,1937,,1937; Armenia|1937,https://uploads2.wikiart.org/images/martiros-saryan/illustration-to-armenian-folk-tales-1937-13.jpg,Naïve Art (Primitivism),illustration,fishing|Organism,,,,,Armenian Folk Tales'
https://www.wikiart.org/en/horia-bernea/real-time,,,,https://uploads2.wikiart.org/images/horia-bernea/real-time.jpg!Large.jpg,Conceptual Art,abstract,,,,,,
https://www.wikiart.org/en/giulio-rosati/the-backgammon-players,,,,https://uploads2.wikiart.org/00298/images/giulio-rosati/the-backgammon-players-by-giulio-rosati.jpg!Large.jpg,Orientalism,genre painting,,,watercolor,,,
https://www.wikiart.org/en/agostino-bonalumi/verde-3000,,,,https://uploads7.wikiart.org/images/agostino-bonalumi/verde-3000.jpg,Spatialism,abstract,,,,,,
https://www.wikiart.org/en/zinaida-serebriakova/menton-view-from-the-harbor-of-the-city-1930,1930,,1930,https://uploads0.wikiart.org/images/zinaida-serebriakova/menton-view-from-the-harbor-of-the-city-1930.jpg!Large.jpg,Expressionism,cityscape,houses-and-buildings|boats-and-ships|Sky,,,,,
https://www.wikiart.org/en/claude-monet/cap-martin-2,1884,,1884,https://uploads5.wikiart.org/images/claude-monet/cap-martin-2.jpg!Large.jpg,Impressionism,landscape,Mountain|Mountainous landforms|Natural landscape|Wilderness|Sky|Hill|Tree,,,,,
https://www.wikiart.org/en/andrew-wyeth/autumn,,,,https://uploads8.wikiart.org/images/andrew-wyeth/autumn.jpg!Large.jpg,Contemporary Realism,genre painting,female-portraits,,,,,
https://www.wikiart.org/en/francois-morellet/two-warps-and-wefts-of-short-lines-0-90-1956,1956,,1956,https://uploads6.wikiart.org/images/francois-morellet/two-warps-and-wefts-of-short-lines-0-90-1956.jpg!Large.jpg,Minimalism,abstract,Text|Pattern|Line|Tile,,,,,
https://www.wikiart.org/en/marc-vaux/incursion-1964,1964,,1964,https://uploads3.wikiart.org/images/marc-vaux/incursion-1964.jpg,Lyrical Abstraction|Post-Painterly Abstraction,abstract|symbolic painting,Graphic design|allegories-and-symbols,,,,,
https://www.wikiart.org/en/octavio-ocampo/palm-sunday,,,,https://uploads6.wikiart.org/images/octavio-ocampo/palm-sunday.jpg!Large.jpg,Surrealism,portrait,male-portraits|Forehead|Prophet,,,,,
https://www.wikiart.org/en/kristoffer-zetterstrand/consider-it-2006,2006,,2006,https://uploads8.wikiart.org/00263/images/kristoffer-zetterstrand/10.jpg!Large.jpg,Digital Art,figurative|interior,,,,,,
https://www.wikiart.org/en/frank-stella/referendum-70-1970,1970,,1970,https://uploads1.wikiart.org/images/frank-stella/referendum-70-1970.jpg,Color Field Painting,abstract,Rectangle,,,,,
https://www.wikiart.org/en/frank-holl/francis-holl-the-artists-father,,,,https://uploads6.wikiart.org/00330/images/frank-holl/francis-holl-by-francis-montague-frank-holl.jpg!Large.jpg,Realism,portrait,,,canvas|oil,"National Portrait Gallery, London, UK",,
https://www.wikiart.org/en/marc-chagall/golgotha-1912,1912,Paris,"Paris|1912|1912; Paris, France",https://uploads6.wikiart.org/images/marc-chagall/golgotha-1912.jpg!Large.jpg,Cubism,religious painting,allegories-and-symbols|Crucifixion|Calvary/Golgotha|Fictional character,,canvas|oil,"Museum of Modern Art (MoMA), New York City, NY, US",,
https://www.wikiart.org/en/josef-capek/zelena-noc-1937,1937,,1937,https://uploads6.wikiart.org/00308/images/josef-capek/josef-apek-zelen-noc-1933-37.jpg,Expressionism,figurative,,,,,,
https://www.wikiart.org/en/lajos-kassak/city,,,,https://uploads6.wikiart.org/images/lajos-kassak/city.jpg!Large.jpg,Constructivism,figurative,,,,,,
https://www.wikiart.org/en/raphael-delorme/femme-nue,,,,https://uploads5.wikiart.org/images/raphael-delorme/femme-nue.jpg!Large.jpg,Art Deco,nude painting (nu),Mythology|Fictional character|Plant,,,,,
https://www.wikiart.org/en/vincent-van-gogh/avenue-of-plane-trees-near-arles-station-1888,1888,"Arles, Bouches-du-Rhône","1888; Arles, Bouches-du-Rhône, France|1888|Arles, Bouches-du-Rhône",https://uploads0.wikiart.org/images/vincent-van-gogh/avenue-of-plane-trees-near-arles-station-1888(1).jpg!Large.jpg,Post-Impressionism,landscape,gardens-and-parks|Tree|Woody plant|Plant|autumn,,canvas|oil,"Musée Rodin, Paris, France",,
https://www.wikiart.org/en/william-henry-hunt/slumber-1840,1840,,1840,https://uploads8.wikiart.org/00331/images/william-henry-hunt/william-henry-hunt-slumber-c1835-40-meisterdrucke-818471.jpg,Naturalism,genre painting,,,watercolor|paper,,,
https://www.wikiart.org/en/felice-casorati/eccolo,,,,https://uploads2.wikiart.org/images/felice-casorati/eccolo.jpg!Large.jpg,Magic Realism,nude painting (nu),,,,,,
https://www.wikiart.org/en/aubrey-beardsley/the-toilet-of-salome-ii,1894,,1894,https://uploads2.wikiart.org/images/aubrey-beardsley/the-toilet-of-salome-ii.jpg!Large.jpg,Art Nouveau (Modern),illustration,fictional-characters|Salome,,,,,
https://www.wikiart.org/en/paul-gauguin/stabble-near-dieppe-1885,1885,,1885; France|1885,https://uploads8.wikiart.org/images/paul-gauguin/stabble-near-dieppe-1885.jpg!Large.jpg,Impressionism,landscape,cottages-and-farmhouses|Normandy|Tree|House,Early works,canvas|oil,Private Collection,,
https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-3,2021,"Los Angeles, California","2021; Los Angeles, California, United States|Los Angeles, California|2021",https://uploads3.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-5.jpg!Large.jpg,Digital Art,digital,,,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,
https://www.wikiart.org/en/jan-dibbets/panorama-dutch-mountain-12-x-15-sea-ii-a-1971,1971,,1971,https://uploads1.wikiart.org/images/jan-dibbets/panorama-dutch-mountain-12-x-15-sea-ii-a-1971.jpg!Large.jpg,Conceptual Art,figurative,Line|Rectangle,,,,,
https://www.wikiart.org/en/vanessa-bell/the-tub-1917,1917,,1917,https://uploads4.wikiart.org/images/vanessa-bell/the-tub-1917.jpg,Post-Impressionism,nude painting (nu),female-nude|Bathtub|Bathroom|Standing,,canvas|gouache|oil,"Tate Britain, London, UK",,
https://www.wikiart.org/en/georg-tappert/improvisation-plate-page-11-from-the-periodical-der-schwarze-turm-vol-1-no-3-july-1919-1919,1919,,1919,https://uploads4.wikiart.org/00319/images/georg-tappert/improvisation-plate-page-11-from-the-periodical-der-schwarze-turm-vol-1-no-3-july-1919.jpg,Expressionism,illustration,,,,,,
https://www.wikiart.org/en/eugene-boudin/le-havre-heavy-winds-off-of-frascati-1896,1896,,1896; France|1896,https://uploads8.wikiart.org/images/eugene-boudin/le-havre-heavy-winds-off-of-frascati-1896.jpg!Large.jpg,Impressionism,landscape,storm-and-tempest|boats-and-ships|seas-and-oceans|Normandy|Lighthouse|Sky|Sea|Tower,,oil,,,
https://www.wikiart.org/en/william-merritt-chase/the-east-river,1886,,1886,https://uploads7.wikiart.org/images/william-merritt-chase/the-east-river.jpg!Large.jpg,Impressionism,marina,rivers-and-waterfalls|boats-and-ships|Boat|Vehicle|Waterway|Watercraft|Calm,,oil|panel,Private Collection,,
https://www.wikiart.org/en/anton-romako/the-rose-picker-1884,1884,,1884,https://uploads6.wikiart.org/00344/images/anton-romako/780px-anton-romako-die-rosenpfl-ckerin-1832-sterreichische-galerie-belvedere.jpg!Large.jpg,Realism,genre painting,female-portraits|children portraits,,canvas|oil,"Belvedere, Vienna, Austria",,
https://www.wikiart.org/en/salvador-dali/the-enigma-of-my-desire-or-my-mother-my-mother-my-mother-1929,1929,,1929,https://uploads1.wikiart.org/images/salvador-dali/the-enigma-of-my-desire-or-my-mother-my-mother-my-mother-1929.jpg!Large.jpg,Surrealism,symbolic painting,Head,Surrealism Period (1929-1940),canvas|oil,,,
https://www.wikiart.org/en/nadar/charles-baudelaire-1855-0,1855,,1855,https://uploads8.wikiart.org/00335/images/nadar/portrait-of-charles-baudelaire-by-nadar-1.jpg!Large.jpg,Pictorialism,portrait|photo,,,photography,,,
https://www.wikiart.org/en/vincent-van-gogh/fishing-boats-on-the-beach-at-les-saintes-maries-de-la-mer-1888-1,1888,Saintes-maries-de-la-mer,"1888; Saintes-maries-de-la-mer, France|Saintes-maries-de-la-mer|1888",https://uploads2.wikiart.org/images/vincent-van-gogh/fishing-boats-on-the-beach-at-les-saintes-maries-de-la-mer-1888-1(1).jpg!Large.jpg,Post-Impressionism,sketch and study,boats-and-ships|Galleon|Vehicle|Boat|Carrack|Mast|Caravel|Fluyt|Watercraft|East indiaman|Sailing ship,,ink|paper,Private Collection,,
https://www.wikiart.org/en/fyodor-vasilyev/street-in-a-village,1868,,1868,https://uploads6.wikiart.org/images/fyodor-vasilyev/street-in-a-village.jpg!Large.jpg,Realism,landscape,countryside|Sky,,canvas|oil,"Tretyakov Gallery, Moscow, Russia",,
https://www.wikiart.org/en/ivan-bilibin/creek-1917,1917,,1917,https://uploads6.wikiart.org/images/ivan-bilibin/creek-1917(1).jpg!Large.jpg,Art Nouveau (Modern),landscape,winter|rivers-and-waterfalls|forests-and-trees|Snow|Tree|Geological phenomenon|Ice|Formation,,,,,
https://www.wikiart.org/en/ivan-shishkin/trees-1,,,,https://uploads1.wikiart.org/images/ivan-shishkin/trees-1.jpg!Large.jpg,Realism,landscape,forests-and-trees|Tree|Vegetation|Natural environment|Natural landscape|Woody plant|Nature reserve|Plant|Biome|Botany,,,,,
https://www.wikiart.org/en/currier-and-ives/a-brush-on-the-snow-1871,1871,,1871,https://uploads2.wikiart.org/images/currier-and-ives/a-brush-on-the-snow-1871.jpg,Romanticism,genre painting,Horse and buggy|Horse harness|Coachman|Vehicle|Horse racing,,,,,
https://www.wikiart.org/en/theophile-steinlen/study-of-a-cat-walking,,,,https://uploads2.wikiart.org/images/theophile-steinlen/study-of-a-cat-walking.jpg,Realism,sketch and study,Felidae|Sketch|Cat|Tail|Carnivore,,,,,
https://www.wikiart.org/en/pavel-filonov/war-with-germany-1915,1915,,1915,https://uploads6.wikiart.org/images/pavel-filonov/war-with-germany-1915.jpg!Large.jpg,Analytical Realism,allegorical painting,Tree,,,,,
https://www.wikiart.org/en/jean-auguste-dominique-ingres/study-for-vicomtesse-d-hausonville-born-louise-albertine-de-broglie,,,,https://uploads5.wikiart.org/images/jean-auguste-dominique-ingres/study-for-vicomtesse-d-hausonville-born-louise-albertine-de-broglie.jpg!Large.jpg,Neoclassicism,portrait,female-portraits|Face|Sketch|Forehead|Eyebrow|Nose|Chin|Head,,,Private Collection,,
https://www.wikiart.org/en/jeff-koons/nike-sneakers-n110-d-ms-x-2022,2022,,2022,https://uploads3.wikiart.org/00446/images/jeff-koons/5cf3e066-a9a2-4833-ba88-1daefb98a219-1200-1527.jpeg!Large.jpeg,Neo-Pop Art,sculpture,Shoe,,bronze,,,
https://www.wikiart.org/en/james-ward/cattle,,,,https://uploads6.wikiart.org/images/james-ward/cattle.jpg!Large.jpg,Romanticism,animal painting,Herd|Bovine|Pasture|Livestock|Sky,,,,,
https://www.wikiart.org/en/emile-friant/mathias-schiff-and-camille-martin-le-repos-des-artistes-1880,1880,,1880,https://uploads6.wikiart.org/00321/images/emile-friant/two-artists-mathias-schiff-and-camille-martin-by-mile-friant.jpg!Large.jpg,Realism,genre painting,,,oil,,,
https://www.wikiart.org/en/eduard-von-gebhardt/estonian-peasant-1867,1867,,1867,https://uploads3.wikiart.org/images/eduard-von-gebhardt/estonian-peasant-1867.jpg!Large.jpg,Realism,portrait,Chin|Human,,,,,
https://www.wikiart.org/en/otto-eckmann/d-coration-pis-de-bl,,,,https://uploads4.wikiart.org/images/otto-eckmann/d-coration-pis-de-bl.jpg!Large.jpg,Art Nouveau (Modern),illustration,Line|Coloring book|Wing|Botany,,,,,
https://www.wikiart.org/en/ancient-egyptian-painting/scarab-inscribed-with-the-throne-name-of-thutmose-i--1492-0,1492 BC,,1492 BC,https://uploads4.wikiart.org/00244/images/ancient-egyptian-painting/scarab-inscribed-with-the-throne-name-of-thutmose-i-ca-1504-1492-b-c-1.jpg!Large.jpg,New Kingdom,symbolic painting,,,,,Scarabs,
https://www.wikiart.org/en/friedrich-vordemberge-gildewart/composition-no-141,,,,https://uploads2.wikiart.org/images/friedrich-vordemberge-gildewart/composition-no-141.jpg,Concretism,abstract,,,,,,
https://www.wikiart.org/en/jeffrey-smart/joining-the-ring-road-1998,1998,,1998; Australia|1998,https://uploads1.wikiart.org/images/jeffrey-smart/joining-the-ring-road-1998.jpg,Hyper-Realism,cityscape,roads-and-vehicles|Race track|Road|Asphalt|Infrastructure,,,,,
https://www.wikiart.org/en/henri-matisse/the-idol-1906,1906,,1906,https://uploads6.wikiart.org/00134/images/henri-matisse/the-idol-1906.jpg!Large.jpg,,portrait,Lady|Retro style,,,,,
https://www.wikiart.org/en/ivan-aivazovsky/katolikos-hrimyan-near-emiadzin-1895,1895,,1895,https://uploads5.wikiart.org/images/ivan-aivazovsky/katolikos-hrimyan-near-emiadzin-1895.jpg!Large.jpg,Romanticism,portrait,male-portraits,,canvas|oil,,,
https://www.wikiart.org/en/henri-matisse/the-madras-1907,1907,,1907,https://uploads7.wikiart.org/00136/images/henri-matisse/the-madras-1907.jpg,,genre painting,,,,,,
https://www.wikiart.org/en/cy-twombly/leaving-paphos-ringed-with-waves-iv,2009,,2009,https://uploads7.wikiart.org/images/cy-twombly/leaving-paphos-ringed-with-waves-iv.jpg,Neo-Expressionism,abstract,Text|Turquoise|Font,,,,,Leaving Paphos Ringed With Waves
https://www.wikiart.org/en/wilhelm-sasnal/untitled-2004-0,2004,,2004,https://uploads8.wikiart.org/00145/images/wilhelm-sasnal/untitled-2004.jpg!Large.jpg,Pop Art|New European Painting,figurative,Table|Furniture,,,,,
https://www.wikiart.org/en/rene-portocarrero/composition-1952,1952,,1952,https://uploads4.wikiart.org/images/rene-portocarrero/composition-1952.jpg,Modernismo,abstract,Font|Line|Graphic design,,,,,
https://www.wikiart.org/en/zdzislaw-beksinski/untitled-426,,,,https://uploads0.wikiart.org/images/zdislav-beksinski/untitled-240.jpg,Surrealism,symbolic painting,allegories-and-symbols|streets-and-squares|houses-and-buildings,,,,,
https://www.wikiart.org/en/james-brooks/orrib-1967,1967,,1967,https://uploads2.wikiart.org/images/james-brooks/orrib-1967.jpg,Abstract Expressionism,,,,,,,
https://www.wikiart.org/en/egon-schiele/portrait-of-valerie-neuzil-1912,1912,,1912,https://uploads7.wikiart.org/00475/images/egon-schiele/portrait-of-wally-neuzil-1912.jpg!Large.jpg,Art Nouveau (Modern),portrait,female-portraits|Lady|Cheek,,oil|panel,"Leopold Museum, Vienna, Austria",,
https://www.wikiart.org/en/antonio-ciseri/lesule,,,,https://uploads1.wikiart.org/00234/images/antonio-ciseri/l-esule-by-antonio-ciseri-1821-1891.jpg,Romanticism,portrait,,,oil,,,
https://www.wikiart.org/en/andre-masson/ripe-pomegranates,1950,,1950,https://uploads0.wikiart.org/images/andre-masson/ripe-pomegranates.jpg,Surrealism,flower painting,Pink|Botany|Flower|Plant,,lithography,,,
https://www.wikiart.org/en/bela-czobel/czobel-bela-parizsi-haz,,,,https://uploads4.wikiart.org/00422/images/bela-czobel/cz-bel-b-la-p-rizsi-h-z.JPG!Large.JPG,,cityscape,,,,,,
https://www.wikiart.org/en/karoly-ferenczy/ferenczy-karoly-fiatal-lany-arckepe-1909-1909,1909,,1909,https://uploads5.wikiart.org/00391/images/karoly-ferenczy/ferenczy-k-roly-fiatal-l-ny-arck-pe-1909.JPG!Large.JPG,,portrait,,,,,,
https://www.wikiart.org/en/sam-francis/untitled-1980,1980,,1980,https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg,Abstract Expressionism,abstract,Pattern|Graphic design,,,,,
https://www.wikiart.org/en/konstantin-ivanovich-gorbatov/venice-3,,,,https://uploads0.wikiart.org/00325/images/konstantin-ivanovich-gorbatov/konstantin-gorbatov-venice-9.jpg!Large.jpg,Post-Impressionism,marina|cityscape,,,canvas|oil,,,
https://www.wikiart.org/en/bernadette-resha/crimson-burst-2015,2015,,2015,https://uploads6.wikiart.org/00314/images/bernadette-resha/crimson-burst.jpg,Outsider art,flower painting,Flower|Zinnia|Plant|Petal|common zinnia,,,,,
https://www.wikiart.org/en/henri-rousseau/bouquet-of-flowers-with-an-ivy-branch-1909,1909,,1909,https://uploads1.wikiart.org/images/henri-rousseau/bouquet-of-flowers-with-an-ivy-branch-1909.jpg!Large.jpg,Naïve Art (Primitivism),flower painting,flowers-and-plants|Cut flowers|Bouquet|Flower|Flower Arranging|Floristry|Floral design|Plant|Still life photography,,canvas|oil,"Albright-Knox Art Gallery, Buffalo, NY, US",,
https://www.wikiart.org/en/orest-kiprensky/portrait-of-sergei-uvarov-1813,1813,,1813,https://uploads8.wikiart.org/images/orest-kiprensky/portrait-of-sergei-uvarov-1813.jpg!Large.jpg,Romanticism,portrait,Chin|Forehead|Gentleman,,,,,
https://www.wikiart.org/en/edward-hicks/peaceable-kingdom-1845,1845,,1845,https://uploads6.wikiart.org/images/edward-hicks/peaceable-kingdom-1845.jpg!Large.jpg,Naïve Art (Primitivism),religious painting,,,,,,Peaceable Kingdom
https://www.wikiart.org/en/henri-martin/garden-of-labastide-du-ver-in-marquayrol,,,,https://uploads6.wikiart.org/images/henri-martin/garden-of-labastide-du-ver-in-marquayrol.jpg!Large.jpg,Pointillism,cityscape,houses-and-buildings|gardens-and-parks|Flower|Garden|Plant|Botany|spring|Shrub|House,,canvas|oil,Private Collection,,
https://www.wikiart.org/en/zinaida-serebriakova/self-portrait-1946,1946,,1946,https://uploads1.wikiart.org/images/zinaida-serebriakova/self-portrait-1946.jpg!Large.jpg,Expressionism,self-portrait,famous-people|female-portraits|Zinaida Serebriakova|Lady,,,,,
https://www.wikiart.org/en/john-singer-sargent/richard-morris-hunt-1895,1895,,1895,https://uploads6.wikiart.org/images/john-singer-sargent/richard-morris-hunt-1895.jpg!Large.jpg,Realism,portrait,male-portraits|famous-people|Gentleman,,canvas|oil,"Biltmore Estate, Asheville, NC, US",,
https://www.wikiart.org/en/gianfranco-baruchello/la-mancanza-di-geometria-e-come-una-sporcizia-1979,1979,,1979,https://uploads6.wikiart.org/images/gianfranco-baruchello/la-mancanza-di-geometria-e-come-una-sporcizia-1979.jpg,Neo-Dada,,Text,,,,,
https://www.wikiart.org/en/gene-davis/orange-twitter-1966,1966,,1966,https://uploads0.wikiart.org/images/gene-davis/orange-twitter-1966.jpg,Color Field Painting,abstract,Turquoise|Pattern|Line|Textile,,,,,
https://www.wikiart.org/en/samuel-peploe/still-life-1,,,,https://uploads6.wikiart.org/images/samuel-peploe/still-life-1.jpg!Large.jpg,Post-Impressionism,still life,,,,,,
https://www.wikiart.org/en/m-c-escher/not_detected_204731,1947,,1947,https://uploads0.wikiart.org/images/m-c-escher/not_detected_204731.jpg,Op Art,illustration,maps-and-globes|designs-and-sketches|Text|Organism,,,,,
https://www.wikiart.org/en/ilarion-pleshynskyi/landscape-with-trees,,,,https://uploads2.wikiart.org/00306/images/ilarion-pleshynskyi/5f61c214edc2c96a5486847b.jpg!Large.jpg,Socialist Realism,landscape,Tree|Sketch,,,,,
https://www.wikiart.org/en/edgar-degas/after-bathing-woman-drying-her-leg,1893,,1893,https://uploads8.wikiart.org/images/edgar-degas/after-bathing-woman-drying-her-leg.jpg!Large.jpg,Impressionism,nude painting (nu),female-nude|Bed,,pastel,Private Collection,,
https://www.wikiart.org/en/ivan-aivazovsky/golden-horn-1872,1872,,1872,https://uploads3.wikiart.org/images/ivan-aivazovsky/golden-horn-1872.jpg!Large.jpg,Romanticism,cityscape,houses-and-buildings|sunrise-and-sunset|boats-and-ships|seas-and-oceans|Sky|Atmospheric phenomenon|morning|Calm|Bank,,,,,
